Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
Allemagne,292.170545,"rgb(28,129,154)",244792,,,
Chine,5.909580695,"rgb(28,129,154)",85058,,,
Royaume-Uni,494.7602533,"rgb(28,129,154)",335873,,,
Suisse,489.8307517,"rgb(28,129,154)",42393,,,
Portugal,571.194098,"rgb(28,129,154)",58243,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,674.780506,"rgb(239,117,22)",5762,,,
Canada,240.8773827,"rgb(179,30,58)",9128,,,
États-Unis,567.484881,"rgb(28,129,154)",187839,,,
Italie,586.8661658,"rgb(28,129,154)",35483,,,
France,469.3328048,"rgb(28,129,154)",30635,,,
Espagne,622.267953,"rgb(28,129,154)",29094,,,
Allemagne,111.8472081,"rgb(28,129,154)",9371,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,611.3336074,"rgb(28,129,154)",41501,,,
Suisse,232.3613902,"rgb(28,129,154)",2011,,,
Portugal,178.8812449,"rgb(28,129,154)",1824,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,0,0,,,,
10-19 ans,0,0,,,,
20-29 ans,2,0,,,,
30-39 ans,2,1, ,,,
40-49 ans,5,2,,,,
50-59 ans,10,6,,,,
60-69 ans,18,3,,,,
70-79 ans,37,6,,,,
80-89 ans,28,2,,,,
90 ans et plus,8,0,,,,
