Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
Pays,Taux,Couleur,Nombre de morts,,,
Québec,620.442055,"rgb(239,117,22)",5298,,,
Canada,217.4968655,"rgb(179,30,58)",8242,,,
États-Unis,360.1149406,"rgb(28,129,154)",119199,,,
Italie,569.036734,"rgb(28,129,154)",34405,,,
France,452.6644813,"rgb(28,129,154)",29547,,,
Espagne,580.3898802,"rgb(28,129,154)",27136,,,
Allemagne,106.4523796,"rgb(28,129,154)",8919,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,620.9379426,"rgb(28,129,154)",42153,,,
Suisse,226.0064044,"rgb(28,129,154)",1956,,,
Portugal,149.3619167,"rgb(28,129,154)",1523,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,0,0,,,,
10-19 ans,2,0,,,,
20-29 ans,5,1,,,,
30-39 ans,5,1, ,,,
40-49 ans,19,4,,,,
50-59 ans,51,15,,,,
60-69 ans,100,25,,,,
70-79 ans,175,20,,,,
80-89 ans,218,7,,,,
90 ans et plus,115,1,,,,
