Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
Ontario,261.0484748,"rgb(28,129,154)",38405,,,
Québec,684.0789392,"rgb(239,117,22)",58414,,,
Terre-Neuve et Labrador,50.82811466,"rgb(28,129,154)",265,,,
Nouveau-Brunswick,21.79506739,"rgb(28,129,154)",170,,,
Nouvelle-Écosse,109.1608122,"rgb(28,129,154)",1067,,,
Île-du-Prince-Édouard,22.76204808,"rgb(28,129,154)",36,,,
Canada,299.1888148,"rgb(179,30,58)",113377,,,
,,,,,,
,,,,,,
Graphique 10 - Tests réalisés selon la province,,,,,,
Province,Taux,Couleur,Nombre de tests,,,
Colombie-Britannique,4098.520872,"rgb(28,129,154)",209472,,,
Alberta,11944.97078,"rgb(28,129,154)",527149,,,
Saskatchewan,6458.254701,"rgb(28,129,154)",76315,,,
Manitoba,5749.039758,"rgb(28,129,154)",79194,,,
Ontario,13077.10456,"rgb(28,129,154)",1923881,,,
Québec,8874.65185,"rgb(239,117,22)",757813,,,
Terre-Neuve et Labrador,4460.215013,"rgb(28,129,154)",23254,,,
Nouveau-Brunswick,5702.61528,"rgb(28,129,154)",44480,,,
Nouvelle-Écosse,6419.924355,"rgb(28,129,154)",62752,,,
Île-du-Prince-Édouard,11555.53307,"rgb(28,129,154)",18276,,,
Canada,9838.252474,"rgb(179,30,58)",3728186,,,
,,,,,,
,,,,,,
Graphique 11 - Cas confirmés par pays,,,,,,
Pays,Taux,Couleur,Nombre de cas,,,
Québec,684.0789392,"rgb(239,117,22)",58414,,,
Canada,299.1888148,"rgb(179,30,58)",113377,,,
États-Unis,1288.415361,"rgb(28,129,154)",4264689,,,
Italie,406.1901802,"rgb(28,129,154)",245590,,,
France,276.5716096,"rgb(28,129,154)",180528,,,
Espagne,683.3547579,"rgb(28,129,154)",319501,,,
Allemagne,245.9409227,"rgb(28,129,154)",206059,,,
Chine,5.821066906,"rgb(28,129,154)",83784,,,
Royaume-Uni,438.8444624,"rgb(28,129,154)",297914,,,
Suisse,396.3431332,"rgb(28,129,154)",34302,,,
Portugal,489.9129709,"rgb(28,129,154)",49955,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,663.5380679,"rgb(239,117,22)",5666,,,
Canada,234.4385043,"rgb(179,30,58)",8884,,,
États-Unis,449.1383968,"rgb(28,129,154)",148666,,,
Italie,580.4819722,"rgb(28,129,154)",35097,,,
France,462.5459783,"rgb(28,129,154)",30192,,,
Espagne,608.1089723,"rgb(28,129,154)",28432,,,
Allemagne,109.8181797,"rgb(28,129,154)",9201,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,672.8484901,"rgb(28,129,154)",45677,,,
Suisse,228.4328536,"rgb(28,129,154)",1977,,,
Portugal,168.2895923,"rgb(28,129,154)",1716,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,2,1,,,,
10-19 ans,1,0,,,,
20-29 ans,7,1,,,,
30-39 ans,2,0, ,,,
40-49 ans,4,1,,,,
50-59 ans,20,4,,,,
60-69 ans,35,1,,,,
70-79 ans,58,3,,,,
80-89 ans,56,1,,,,
90 ans et plus,21,0,,,,
