Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
France,261.5946306,"rgb(28,129,154)",170752,,,
Espagne,643.7588047,"rgb(28,129,154)",300988,,,
Allemagne,238.2938726,"rgb(28,129,154)",199652,,,
Chine,5.807379923,"rgb(28,129,154)",83587,,,
Royaume-Uni,424.4364866,"rgb(28,129,154)",288133,,,
Suisse,378.9651356,"rgb(28,129,154)",32798,,,
Portugal,453.2933126,"rgb(28,129,154)",46221,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,658.1510663,"rgb(239,117,22)",5620,,,
Canada,231.3510094,"rgb(179,30,58)",8767,,,
États-Unis,413.0933682,"rgb(28,129,154)",136735,,,
Italie,577.8522137,"rgb(28,129,154)",34938,,,
France,459.66579,"rgb(28,129,154)",30004,,,
Espagne,607.4887148,"rgb(28,129,154)",28403,,,
Allemagne,108.9946329,"rgb(28,129,154)",9132,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,657.7201892,"rgb(28,129,154)",44650,,,
Suisse,227.1618564,"rgb(28,129,154)",1966,,,
Portugal,162.2091991,"rgb(28,129,154)",1654,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,2,0,,,,
10-19 ans,2,0,,,,
20-29 ans,6,0,,,,
30-39 ans,4,0, ,,,
40-49 ans,11,2,,,,
50-59 ans,27,5,,,,
60-69 ans,46,7,,,,
70-79 ans,91,4,,,,
80-89 ans,90,4,,,,
90 ans et plus,34,0,,,,
