Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
Ontario,266.5134657,"rgb(28,129,154)",39209,,,
Québec,696.3050907,"rgb(239,117,22)",59458,,,
Terre-Neuve et Labrador,51.01991887,"rgb(28,129,154)",266,,,
Nouveau-Brunswick,21.79506739,"rgb(28,129,154)",170,,,
Nouvelle-Écosse,109.3654248,"rgb(28,129,154)",1069,,,
Île-du-Prince-Édouard,22.76204808,"rgb(28,129,154)",36,,,
Canada,307.3192181,"rgb(179,30,58)",116458,,,
,,,,,,
,,,,,,
Graphique 10 - Tests réalisés selon la province,,,,,,
Province,Taux,Couleur,Nombre de tests,,,
Colombie-Britannique,4394.123403,"rgb(28,129,154)",224580,,,
Alberta,12957.62705,"rgb(28,129,154)",571839,,,
Saskatchewan,7212.528752,"rgb(28,129,154)",85228,,,
Manitoba,6284.858916,"rgb(28,129,154)",86575,,,
Ontario,14280.74161,"rgb(28,129,154)",2100958,,,
Québec,9732.543568,"rgb(239,117,22)",831069,,,
Terre-Neuve et Labrador,4780.528037,"rgb(28,129,154)",24924,,,
Nouveau-Brunswick,5921.078779,"rgb(28,129,154)",46184,,,
Nouvelle-Écosse,6627.094593,"rgb(28,129,154)",64777,,,
Île-du-Prince-Édouard,12419.85862,"rgb(28,129,154)",19643,,,
Canada,10718.38381,"rgb(179,30,58)",4061710,,,
,,,,,,
,,,,,,
Graphique 11 - Cas confirmés par pays,,,,,,
Pays,Taux,Couleur,Nombre de cas,,,
Québec,696.3050907,"rgb(239,117,22)",59458,,,
Canada,307.3192181,"rgb(179,30,58)",116458,,,
États-Unis,1425.775892,"rgb(28,129,154)",4719356,,,
Italie,409.4103939,"rgb(28,129,154)",247537,,,
France,287.8947327,"rgb(28,129,154)",187919,,,
Espagne,717.79188,"rgb(28,129,154)",335602,,,
Allemagne,251.4765896,"rgb(28,129,154)",210697,,,
Chine,5.859487727,"rgb(28,129,154)",84337,,,
Royaume-Uni,447.7387838,"rgb(28,129,154)",303952,,,
Suisse,409.16865,"rgb(28,129,154)",35412,,,
Portugal,503.2015722,"rgb(28,129,154)",51310,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,664.9433727,"rgb(239,117,22)",5678,,,
Canada,235.8898909,"rgb(179,30,58)",8939,,,
États-Unis,474.4433301,"rgb(28,129,154)",157042,,,
Italie,581.2097041,"rgb(28,129,154)",35141,,,
France,463.6643492,"rgb(28,129,154)",30265,,,
Espagne,608.3870188,"rgb(28,129,154)",28445,,,
Allemagne,110.0926953,"rgb(28,129,154)",9224,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,679.3594044,"rgb(28,129,154)",46119,,,
Suisse,228.8950344,"rgb(28,129,154)",1981,,,
Portugal,170.3490803,"rgb(28,129,154)",1737,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,1,0,,,,
10-19 ans,0,0,,,,
20-29 ans,6,1,,,,
30-39 ans,0,0, ,,,
40-49 ans,9,5,,,,
50-59 ans,18,4,,,,
60-69 ans,29,2,,,,
70-79 ans,51,6,,,,
80-89 ans,45,0,,,,
90 ans et plus,18,0,,,,
