Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
Femmes,55.1,"rgb(255,178,196)",,,,
,,,,,,
,,,,,,
Graphique 9: Cas confirmés selon la province,,,,,,
Province,Taux,Couleur,Nombre de cas,,,
Colombie-Britannique,55.21514045,"rgb(28,129,154)",2822,,,
Alberta,175.2944498,"rgb(28,129,154)",7736,,,
Saskatchewan,63.55433769,"rgb(28,129,154)",751,,,
Manitoba,22.79463702,"rgb(28,129,154)",314,,,
Ontario,228.6391758,"rgb(28,129,154)",33637,,,
Québec,642.7395573,"rgb(239,117,22)",54884,,,
Terre-Neuve et Labrador,50.06089784,"rgb(28,129,154)",261,,,
Nouveau-Brunswick,21.02582972,"rgb(28,129,154)",164,,,
Nouvelle-Écosse,108.5469744,"rgb(28,129,154)",1061,,,
Île-du-Prince-Édouard,17.07153606,"rgb(28,129,154)",27,,,
Canada,268.3376154,"rgb(179,30,58)",101686,,,
,,,,,,
,,,,,,
Graphique 10 - Tests réalisés selon la province,,,,,,
Province,Taux,Couleur,Nombre de tests,,,
Colombie-Britannique,2992.92671,"rgb(28,129,154)",152966,,,
Alberta,7967.604063,"rgb(28,129,154)",351622,,,
Saskatchewan,4575.573809,"rgb(28,129,154)",54068,,,
Manitoba,4148.696532,"rgb(28,129,154)",57149,,,
Ontario,7867.799152,"rgb(28,129,154)",1157497,,,
Québec,6610.366254,"rgb(239,117,22)",564464,,,
Terre-Neuve et Labrador,3088.814938,"rgb(28,129,154)",16104,,,
Nouveau-Brunswick,4683.888189,"rgb(28,129,154)",36534,,,
Nouvelle-Écosse,5356.757382,"rgb(28,129,154)",52360,,,
Île-du-Prince-Édouard,6265.253734,"rgb(28,129,154)",9909,,,
Canada,6484.346308,"rgb(179,30,58)",2457230,,,
,,,,,,
,,,,,,
Graphique 11 - Cas confirmés par pays,,,,,,
Pays,Taux,Couleur,Nombre de cas,,,
Québec,642.7395573,"rgb(239,117,22)",54884,,,
Canada,268.3376154,"rgb(179,30,58)",101686,,,
États-Unis,722.1292617,"rgb(28,129,154)",2390267,,,
Italie,394.8276388,"rgb(28,129,154)",238720,,,
France,246.2714163,"rgb(28,129,154)",160750,,,
Espagne,627.92299,"rgb(28,129,154)",293584,,,
Allemagne,229.5618891,"rgb(28,129,154)",192336,,,
Chine,5.795638298,"rgb(28,129,154)",83418,,,
Royaume-Uni,449.7082617,"rgb(28,129,154)",305289,,,
Suisse,362.0262098,"rgb(28,129,154)",31332,,,
Portugal,389.7041683,"rgb(28,129,154)",39737,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,635.1977551,"rgb(239,117,22)",5424,,,
Canada,222.8010234,"rgb(179,30,58)",8443,,,
États-Unis,370.6344938,"rgb(28,129,154)",122681,,,
Italie,573.2046531,"rgb(28,129,154)",34657,,,
France,454.4416187,"rgb(28,129,154)",29663,,,
Espagne,605.799048,"rgb(28,129,154)",28324,,,
Allemagne,107.0610881,"rgb(28,129,154)",8970,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,628.2148468,"rgb(28,129,154)",42647,,,
Suisse,226.0064044,"rgb(28,129,154)",1956,,,
Portugal,151.0291213,"rgb(28,129,154)",1540,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,1,1,,,,
10-19 ans,0,0,,,,
20-29 ans,7,1,,,,
30-39 ans,5,1, ,,,
40-49 ans,12,3,,,,
50-59 ans,48,10,,,,
60-69 ans,75,12,,,,
70-79 ans,136,22,,,,
80-89 ans,159,5,,,,
90 ans et plus,72,1,,,,
