Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
Alberta,194.7816818,"rgb(28,129,154)",8596,,,
Saskatchewan,68.97041973,"rgb(28,129,154)",815,,,
Manitoba,23.59317526,"rgb(28,129,154)",325,,,
Ontario,248.7386509,"rgb(28,129,154)",36594,,,
Québec,661.9102565,"rgb(239,117,22)",56521,,,
Terre-Neuve et Labrador,50.25270204,"rgb(28,129,154)",262,,,
Nouveau-Brunswick,21.28224228,"rgb(28,129,154)",166,,,
Nouvelle-Écosse,109.0585059,"rgb(28,129,154)",1066,,,
Île-du-Prince-Édouard,20.86521074,"rgb(28,129,154)",33,,,
Canada,283.5771737,"rgb(179,30,58)",107461,,,
,,,,,,
,,,,,,
Graphique 10 - Tests réalisés selon la province,,,,,,
Province,Taux,Couleur,Nombre de tests,,,
Colombie-Britannique,3577.929362,"rgb(28,129,154)",182865,,,
Alberta,10132.93011,"rgb(28,129,154)",447181,,,
Saskatchewan,5437.915621,"rgb(28,129,154)",64258,,,
Manitoba,4915.075458,"rgb(28,129,154)",67706,,,
Ontario,10951.97082,"rgb(28,129,154)",1611235,,,
Québec,7866.474499,"rgb(239,117,22)",671724,,,
Terre-Neuve et Labrador,3862.74491,"rgb(28,129,154)",20139,,,
Nouveau-Brunswick,5241.200883,"rgb(28,129,154)",40881,,,
Nouvelle-Écosse,5943.99549,"rgb(28,129,154)",58100,,,
Île-du-Prince-Édouard,9061.191973,"rgb(28,129,154)",14331,,,
Canada,8400.93122,"rgb(179,30,58)",3183516,,,
,,,,,,
,,,,,,
Graphique 11 - Cas confirmés par pays,,,,,,
Pays,Taux,Couleur,Nombre de cas,,,
Québec,661.9102565,"rgb(239,117,22)",56521,,,
Canada,283.5771737,"rgb(179,30,58)",107461,,,
États-Unis,1014.529639,"rgb(28,129,154)",3358120,,,
Italie,401.6203546,"rgb(28,129,154)",242827,,,
France,261.5946306,"rgb(28,129,154)",170752,,,
Espagne,643.7588047,"rgb(28,129,154)",300988,,,
Allemagne,238.5039367,"rgb(28,129,154)",199828,,,
Chine,5.807866263,"rgb(28,129,154)",83594,,,
Royaume-Uni,425.6443938,"rgb(28,129,154)",288953,,,
Suisse,379.9472698,"rgb(28,129,154)",32883,,,
Portugal,453.2933126,"rgb(28,129,154)",46221,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,658.9708274,"rgb(239,117,22)",5627,,,
Canada,231.6940644,"rgb(179,30,58)",8780,,,
États-Unis,415.1900282,"rgb(28,129,154)",137429,,,
Italie,577.9679893,"rgb(28,129,154)",34945,,,
France,459.66579,"rgb(28,129,154)",30004,,,
Espagne,607.4887148,"rgb(28,129,154)",28403,,,
Allemagne,109.0185038,"rgb(28,129,154)",9134,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,659.9003144,"rgb(28,129,154)",44798,,,
Suisse,227.3929468,"rgb(28,129,154)",1968,,,
Portugal,162.2091991,"rgb(28,129,154)",1654,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,2,0,,,,
10-19 ans,1,0,,,,
20-29 ans,6,0,,,,
30-39 ans,2,0, ,,,
40-49 ans,10,1,,,,
50-59 ans,27,5,,,,
60-69 ans,45,6,,,,
70-79 ans,90,4,,,,
80-89 ans,88,4,,,,
90 ans et plus,35,0,,,,
