Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
France,247.0634681,"rgb(28,129,154)",161267,,,
Espagne,628.4534171,"rgb(28,129,154)",293832,,,
Allemagne,230.1813395,"rgb(28,129,154)",192855,,,
Chine,5.796472023,"rgb(28,129,154)",83430,,,
Royaume-Uni,451.0649477,"rgb(28,129,154)",306210,,,
Suisse,362.5346087,"rgb(28,129,154)",31376,,,
Portugal,393.3033688,"rgb(28,129,154)",40104,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,637.1886035,"rgb(239,117,22)",5441,,,
Canada,223.5399111,"rgb(179,30,58)",8471,,,
États-Unis,373.1692167,"rgb(28,129,154)",123520,,,
Italie,573.5023616,"rgb(28,129,154)",34675,,,
France,455.3148673,"rgb(28,129,154)",29720,,,
Espagne,605.8204361,"rgb(28,129,154)",28325,,,
Allemagne,107.2520555,"rgb(28,129,154)",8986,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,632.3394079,"rgb(28,129,154)",42927,,,
Suisse,226.2374948,"rgb(28,129,154)",1958,,,
Portugal,151.3233338,"rgb(28,129,154)",1543,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,1,1,,,,
10-19 ans,0,0,,,,
20-29 ans,6,1,,,,
30-39 ans,5,1, ,,,
40-49 ans,12,3,,,,
50-59 ans,47,8,,,,
60-69 ans,75,11,,,,
70-79 ans,132,20,,,,
80-89 ans,155,6,,,,
90 ans et plus,67,1,,,,
