Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
France,252.4776092,"rgb(28,129,154)",164801,,,
Espagne,633.8411018,"rgb(28,129,154)",296351,,,
Allemagne,233.7345264,"rgb(28,129,154)",195832,,,
Chine,5.94265178,"rgb(28,129,154)",85534,,,
Royaume-Uni,460.5573304,"rgb(28,129,154)",312654,,,
Suisse,368.0230055,"rgb(28,129,154)",31851,,,
Portugal,413.2804025,"rgb(28,129,154)",42141,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,647.2599543,"rgb(239,117,22)",5527,,,
Canada,227.3399049,"rgb(179,30,58)",8615,,,
États-Unis,393.2264579,"rgb(28,129,154)",130159,,,
Italie,575.0239829,"rgb(28,129,154)",34767,,,
France,457.1992458,"rgb(28,129,154)",29843,,,
Espagne,606.4620818,"rgb(28,129,154)",28355,,,
Allemagne,108.039796,"rgb(28,129,154)",9052,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,644.1680599,"rgb(28,129,154)",43730,,,
Suisse,226.8152208,"rgb(28,129,154)",1963,,,
Portugal,154.5596721,"rgb(28,129,154)",1576,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,3,0,,,,
10-19 ans,1,0,,,,
20-29 ans,5,0,,,,
30-39 ans,4,1, ,,,
40-49 ans,11,1,,,,
50-59 ans,42,8,,,,
60-69 ans,54,4,,,,
70-79 ans,113,11,,,,
80-89 ans,138,8,,,,
90 ans et plus,51,0,,,,
