Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
Portugal,583.0999002,"rgb(28,129,154)",59457,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,675.3660497,"rgb(239,117,22)",5767,,,
Canada,241.2204377,"rgb(179,30,58)",9141,,,
États-Unis,577.4696953,"rgb(28,129,154)",191144,,,
Italie,587.2631104,"rgb(28,129,154)",35507,,,
France,470.4205355,"rgb(28,129,154)",30706,,,
Espagne,625.2622994,"rgb(28,129,154)",29234,,,
Allemagne,112.1814011,"rgb(28,129,154)",9399,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,611.7166024,"rgb(28,129,154)",41527,,,
Suisse,232.5924806,"rgb(28,129,154)",2013,,,
Portugal,179.7638826,"rgb(28,129,154)",1833,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,0,0,,,,
10-19 ans,0,0,,,,
20-29 ans,2,0,,,,
30-39 ans,4,1, ,,,
40-49 ans,4,2,,,,
50-59 ans,9,3,,,,
60-69 ans,22,4,,,,
70-79 ans,29,7,,,,
80-89 ans,22,1,,,,
90 ans et plus,10,0,,,,
