Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
Alberta,17661.89018,"rgb(28,129,154)",779445,,,
Saskatchewan,10198.31323,"rgb(28,129,154)",120510,,,
Manitoba,9910.585495,"rgb(28,129,154)",136520,,,
Ontario,19816.34912,"rgb(28,129,154)",2915347,,,
Québec,13258.03164,"rgb(239,117,22)",1132113,,,
Terre-Neuve et Labrador,6223.471081,"rgb(28,129,154)",32447,,,
Nouveau-Brunswick,6984.293449,"rgb(28,129,154)",54477,,,
Nouvelle-Écosse,7988.995935,"rgb(28,129,154)",78089,,,
Île-du-Prince-Édouard,17932.06793,"rgb(28,129,154)",28361,,,
Canada,14775.13313,"rgb(179,30,58)",5599007,,,
,,,,,,
,,,,,,
Graphique 11 - Cas confirmés par pays,,,,,,
Pays,Taux,Couleur,Nombre de cas,,,
Québec,737.0003746,"rgb(239,117,22)",62933,,,
Canada,343.3452702,"rgb(179,30,58)",130110,,,
États-Unis,1901.578728,"rgb(28,129,154)",6294276,,,
Italie,449.068475,"rgb(28,129,154)",271515,,,
France,448.9171725,"rgb(28,129,154)",293024,,,
Espagne,1025.67913,"rgb(28,129,154)",479554,,,
Allemagne,295.9111186,"rgb(28,129,154)",247926,,,
Chine,5.910900759,"rgb(28,129,154)",85077,,,
Royaume-Uni,498.8892336,"rgb(28,129,154)",338676,,,
Suisse,498.3117691,"rgb(28,129,154)",43127,,,
Portugal,575.0188615,"rgb(28,129,154)",58633,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,675.3660497,"rgb(239,117,22)",5767,,,
Canada,241.1412711,"rgb(179,30,58)",9138,,,
États-Unis,574.1615646,"rgb(28,129,154)",190049,,,
Italie,587.0977168,"rgb(28,129,154)",35497,,,
France,470.1141325,"rgb(28,129,154)",30686,,,
Espagne,624.4067719,"rgb(28,129,154)",29194,,,
Allemagne,112.1336592,"rgb(28,129,154)",9395,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,611.5251049,"rgb(28,129,154)",41514,,,
Suisse,232.5924806,"rgb(28,129,154)",2013,,,
Portugal,179.1754575,"rgb(28,129,154)",1827,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,0,0,,,,
10-19 ans,0,0,,,,
20-29 ans,2,0,,,,
30-39 ans,4,1, ,,,
40-49 ans,5,2,,,,
50-59 ans,10,5,,,,
60-69 ans,19,3,,,,
70-79 ans,31,8,,,,
80-89 ans,21,1,,,,
90 ans et plus,8,0,,,,
