Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
Alberta,258.9989092,"rgb(28,129,154)",11430,,,
Saskatchewan,122.2849773,"rgb(28,129,154)",1445,,,
Manitoba,39.34615689,"rgb(28,129,154)",542,,,
Ontario,272.2027658,"rgb(28,129,154)",40046,,,
Québec,709.9951013,"rgb(239,117,22)",60627,,,
Terre-Neuve et Labrador,51.21172307,"rgb(28,129,154)",267,,,
Nouveau-Brunswick,22.56430506,"rgb(28,129,154)",176,,,
Nouvelle-Écosse,109.5700374,"rgb(28,129,154)",1071,,,
Île-du-Prince-Édouard,22.76204808,"rgb(28,129,154)",36,,,
Canada,315.6290656,"rgb(179,30,58)",119607,,,
,,,,,,
,,,,,,
Graphique 10 - Tests réalisés selon la province,,,,,,
Province,Taux,Couleur,Nombre de tests,,,
Colombie-Britannique,4719.798815,"rgb(28,129,154)",241225,,,
Alberta,13895.32547,"rgb(28,129,154)",613221,,,
Saskatchewan,8152.134359,"rgb(28,129,154)",96331,,,
Manitoba,7009.205694,"rgb(28,129,154)",96553,,,
Ontario,15781.41858,"rgb(28,129,154)",2321735,,,
Québec,10730.6847,"rgb(239,117,22)",916301,,,
Terre-Neuve et Labrador,5151.669176,"rgb(28,129,154)",26859,,,
Nouveau-Brunswick,6167.491247,"rgb(28,129,154)",48106,,,
Nouvelle-Écosse,6879.586519,"rgb(28,129,154)",67245,,,
Île-du-Prince-Édouard,13667.34531,"rgb(28,129,154)",21616,,,
Canada,11757.75863,"rgb(179,30,58)",4455579,,,
,,,,,,
,,,,,,
Graphique 11 - Cas confirmés par pays,,,,,,
Pays,Taux,Couleur,Nombre de cas,,,
Québec,709.9951013,"rgb(239,117,22)",60627,,,
Canada,315.6290656,"rgb(179,30,58)",119607,,,
États-Unis,1574.763521,"rgb(28,129,154)",5212509,,,
Italie,414.848536,"rgb(28,129,154)",250825,,,
France,303.217947,"rgb(28,129,154)",197921,,,
Espagne,773.0589588,"rgb(28,129,154)",361442,,,
Allemagne,259.3933811,"rgb(28,129,154)",217330,,,
Chine,5.882484637,"rgb(28,129,154)",84668,,,
Royaume-Uni,459.0651232,"rgb(28,129,154)",311641,,,
Suisse,424.1433075,"rgb(28,129,154)",36708,,,
Portugal,518.0593072,"rgb(28,129,154)",52825,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,667.0513298,"rgb(239,117,22)",5696,,,
Canada,237.0246112,"rgb(179,30,58)",8982,,,
États-Unis,500.7996144,"rgb(28,129,154)",165766,,,
Italie,582.3343807,"rgb(28,129,154)",35209,,,
France,464.5682381,"rgb(28,129,154)",30324,,,
Espagne,609.6275337,"rgb(28,129,154)",28503,,,
Allemagne,110.5223719,"rgb(28,129,154)",9260,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,686.0618162,"rgb(28,129,154)",46574,,,
Suisse,229.5883055,"rgb(28,129,154)",1987,,,
Portugal,172.5066392,"rgb(28,129,154)",1759,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,0,0,,,,
10-19 ans,1,1,,,,
20-29 ans,6,3,,,,
30-39 ans,3,1, ,,,
40-49 ans,6,3,,,,
50-59 ans,17,4,,,,
60-69 ans,25,3,,,,
70-79 ans,45,4,,,,
80-89 ans,45,2,,,,
90 ans et plus,9,0,,,,
