Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
Royaume-Uni,445.3067658,"rgb(28,129,154)",302301,,,
Suisse,407.0888365,"rgb(28,129,154)",35232,,,
Portugal,500.8674858,"rgb(28,129,154)",51072,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,664.4749377,"rgb(239,117,22)",5674,,,
Canada,235.6523912,"rgb(179,30,58)",8930,,,
États-Unis,470.1684398,"rgb(28,129,154)",155627,,,
Italie,581.0608499,"rgb(28,129,154)",35132,,,
France,463.4958276,"rgb(28,129,154)",30254,,,
Espagne,608.3442424,"rgb(28,129,154)",28443,,,
Allemagne,110.0568889,"rgb(28,129,154)",9221,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,677.5917354,"rgb(28,129,154)",45999,,,
Suisse,228.8950344,"rgb(28,129,154)",1981,,,
Portugal,170.1529386,"rgb(28,129,154)",1735,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,1,0,,,,
10-19 ans,0,0,,,,
20-29 ans,6,1,,,,
30-39 ans,3,0, ,,,
40-49 ans,8,5,,,,
50-59 ans,19,3,,,,
60-69 ans,33,1,,,,
70-79 ans,50,5,,,,
80-89 ans,50,0,,,,
90 ans et plus,19,0,,,,
