Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
Nouveau-Brunswick,21.02582972,"rgb(28,129,154)",164,,,
Nouvelle-Écosse,108.5469744,"rgb(28,129,154)",1061,,,
Île-du-Prince-Édouard,17.07153606,"rgb(28,129,154)",27,,,
Canada,265.8755361,"rgb(179,30,58)",100753,,,
,,,,,,
,,,,,,
Graphique 10 - Tests réalisés selon la province,,,,,,
Province,Taux,Couleur,Nombre de tests,,,
Colombie-Britannique,2933.504888,"rgb(28,129,154)",149929,,,
Alberta,7540.335171,"rgb(28,129,154)",332766,,,
Saskatchewan,4424.092764,"rgb(28,129,154)",52278,,,
Manitoba,4021.801546,"rgb(28,129,154)",55401,,,
Ontario,7389.829965,"rgb(28,129,154)",1087179,,,
Québec,6456.813286,"rgb(239,117,22)",551352,,,
Terre-Neuve et Labrador,2980.445561,"rgb(28,129,154)",15539,,,
Nouveau-Brunswick,4566.579444,"rgb(28,129,154)",35619,,,
Nouvelle-Écosse,5284.938366,"rgb(28,129,154)",51658,,,
Île-du-Prince-Édouard,6000.328785,"rgb(28,129,154)",9490,,,
Canada,6190.163458,"rgb(179,30,58)",2345750,,,
,,,,,,
,,,,,,
Graphique 11 - Cas confirmés par pays,,,,,,
Pays,Taux,Couleur,Nombre de cas,,,
Québec,640.280274,"rgb(239,117,22)",54674,,,
Canada,265.8755361,"rgb(179,30,58)",100753,,,
États-Unis,694.2868865,"rgb(28,129,154)",2298108,,,
Italie,393.6549981,"rgb(28,129,154)",238011,,,
France,244.2828608,"rgb(28,129,154)",159452,,,
Espagne,625.9360273,"rgb(28,129,154)",292655,,,
Allemagne,227.6128282,"rgb(28,129,154)",190703,,,
Chine,5.791052812,"rgb(28,129,154)",83352,,,
Royaume-Uni,444.5908598,"rgb(28,129,154)",301815,,,
Suisse,360.9978576,"rgb(28,129,154)",31243,,,
Portugal,377.2197481,"rgb(28,129,154)",38464,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,633.3240154,"rgb(239,117,22)",5408,,,
Canada,221.1121373,"rgb(179,30,58)",8379,,,
États-Unis,366.8369411,"rgb(28,129,154)",121424,,,
Italie,571.6168744,"rgb(28,129,154)",34561,,,
France,453.7368918,"rgb(28,129,154)",29617,,,
Espagne,605.6065543,"rgb(28,129,154)",28315,,,
Allemagne,106.9417335,"rgb(28,129,154)",8960,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,625.4749598,"rgb(28,129,154)",42461,,,
Suisse,226.0064044,"rgb(28,129,154)",1956,,,
Portugal,149.7542001,"rgb(28,129,154)",1527,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,0,0,,,,
10-19 ans,0,0,,,,
20-29 ans,4,1,,,,
30-39 ans,4,1, ,,,
40-49 ans,13,2,,,,
50-59 ans,49,10,,,,
60-69 ans,83,18,,,,
70-79 ans,140,22,,,,
80-89 ans,160,7,,,,
90 ans et plus,76,1,,,,
