Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
Terre-Neuve et Labrador,4612.891161,"rgb(28,129,154)",24050,,,
Nouveau-Brunswick,5817.231693,"rgb(28,129,154)",45374,,,
Nouvelle-Écosse,6517.115331,"rgb(28,129,154)",63702,,,
Île-du-Prince-Édouard,11946.91385,"rgb(28,129,154)",18895,,,
Canada,10315.43669,"rgb(179,30,58)",3909014,,,
,,,,,,
,,,,,,
Graphique 11 - Cas confirmés par pays,,,,,,
Pays,Taux,Couleur,Nombre de cas,,,
Québec,691.7964046,"rgb(239,117,22)",59073,,,
Canada,303.9203348,"rgb(179,30,58)",115170,,,
États-Unis,1359.874003,"rgb(28,129,154)",4501219,,,
Italie,407.6754149,"rgb(28,129,154)",246488,,,
France,281.5904908,"rgb(28,129,154)",183804,,,
Espagne,700.8695454,"rgb(28,129,154)",327690,,,
Allemagne,248.6622078,"rgb(28,129,154)",208339,,,
Chine,5.840242578,"rgb(28,129,154)",84060,,,
Royaume-Uni,442.9366162,"rgb(28,129,154)",300692,,,
Suisse,402.120393,"rgb(28,129,154)",34802,,,
Portugal,494.375195,"rgb(28,129,154)",50410,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,664.0065028,"rgb(239,117,22)",5670,,,
Canada,235.177392,"rgb(179,30,58)",8912,,,
États-Unis,460.4494844,"rgb(28,129,154)",152410,,,
Italie,580.9119956,"rgb(28,129,154)",35123,,,
France,463.0209029,"rgb(28,129,154)",30223,,,
Espagne,608.1945251,"rgb(28,129,154)",28436,,,
Allemagne,109.8897925,"rgb(28,129,154)",9207,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,675.8093357,"rgb(28,129,154)",45878,,,
Suisse,228.663944,"rgb(28,129,154)",1979,,,
Portugal,168.8780174,"rgb(28,129,154)",1722,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,1,0,,,,
10-19 ans,0,0,,,,
20-29 ans,5,1,,,,
30-39 ans,3,0, ,,,
40-49 ans,3,1,,,,
50-59 ans,17,3,,,,
60-69 ans,34,1,,,,
70-79 ans,54,3,,,,
80-89 ans,55,0,,,,
90 ans et plus,18,0,,,,
