Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
Colombie-Britannique,61.20232436,"rgb(28,129,154)",3128,,,
Alberta,201.9421066,"rgb(28,129,154)",8912,,,
Saskatchewan,74.13262292,"rgb(28,129,154)",876,,,
Manitoba,23.95614718,"rgb(28,129,154)",330,,,
Ontario,251.1584727,"rgb(28,129,154)",36950,,,
Québec,665.8685316,"rgb(239,117,22)",56859,,,
Terre-Neuve et Labrador,50.25270204,"rgb(28,129,154)",262,,,
Nouveau-Brunswick,21.41044856,"rgb(28,129,154)",167,,,
Nouvelle-Écosse,109.0585059,"rgb(28,129,154)",1066,,,
Île-du-Prince-Édouard,22.76204808,"rgb(28,129,154)",36,,,
Canada,286.6224465,"rgb(179,30,58)",108615,,,
,,,,,,
,,,,,,
Graphique 10 - Tests réalisés selon la province,,,,,,
Province,Taux,Couleur,Nombre de tests,,,
Colombie-Britannique,3687.322647,"rgb(28,129,154)",188456,,,
Alberta,10669.73538,"rgb(28,129,154)",470871,,,
Saskatchewan,5598.62093,"rgb(28,129,154)",66157,,,
Manitoba,5107.087608,"rgb(28,129,154)",70351,,,
Ontario,11368.5948,"rgb(28,129,154)",1672528,,,
Québec,8196.404926,"rgb(239,117,22)",699897,,,
Terre-Neuve et Labrador,3983.006147,"rgb(28,129,154)",20766,,,
Nouveau-Brunswick,5320.17595,"rgb(28,129,154)",41497,,,
Nouvelle-Écosse,6043.641817,"rgb(28,129,154)",59074,,,
Île-du-Prince-Édouard,9558.163356,"rgb(28,129,154)",15117,,,
Canada,8734.509979,"rgb(179,30,58)",3309925,,,
,,,,,,
,,,,,,
Graphique 11 - Cas confirmés par pays,,,,,,
Pays,Taux,Couleur,Nombre de cas,,,
Québec,665.8685316,"rgb(239,117,22)",56859,,,
Canada,286.6224465,"rgb(179,30,58)",108615,,,
États-Unis,1072.353647,"rgb(28,129,154)",3549519,,,
Italie,402.4754396,"rgb(28,129,154)",243344,,,
France,264.0841551,"rgb(28,129,154)",172377,,,
Espagne,649.5571426,"rgb(28,129,154)",303699,,,
Allemagne,239.623483,"rgb(28,129,154)",200766,,,
Chine,5.809047373,"rgb(28,129,154)",83611,,,
Royaume-Uni,429.209193,"rgb(28,129,154)",291373,,,
Suisse,383.0092175,"rgb(28,129,154)",33148,,,
Portugal,465.110851,"rgb(28,129,154)",47426,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,660.024806,"rgb(239,117,22)",5636,,,
Canada,232.2482302,"rgb(179,30,58)",8801,,,
États-Unis,420.5464808,"rgb(28,129,154)",139202,,,
Italie,578.6130244,"rgb(28,129,154)",34984,,,
France,460.0487938,"rgb(28,129,154)",30029,,,
Espagne,607.617044,"rgb(28,129,154)",28409,,,
Allemagne,109.1378584,"rgb(28,129,154)",9144,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,662.4045122,"rgb(28,129,154)",44968,,,
Suisse,227.3929468,"rgb(28,129,154)",1968,,,
Portugal,164.3667579,"rgb(28,129,154)",1676,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,2,0,,,,
10-19 ans,1,0,,,,
20-29 ans,8,0,,,,
30-39 ans,2,0, ,,,
40-49 ans,9,1,,,,
50-59 ans,25,4,,,,
60-69 ans,44,7,,,,
70-79 ans,85,5,,,,
80-89 ans,77,3,,,,
90 ans et plus,32,0,,,,
