Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,675.7173759,"rgb(239,117,22)",5770,,,
Canada,241.3523819,"rgb(179,30,58)",9146,,,
États-Unis,584.8472797,"rgb(28,129,154)",193586,,,
Italie,588.0239211,"rgb(28,129,154)",35553,,,
France,470.7269385,"rgb(28,129,154)",30726,,,
Espagne,631.2937685,"rgb(28,129,154)",29516,,,
Allemagne,112.2530138,"rgb(28,129,154)",9405,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,612.1143279,"rgb(28,129,154)",41554,,,
Suisse,232.9391162,"rgb(28,129,154)",2016,,,
Portugal,180.7445912,"rgb(28,129,154)",1843,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,2,1,,,,
10-19 ans,0,0,,,,
20-29 ans,1,0,,,,
30-39 ans,3,2, ,,,
40-49 ans,4,2,,,,
50-59 ans,9,3,,,,
60-69 ans,19,2,,,,
70-79 ans,33,5,,,,
80-89 ans,20,0,,,,
90 ans et plus,14,0,,,,
