Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
Femmes,55.1,"rgb(255,178,196)",,,,
,,,,,,
,,,,,,
Graphique 9: Cas confirmés selon la province,,,,,,
Province,Taux,Couleur,Nombre de cas,,,
Colombie-Britannique,54.45206799,"rgb(28,129,154)",2783,,,
Alberta,171.736897,"rgb(28,129,154)",7579,,,
Saskatchewan,59.91540757,"rgb(28,129,154)",708,,,
Manitoba,22.3590707,"rgb(28,129,154)",308,,,
Ontario,223.7451542,"rgb(28,129,154)",32917,,,
Québec,638.8281257,"rgb(239,117,22)",54550,,,
Terre-Neuve et Labrador,50.06089784,"rgb(28,129,154)",261,,,
Nouveau-Brunswick,21.02582972,"rgb(28,129,154)",164,,,
Nouvelle-Écosse,108.5469744,"rgb(28,129,154)",1061,,,
Île-du-Prince-Édouard,17.07153606,"rgb(28,129,154)",27,,,
Canada,264.9097044,"rgb(179,30,58)",100387,,,
,,,,,,
,,,,,,
Graphique 10 - Tests réalisés selon la province,,,,,,
Province,Taux,Couleur,Nombre de tests,,,
Colombie-Britannique,2905.54513,"rgb(28,129,154)",148500,,,
Alberta,7363.54519,"rgb(28,129,154)",324964,,,
Saskatchewan,4370.439701,"rgb(28,129,154)",51644,,,
Manitoba,3981.221284,"rgb(28,129,154)",54842,,,
Ontario,7210.831122,"rgb(28,129,154)",1060845,,,
Québec,6384.358115,"rgb(239,117,22)",545165,,,
Terre-Neuve et Labrador,2935.179768,"rgb(28,129,154)",15303,,,
Nouveau-Brunswick,4532.732986,"rgb(28,129,154)",35355,,,
Nouvelle-Écosse,5254.246478,"rgb(28,129,154)",51358,,,
Île-du-Prince-Édouard,5871.343846,"rgb(28,129,154)",9286,,,
Canada,6074.150176,"rgb(179,30,58)",2301787,,,
,,,,,,
,,,,,,
Graphique 11 - Cas confirmés par pays,,,,,,
Pays,Taux,Couleur,Nombre de cas,,,
Québec,638.8281257,"rgb(239,117,22)",54550,,,
Canada,264.9097044,"rgb(179,30,58)",100387,,,
États-Unis,684.6606797,"rgb(28,129,154)",2266245,,,
Italie,393.8997807,"rgb(28,129,154)",238159,,,
France,243.0403966,"rgb(28,129,154)",158641,,,
Espagne,625.2794099,"rgb(28,129,154)",292348,,,
Allemagne,227.1198937,"rgb(28,129,154)",190290,,,
Chine,5.789176931,"rgb(28,129,154)",83325,,,
Royaume-Uni,444.5908598,"rgb(28,129,154)",301815,,,
Suisse,360.69744,"rgb(28,129,154)",31217,,,
Portugal,377.2197481,"rgb(28,129,154)",38464,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,629.4594273,"rgb(239,117,22)",5375,,,
Canada,219.9510281,"rgb(179,30,58)",8335,,,
États-Unis,364.7644502,"rgb(28,129,154)",120738,,,
Italie,570.8395244,"rgb(28,129,154)",34514,,,
France,453.5224097,"rgb(28,129,154)",29603,,,
Espagne,580.3898802,"rgb(28,129,154)",27136,,,
Allemagne,106.8462498,"rgb(28,129,154)",8952,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,625.4749598,"rgb(28,129,154)",42461,,,
Suisse,226.0064044,"rgb(28,129,154)",1956,,,
Portugal,149.7542001,"rgb(28,129,154)",1527,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,0,0,,,,
10-19 ans,0,0,,,,
20-29 ans,4,1,,,,
30-39 ans,5,1, ,,,
40-49 ans,16,1,,,,
50-59 ans,50,12,,,,
60-69 ans,88,18,,,,
70-79 ans,154,21,,,,
80-89 ans,175,7,,,,
90 ans et plus,82,1,,,,
