Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
États-Unis,429.3168033,"rgb(28,129,154)",142105,,,
Italie,579.3407563,"rgb(28,129,154)",35028,,,
France,461.9331722,"rgb(28,129,154)",30152,,,
Espagne,607.852314,"rgb(28,129,154)",28420,,,
Allemagne,109.3526967,"rgb(28,129,154)",9162,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,666.3081146,"rgb(28,129,154)",45233,,,
Suisse,227.508492,"rgb(28,129,154)",1969,,,
Portugal,165.1513248,"rgb(28,129,154)",1684,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,1,0,,,,
10-19 ans,2,0,,,,
20-29 ans,9,1,,,,
30-39 ans,2,0, ,,,
40-49 ans,8,0,,,,
50-59 ans,21,4,,,,
60-69 ans,40,3,,,,
70-79 ans,73,5,,,,
80-89 ans,68,2,,,,
90 ans et plus,24,0,,,,
