Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
Groupe d'âge,Nombre,SI,,,,
0-9 ans,1,1,,,,
10-19 ans,2,0,,,,
20-29 ans,7,1,,,,
30-39 ans,2,0, ,,,
40-49 ans,6,1,,,,
50-59 ans,21,4,,,,
60-69 ans,35,1,,,,
70-79 ans,65,3,,,,
80-89 ans,59,1,,,,
90 ans et plus,22,0,,,,
