Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
Nouvelle-Écosse,109.3654248,"rgb(28,129,154)",1069,,,
Île-du-Prince-Édouard,22.76204808,"rgb(28,129,154)",36,,,
Canada,308.0633836,"rgb(179,30,58)",116740,,,
,,,,,,
,,,,,,
Graphique 10 - Tests réalisés selon la province,,,,,,
Province,Taux,Couleur,Nombre de tests,,,
Colombie-Britannique,4445.268824,"rgb(28,129,154)",227194,,,
Alberta,12957.62705,"rgb(28,129,154)",571839,,,
Saskatchewan,7346.746035,"rgb(28,129,154)",86814,,,
Manitoba,6284.858916,"rgb(28,129,154)",86575,,,
Ontario,14499.57235,"rgb(28,129,154)",2133152,,,
Québec,9858.037283,"rgb(239,117,22)",841785,,,
Terre-Neuve et Labrador,4805.846192,"rgb(28,129,154)",25056,,,
Nouveau-Brunswick,5948.514923,"rgb(28,129,154)",46398,,,
Nouvelle-Écosse,6654.20576,"rgb(28,129,154)",65042,,,
Île-du-Prince-Édouard,12419.85862,"rgb(28,129,154)",19643,,,
Canada,10844.41166,"rgb(179,30,58)",4109468,,,
,,,,,,
,,,,,,
Graphique 11 - Cas confirmés par pays,,,,,,
Pays,Taux,Couleur,Nombre de cas,,,
Québec,697.9563238,"rgb(239,117,22)",59599,,,
Canada,308.0633836,"rgb(179,30,58)",116740,,,
États-Unis,1440.304477,"rgb(28,129,154)",4767446,,,
Italie,409.8983051,"rgb(28,129,154)",247832,,,
France,287.8947327,"rgb(28,129,154)",187919,,,
Espagne,717.79188,"rgb(28,129,154)",335602,,,
Allemagne,252.0864917,"rgb(28,129,154)",211208,,,
Chine,5.862822626,"rgb(28,129,154)",84385,,,
Royaume-Uni,447.7387838,"rgb(28,129,154)",303952,,,
Suisse,410.7631737,"rgb(28,129,154)",35550,,,
Portugal,504.7020563,"rgb(28,129,154)",51463,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,665.2946989,"rgb(239,117,22)",5681,,,
Canada,236.0218351,"rgb(179,30,58)",8944,,,
États-Unis,477.1411937,"rgb(28,129,154)",157935,,,
Italie,581.2924009,"rgb(28,129,154)",35146,,,
France,463.6643492,"rgb(28,129,154)",30265,,,
Espagne,608.3870188,"rgb(28,129,154)",28445,,,
Allemagne,110.1165663,"rgb(28,129,154)",9226,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,680.449467,"rgb(28,129,154)",46193,,,
Suisse,228.8950344,"rgb(28,129,154)",1981,,,
Portugal,170.4471511,"rgb(28,129,154)",1738,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,1,0,,,,
10-19 ans,0,0,,,,
20-29 ans,5,1,,,,
30-39 ans,1,0, ,,,
40-49 ans,10,4,,,,
50-59 ans,17,4,,,,
60-69 ans,29,2,,,,
70-79 ans,51,6,,,,
80-89 ans,41,0,,,,
90 ans et plus,17,0,,,,
