Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
Québec,14770.78367,"rgb(239,117,22)",1261288,,,
Terre-Neuve et Labrador,6772.606523,"rgb(28,129,154)",35310,,,
Nouveau-Brunswick,7450.451478,"rgb(28,129,154)",58113,,,
Nouvelle-Écosse,8623.294938,"rgb(28,129,154)",84289,,,
Île-du-Prince-Édouard,19783.38118,"rgb(28,129,154)",31289,,,
Canada,16273.52345,"rgb(179,30,58)",6166819,,,
,,,,,,
,,,,,,
Graphique 11 - Cas confirmés par pays,,,,,,
Pays,Taux,Couleur,Nombre de cas,,,
Québec,764.274998,"rgb(239,117,22)",65262,,,
Canada,361.3556573,"rgb(179,30,58)",136935,,,
États-Unis,2028.166838,"rgb(28,129,154)",6713286,,,
Italie,475.9250903,"rgb(28,129,154)",287753,,,
France,583.8417364,"rgb(28,129,154)",381094,,,
Espagne,1233.450408,"rgb(28,129,154)",576697,,,
Allemagne,312.5837646,"rgb(28,129,154)",261895,,,
Chine,5.919029576,"rgb(28,129,154)",85194,,,
Royaume-Uni,542.8275937,"rgb(28,129,154)",368504,,,
Suisse,548.1001943,"rgb(28,129,154)",47436,,,
Portugal,633.4985141,"rgb(28,129,154)",64596,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,676.8884632,"rgb(239,117,22)",5780,,,
Canada,242.012103,"rgb(179,30,58)",9171,,,
États-Unis,599.9106031,"rgb(28,129,154)",198572,,,
Italie,588.9666647,"rgb(28,129,154)",35610,,,
France,473.6377671,"rgb(28,129,154)",30916,,,
Espagne,636.23444,"rgb(28,129,154)",29747,,,
Allemagne,112.5394649,"rgb(28,129,154)",9429,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,613.2043905,"rgb(28,129,154)",41628,,,
Suisse,233.979023,"rgb(28,129,154)",2025,,,
Portugal,183.4905752,"rgb(28,129,154)",1871,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,1,1,,,,
10-19 ans,0,0,,,,
20-29 ans,1,0,,,,
30-39 ans,3,0, ,,,
40-49 ans,6,2,,,,
50-59 ans,10,3,,,,
60-69 ans,17,3,,,,
70-79 ans,42,8,,,,
80-89 ans,29,2,,,,
90 ans et plus,15,0,,,,
