Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
Ontario,280.638156,"rgb(28,129,154)",41287,,,
Québec,722.2446746,"rgb(239,117,22)",61673,,,
Terre-Neuve et Labrador,51.40352728,"rgb(28,129,154)",268,,,
Nouveau-Brunswick,24.10278041,"rgb(28,129,154)",188,,,
Nouvelle-Écosse,110.2861814,"rgb(28,129,154)",1078,,,
Île-du-Prince-Édouard,27.82028098,"rgb(28,129,154)",44,,,
Canada,329.0768213,"rgb(179,30,58)",124703,,,
,,,,,,
,,,,,,
Graphique 10 - Tests réalisés selon la province,,,,,,
Province,Taux,Couleur,Nombre de tests,,,
Colombie-Britannique,5449.256953,"rgb(28,129,154)",278507,,,
Alberta,15806.09388,"rgb(28,129,154)",697546,,,
Saskatchewan,9358.228129,"rgb(28,129,154)",110583,,,
Manitoba,8679.384719,"rgb(28,129,154)",119560,,,
Ontario,18012.71861,"rgb(28,129,154)",2650000,,,
Québec,12240.62612,"rgb(239,117,22)",1045236,,,
Terre-Neuve et Labrador,5734.753963,"rgb(28,129,154)",29899,,,
Nouveau-Brunswick,6575.315419,"rgb(28,129,154)",51287,,,
Nouvelle-Écosse,7341.499421,"rgb(28,129,154)",71760,,,
Île-du-Prince-Édouard,16066.84455,"rgb(28,129,154)",25411,,,
Canada,13424.38312,"rgb(179,30,58)",5087143,,,
,,,,,,
,,,,,,
Graphique 11 - Cas confirmés par pays,,,,,,
Pays,Taux,Couleur,Nombre de cas,,,
Québec,722.2446746,"rgb(239,117,22)",61673,,,
Canada,329.0768213,"rgb(179,30,58)",124703,,,
États-Unis,1765.677399,"rgb(28,129,154)",5844439,,,
Italie,426.9404632,"rgb(28,129,154)",258136,,,
France,364.6226415,"rgb(28,129,154)",238002,,,
Espagne,872.3792892,"rgb(28,129,154)",407879,,,
Allemagne,279.4700206,"rgb(28,129,154)",234151,,,
Chine,5.902146648,"rgb(28,129,154)",84951,,,
Royaume-Uni,478.1559488,"rgb(28,129,154)",324601,,,
Suisse,461.0599978,"rgb(28,129,154)",39903,,,
Portugal,545.244549,"rgb(28,129,154)",55597,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,672.204114,"rgb(239,117,22)",5740,,,
Canada,239.3996073,"rgb(179,30,58)",9072,,,
États-Unis,544.4911074,"rgb(28,129,154)",180228,,,
Italie,585.9895796,"rgb(28,129,154)",35430,,,
France,467.4484264,"rgb(28,129,154)",30512,,,
Espagne,616.7925768,"rgb(28,129,154)",28838,,,
Allemagne,111.3817252,"rgb(28,129,154)",9332,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,610.1846226,"rgb(28,129,154)",41423,,,
Suisse,231.2059383,"rgb(28,129,154)",2001,,,
Portugal,176.1352609,"rgb(28,129,154)",1796,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,0,0,,,,
10-19 ans,0,0,,,,
20-29 ans,4,0,,,,
30-39 ans,4,0, ,,,
40-49 ans,5,1,,,,
50-59 ans,9,5,,,,
60-69 ans,14,2,,,,
70-79 ans,36,2,,,,
80-89 ans,34,3,,,,
90 ans et plus,11,1,,,,
