Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
Saskatchewan,9809.370837,"rgb(28,129,154)",115914,,,
Manitoba,9416.508108,"rgb(28,129,154)",129714,,,
Ontario,18963.4231,"rgb(28,129,154)",2789866,,,
Québec,12807.81883,"rgb(239,117,22)",1093669,,,
Terre-Neuve et Labrador,6017.473363,"rgb(28,129,154)",31373,,,
Nouveau-Brunswick,6796.214838,"rgb(28,129,154)",53010,,,
Nouvelle-Écosse,7671.539515,"rgb(28,129,154)",74986,,,
Île-du-Prince-Édouard,17108.84053,"rgb(28,129,154)",27059,,,
Canada,14156.73164,"rgb(179,30,58)",5364665,,,
,,,,,,
,,,,,,
Graphique 11 - Cas confirmés par pays,,,,,,
Pays,Taux,Couleur,Nombre de cas,,,
Québec,728.7910526,"rgb(239,117,22)",62232,,,
Canada,336.3680594,"rgb(179,30,58)",127466,,,
États-Unis,1842.946267,"rgb(28,129,154)",6100201,,,
Italie,438.9695409,"rgb(28,129,154)",265409,,,
France,409.1659785,"rgb(28,129,154)",267077,,,
Espagne,974.4907782,"rgb(28,129,154)",455621,,,
Allemagne,289.2296474,"rgb(28,129,154)",242328,,,
Chine,5.90707952,"rgb(28,129,154)",85022,,,
Royaume-Uni,488.530693,"rgb(28,129,154)",331644,,,
Suisse,482.077669,"rgb(28,129,154)",41722,,,
Portugal,563.3974648,"rgb(28,129,154)",57448,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,673.9607449,"rgb(239,117,22)",5755,,,
Canada,240.48155,"rgb(179,30,58)",9113,,,
États-Unis,562.0015412,"rgb(28,129,154)",186024,,,
Italie,586.6842328,"rgb(28,129,154)",35472,,,
France,468.735319,"rgb(28,129,154)",30596,,,
Espagne,620.4927334,"rgb(28,129,154)",29011,,,
Allemagne,111.7278535,"rgb(28,129,154)",9361,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,611.1126488,"rgb(28,129,154)",41486,,,
Suisse,231.6681191,"rgb(28,129,154)",2005,,,
Portugal,178.2928198,"rgb(28,129,154)",1818,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,0,0,,,,
10-19 ans,0,0,,,,
20-29 ans,3,0,,,,
30-39 ans,3,1, ,,,
40-49 ans,5,1,,,,
50-59 ans,8,5,,,,
60-69 ans,16,2,,,,
70-79 ans,37,4,,,,
80-89 ans,33,2,,,,
90 ans et plus,12,2,,,,
