Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
Chine,5.802169143,"rgb(28,129,154)",83512,,,
Royaume-Uni,459.5423938,"rgb(28,129,154)",311965,,,
Suisse,365.7236561,"rgb(28,129,154)",31652,,,
Portugal,411.0345799,"rgb(28,129,154)",41912,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,642.3413876,"rgb(239,117,22)",5485,,,
Canada,225.8621295,"rgb(179,30,58)",8559,,,
États-Unis,388.0965896,"rgb(28,129,154)",128461,,,
Italie,574.5443414,"rgb(28,129,154)",34738,,,
France,456.203436,"rgb(28,129,154)",29778,,,
Espagne,606.2054235,"rgb(28,129,154)",28343,,,
Allemagne,107.7652804,"rgb(28,129,154)",9029,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,641.8848207,"rgb(28,129,154)",43575,,,
Suisse,226.6996756,"rgb(28,129,154)",1962,,,
Portugal,153.7751053,"rgb(28,129,154)",1568,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,1,0,,,,
10-19 ans,1,0,,,,
20-29 ans,5,0,,,,
30-39 ans,5,2, ,,,
40-49 ans,14,1,,,,
50-59 ans,42,8,,,,
60-69 ans,63,7,,,,
70-79 ans,124,16,,,,
80-89 ans,146,11,,,,
90 ans et plus,54,0,,,,
