Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
Suisse,413.0278596,"rgb(28,129,154)",35746,,,
Portugal,508.4777844,"rgb(28,129,154)",51848,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,665.9973512,"rgb(239,117,22)",5687,,,
Canada,236.4440566,"rgb(179,30,58)",8960,,,
États-Unis,484.5006513,"rgb(28,129,154)",160371,,,
Italie,581.705885,"rgb(28,129,154)",35171,,,
France,464.1392739,"rgb(28,129,154)",30296,,,
Espagne,609.5205927,"rgb(28,129,154)",28498,,,
Allemagne,110.2836627,"rgb(28,129,154)",9240,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,682.010908,"rgb(28,129,154)",46299,,,
Suisse,228.8950344,"rgb(28,129,154)",1981,,,
Portugal,172.2124266,"rgb(28,129,154)",1756,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,1,0,,,,
10-19 ans,0,0,,,,
20-29 ans,7,2,,,,
30-39 ans,6,0, ,,,
40-49 ans,7,3,,,,
50-59 ans,19,4,,,,
60-69 ans,26,3,,,,
70-79 ans,48,6,,,,
80-89 ans,40,1,,,,
90 ans et plus,13,0,,,,
