Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
Nouveau-Brunswick,7298.527038,"rgb(28,129,154)",56928,,,
Nouvelle-Écosse,8465.947863,"rgb(28,129,154)",82751,,,
Île-du-Prince-Édouard,19290.83575,"rgb(28,129,154)",30510,,,
Canada,15828.9664,"rgb(179,30,58)",5998355,,,
,,,,,,
,,,,,,
Graphique 11 - Cas confirmés par pays,,,,,,
Pays,Taux,Couleur,Nombre de cas,,,
Québec,754.9180104,"rgb(239,117,22)",64463,,,
Canada,356.6267761,"rgb(179,30,58)",135143,,,
États-Unis,1990.62454,"rgb(28,129,154)",6589020,,,
Italie,468.3616403,"rgb(28,129,154)",283180,,,
France,542.2475283,"rgb(28,129,154)",353944,,,
Espagne,1185.211488,"rgb(28,129,154)",554143,,,
Allemagne,308.0840956,"rgb(28,129,154)",258125,,,
Chine,5.917223172,"rgb(28,129,154)",85168,,,
Royaume-Uni,527.5578793,"rgb(28,129,154)",358138,,,
Suisse,534.2694343,"rgb(28,129,154)",46239,,,
Portugal,616.0124801,"rgb(28,129,154)",62813,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,676.1858108,"rgb(239,117,22)",5774,,,
Canada,241.8273811,"rgb(179,30,58)",9164,,,
États-Unis,593.1825603,"rgb(28,129,154)",196345,,,
Italie,588.5862594,"rgb(28,129,154)",35587,,,
France,472.0597916,"rgb(28,129,154)",30813,,,
Espagne,635.207807,"rgb(28,129,154)",29699,,,
Allemagne,112.4201103,"rgb(28,129,154)",9419,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,612.909779,"rgb(28,129,154)",41608,,,
Suisse,233.401297,"rgb(28,129,154)",2020,,,
Portugal,181.9214415,"rgb(28,129,154)",1855,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,2,1,,,,
10-19 ans,0,0,,,,
20-29 ans,2,0,,,,
30-39 ans,3,0, ,,,
40-49 ans,8,1,,,,
50-59 ans,12,3,,,,
60-69 ans,18,2,,,,
70-79 ans,34,5,,,,
80-89 ans,26,0,,,,
90 ans et plus,18,0,,,,
