Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
Pays,Taux,Couleur,Nombre de cas,,,
Québec,723.7670881,"rgb(239,117,22)",61803,,,
Canada,331.7315392,"rgb(179,30,58)",125709,,,
États-Unis,1787.965438,"rgb(28,129,154)",5918213,,,
Italie,430.5162732,"rgb(28,129,154)",260298,,,
France,375.1200085,"rgb(28,129,154)",244854,,,
Espagne,900.0342168,"rgb(28,129,154)",420809,,,
Allemagne,282.1602736,"rgb(28,129,154)",236405,,,
Chine,5.90423096,"rgb(28,129,154)",84981,,,
Royaume-Uni,481.1212136,"rgb(28,129,154)",326614,,,
Suisse,465.2080703,"rgb(28,129,154)",40262,,,
Portugal,548.333781,"rgb(28,129,154)",55912,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,672.9067663,"rgb(239,117,22)",5746,,,
Canada,239.7426623,"rgb(179,30,58)",9085,,,
États-Unis,547.506189,"rgb(28,129,154)",181226,,,
Italie,586.1715126,"rgb(28,129,154)",35441,,,
France,467.6935488,"rgb(28,129,154)",30528,,,
Espagne,617.5197752,"rgb(28,129,154)",28872,,,
Allemagne,111.429467,"rgb(28,129,154)",9336,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,610.3319283,"rgb(28,129,154)",41433,,,
Suisse,231.3214835,"rgb(28,129,154)",2002,,,
Portugal,115.8216833,"rgb(28,129,154)",1181,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,0,0,,,,
10-19 ans,0,0,,,,
20-29 ans,6,0,,,,
30-39 ans,5,0, ,,,
40-49 ans,4,1,,,,
50-59 ans,8,4,,,,
60-69 ans,16,2,,,,
70-79 ans,37,1,,,,
80-89 ans,31,3,,,,
90 ans et plus,11,1,,,,
