Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
40-49 ans,20,,,,,
50-59 ans,109,,,,,
60-69 ans,350,,,,,
70-79 ans,1033,,,,,
80-89 ans,2307,,,,,
90 ans et plus,1935,,,,,
Graphique 8: Répartition des décès (Sexe),,,,,,
Sexe,Répartition de décès,Couleur,,,,
Hommes,45.0,"rgb(155,207, 229)",,,,
Femmes,55.0,"rgb(255,178,196)",,,,
,,,,,,
,,,,,,
Graphique 9: Cas confirmés selon la province,,,,,,
Province,Taux,Couleur,Nombre de cas,,,
Colombie-Britannique,114.4217368,"rgb(28,129,154)",5848,,,
Alberta,318.7295412,"rgb(28,129,154)",14066,,,
Saskatchewan,137.2638292,"rgb(28,129,154)",1622,,,
Manitoba,89.43628282,"rgb(28,129,154)",1232,,,
Ontario,288.3462401,"rgb(28,129,154)",42421,,,
Québec,734.8104414,"rgb(239,117,22)",62746,,,
Terre-Neuve et Labrador,51.59533149,"rgb(28,129,154)",269,,,
Nouveau-Brunswick,24.48739925,"rgb(28,129,154)",191,,,
Nouvelle-Écosse,111.0023254,"rgb(28,129,154)",1085,,,
Île-du-Prince-Édouard,27.82028098,"rgb(28,129,154)",44,,,
Canada,341.885967,"rgb(179,30,58)",129557,,,
,,,,,,
,,,,,,
Graphique 10 - Tests réalisés selon la province,,,,,,
Province,Taux,Couleur,Nombre de tests,,,
Colombie-Britannique,6088.770371,"rgb(28,129,154)",311192,,,
Alberta,17535.20051,"rgb(28,129,154)",773854,,,
Saskatchewan,10118.51065,"rgb(28,129,154)",119567,,,
Manitoba,9791.893675,"rgb(28,129,154)",134885,,,
Ontario,19658.52372,"rgb(28,129,154)",2892128,,,
Québec,13153.34814,"rgb(239,117,22)",1123174,,,
Terre-Neuve et Labrador,6176.095442,"rgb(28,129,154)",32200,,,
Nouveau-Brunswick,6930.318605,"rgb(28,129,154)",54056,,,
Nouvelle-Écosse,7914.926181,"rgb(28,129,154)",77365,,,
Île-du-Prince-Édouard,17691.80187,"rgb(28,129,154)",27981,,,
Canada,14657.3386,"rgb(179,30,58)",5554369,,,
,,,,,,
,,,,,,
Graphique 11 - Cas confirmés par pays,,,,,,
Pays,Taux,Couleur,Nombre de cas,,,
Québec,734.8104414,"rgb(239,117,22)",62746,,,
Canada,341.885967,"rgb(179,30,58)",129557,,,
États-Unis,1891.489081,"rgb(28,129,154)",6260879,,,
Italie,446.8753557,"rgb(28,129,154)",270189,,,
France,438.1670231,"rgb(28,129,154)",286007,,,
Espagne,1007.325925,"rgb(28,129,154)",470973,,,
Allemagne,294.2079283,"rgb(28,129,154)",246499,,,
Chine,5.910136511,"rgb(28,129,154)",85066,,,
Royaume-Uni,496.6678628,"rgb(28,129,154)",337168,,,
Suisse,494.105924,"rgb(28,129,154)",42763,,,
Portugal,575.0188615,"rgb(28,129,154)",58633,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,675.0147235,"rgb(239,117,22)",5764,,,
Canada,241.0357157,"rgb(179,30,58)",9134,,,
États-Unis,570.9168776,"rgb(28,129,154)",188975,,,
Italie,586.9984807,"rgb(28,129,154)",35491,,,
France,469.7311288,"rgb(28,129,154)",30661,,,
Espagne,623.5084679,"rgb(28,129,154)",29152,,,
Allemagne,112.0143046,"rgb(28,129,154)",9385,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,611.3777992,"rgb(28,129,154)",41504,,,
Suisse,232.3613902,"rgb(28,129,154)",2011,,,
Portugal,179.1754575,"rgb(28,129,154)",1827,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,0,0,,,,
10-19 ans,0,0,,,,
20-29 ans,2,0,,,,
30-39 ans,3,0, ,,,
40-49 ans,5,2,,,,
50-59 ans,10,5,,,,
60-69 ans,17,3,,,,
70-79 ans,36,8,,,,
80-89 ans,26,2,,,,
90 ans et plus,10,0,,,,
