Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
20-29 ans,3,,,,,
30-39 ans,6,,,,,
40-49 ans,20,,,,,
50-59 ans,104,,,,,
60-69 ans,341,,,,,
70-79 ans,1018,,,,,
80-89 ans,2271,,,,,
90 ans et plus,1904,,,,,
Graphique 8: Répartition des décès (Sexe),,,,,,
Sexe,Répartition de décès,Couleur,,,,
Hommes,45.0,"rgb(155,207, 229)",,,,
Femmes,55.0,"rgb(255,178,196)",,,,
,,,,,,
,,,,,,
Graphique 9: Cas confirmés selon la province,,,,,,
Province,Taux,Couleur,Nombre de cas,,,
Colombie-Britannique,75.01589245,"rgb(28,129,154)",3834,,,
Alberta,254.6935905,"rgb(28,129,154)",11240,,,
Saskatchewan,116.4457639,"rgb(28,129,154)",1376,,,
Manitoba,32.23190712,"rgb(28,129,154)",444,,,
Ontario,269.9460781,"rgb(28,129,154)",39714,,,
Québec,704.20993,"rgb(239,117,22)",60133,,,
Terre-Neuve et Labrador,51.01991887,"rgb(28,129,154)",266,,,
Nouveau-Brunswick,22.30789251,"rgb(28,129,154)",174,,,
Nouvelle-Écosse,109.5700374,"rgb(28,129,154)",1071,,,
Île-du-Prince-Édouard,22.76204808,"rgb(28,129,154)",36,,,
Canada,312.2328212,"rgb(179,30,58)",118320,,,
,,,,,,
,,,,,,
Graphique 10 - Tests réalisés selon la province,,,,,,
Province,Taux,Couleur,Nombre de tests,,,
Colombie-Britannique,4562.684152,"rgb(28,129,154)",233195,,,
Alberta,13635.3522,"rgb(28,129,154)",601748,,,
Saskatchewan,7685.335789,"rgb(28,129,154)",90815,,,
Manitoba,6731.024009,"rgb(28,129,154)",92721,,,
Ontario,15090.40991,"rgb(28,129,154)",2220075,,,
Québec,10297.95623,"rgb(239,117,22)",879350,,,
Terre-Neuve et Labrador,4976.74374,"rgb(28,129,154)",25947,,,
Nouveau-Brunswick,6049.926089,"rgb(28,129,154)",47189,,,
Nouvelle-Écosse,6742.905315,"rgb(28,129,154)",65909,,,
Île-du-Prince-Édouard,13059.09281,"rgb(28,129,154)",20654,,,
Canada,11304.57243,"rgb(179,30,58)",4283845,,,
,,,,,,
,,,,,,
Graphique 11 - Cas confirmés par pays,,,,,,
Pays,Taux,Couleur,Nombre de cas,,,
Québec,704.20993,"rgb(239,117,22)",60133,,,
Canada,312.2328212,"rgb(179,30,58)",118320,,,
États-Unis,1503.364697,"rgb(28,129,154)",4976177,,,
Italie,411.5042771,"rgb(28,129,154)",248803,,,
France,297.2553445,"rgb(28,129,154)",194029,,,
Espagne,754.6758109,"rgb(28,129,154)",352847,,,
Allemagne,256.0084843,"rgb(28,129,154)",214494,,,
Chine,5.872757847,"rgb(28,129,154)",84528,,,
Royaume-Uni,453.8991104,"rgb(28,129,154)",308134,,,
Suisse,417.2105957,"rgb(28,129,154)",36108,,,
Portugal,510.5666936,"rgb(28,129,154)",52061,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,665.9973512,"rgb(239,117,22)",5687,,,
Canada,236.4968343,"rgb(179,30,58)",8962,,,
États-Unis,488.4522813,"rgb(28,129,154)",161679,,,
Italie,581.8712786,"rgb(28,129,154)",35181,,,
France,464.2771552,"rgb(28,129,154)",30305,,,
Espagne,609.5419809,"rgb(28,129,154)",28499,,,
Allemagne,110.3791464,"rgb(28,129,154)",9248,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,682.9683954,"rgb(28,129,154)",46364,,,
Suisse,229.3572151,"rgb(28,129,154)",1985,,,
Portugal,170.9375054,"rgb(28,129,154)",1743,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,1,0,,,,
10-19 ans,0,0,,,,
20-29 ans,7,2,,,,
30-39 ans,4,0, ,,,
40-49 ans,7,3,,,,
50-59 ans,18,4,,,,
60-69 ans,26,3,,,,
70-79 ans,48,6,,,,
80-89 ans,40,1,,,,
90 ans et plus,14,0,,,,
