Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
Manitoba,6017.566389,"rgb(28,129,154)",82893,,,
Ontario,13607.78644,"rgb(28,129,154)",2001954,,,
Québec,9213.260034,"rgb(239,117,22)",786727,,,
Terre-Neuve et Labrador,4572.420473,"rgb(28,129,154)",23839,,,
Nouveau-Brunswick,5789.410931,"rgb(28,129,154)",45157,,,
Nouvelle-Écosse,6492.152596,"rgb(28,129,154)",63458,,,
Île-du-Prince-Édouard,11857.76249,"rgb(28,129,154)",18754,,,
Canada,10219.77713,"rgb(179,30,58)",3872764,,,
,,,,,,
,,,,,,
Graphique 11 - Cas confirmés par pays,,,,,,
Pays,Taux,Couleur,Nombre de cas,,,
Québec,689.7352909,"rgb(239,117,22)",58897,,,
Canada,302.8542255,"rgb(179,30,58)",114766,,,
États-Unis,1340.144252,"rgb(28,129,154)",4435913,,,
Italie,407.3413198,"rgb(28,129,154)",246286,,,
France,280.4797799,"rgb(28,129,154)",183079,,,
Espagne,696.9597845,"rgb(28,129,154)",325862,,,
Allemagne,247.5605648,"rgb(28,129,154)",207416,,,
Chine,5.833225394,"rgb(28,129,154)",83959,,,
Royaume-Uni,442.0807698,"rgb(28,129,154)",300111,,,
Suisse,399.8903707,"rgb(28,129,154)",34609,,,
Portugal,494.375195,"rgb(28,129,154)",50410,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,664.0065028,"rgb(239,117,22)",5670,,,
Canada,234.9662813,"rgb(179,30,58)",8904,,,
États-Unis,454.7667505,"rgb(28,129,154)",150529,,,
Italie,580.7300626,"rgb(28,129,154)",35112,,,
France,462.8064208,"rgb(28,129,154)",30209,,,
Espagne,608.1517487,"rgb(28,129,154)",28434,,,
Allemagne,109.877857,"rgb(28,129,154)",9206,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,674.0563973,"rgb(28,129,154)",45759,,,
Suisse,228.5483988,"rgb(28,129,154)",1978,,,
Portugal,168.8780174,"rgb(28,129,154)",1722,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,1,0,,,,
10-19 ans,0,0,,,,
20-29 ans,5,1,,,,
30-39 ans,2,0, ,,,
40-49 ans,4,0,,,,
50-59 ans,19,3,,,,
60-69 ans,38,1,,,,
70-79 ans,53,3,,,,
80-89 ans,53,0,,,,
90 ans et plus,18,0,,,,
