Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
Canada,358.5452452,"rgb(179,30,58)",135870,,,
États-Unis,2005.828044,"rgb(28,129,154)",6639344,,,
Italie,471.0344011,"rgb(28,129,154)",284796,,,
France,556.6576616,"rgb(28,129,154)",363350,,,
Espagne,1233.450408,"rgb(28,129,154)",576697,,,
Allemagne,310.1131241,"rgb(28,129,154)",259825,,,
Chine,5.917640035,"rgb(28,129,154)",85174,,,
Royaume-Uni,532.77103,"rgb(28,129,154)",361677,,,
Suisse,539.6422859,"rgb(28,129,154)",46704,,,
Portugal,616.0124801,"rgb(28,129,154)",62813,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,676.8884632,"rgb(239,117,22)",5780,,,
Canada,241.9593253,"rgb(179,30,58)",9169,,,
États-Unis,596.5873669,"rgb(28,129,154)",197472,,,
Italie,588.751653,"rgb(28,129,154)",35597,,,
France,473.2854036,"rgb(28,129,154)",30893,,,
Espagne,636.23444,"rgb(28,129,154)",29747,,,
Allemagne,112.4678521,"rgb(28,129,154)",9423,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,612.9981625,"rgb(28,129,154)",41614,,,
Suisse,233.401297,"rgb(28,129,154)",2020,,,
Portugal,181.9214415,"rgb(28,129,154)",1855,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,1,1,,,,
10-19 ans,0,0,,,,
20-29 ans,2,0,,,,
30-39 ans,2,0, ,,,
40-49 ans,9,2,,,,
50-59 ans,11,3,,,,
60-69 ans,19,3,,,,
70-79 ans,38,7,,,,
80-89 ans,27,0,,,,
90 ans et plus,16,0,,,,
