Tuiles de l'accueil,,,,,,
cas,deces,hospit,soins,gueris,analyses,date
France,259.6351834,"rgb(28,129,154)",169473,,,
Espagne,640.7751524,"rgb(28,129,154)",299593,,,
Allemagne,237.2912938,"rgb(28,129,154)",198812,,,
Chine,5.806963061,"rgb(28,129,154)",83581,,,
Royaume-Uni,423.6822812,"rgb(28,129,154)",287621,,,
Suisse,376.5155775,"rgb(28,129,154)",32586,,,
Portugal,444.0354236,"rgb(28,129,154)",45277,,,
,,,,,,
,,,,,,
Graphique 12 - Décès par pays,,,,,,
Pays,Taux,Couleur,Nombre de morts,,,
Québec,656.8628702,"rgb(239,117,22)",5609,,,
Canada,230.7176771,"rgb(179,30,58)",8743,,,
États-Unis,407.670451,"rgb(28,129,154)",134940,,,
Italie,577.455269,"rgb(28,129,154)",34914,,,
France,459.0683041,"rgb(28,129,154)",29965,,,
Espagne,607.3389975,"rgb(28,129,154)",28396,,,
Allemagne,108.79173,"rgb(28,129,154)",9115,,,
Chine,3.219567464,"rgb(28,129,154)",4634,,,
Royaume-Uni,657.0131216,"rgb(28,129,154)",44602,,,
Suisse,227.1618564,"rgb(28,129,154)",1966,,,
Portugal,161.2284905,"rgb(28,129,154)",1644,,,
,,,,,,
,,,,,,
Graphique 3 (Tarte) - Répartiton des hospitalisations (À venir),,,,,,
Groupe d'âge,Nombre,SI,,,,
0-9 ans,2,0,,,,
10-19 ans,1,0,,,,
20-29 ans,6,0,,,,
30-39 ans,3,0, ,,,
40-49 ans,12,1,,,,
50-59 ans,28,8,,,,
60-69 ans,43,6,,,,
70-79 ans,85,5,,,,
80-89 ans,94,6,,,,
90 ans et plus,34,1,,,,
