"","Region name","Region classification","Measures","Active case rate (per 100,000 population)","Active cases","Population"
"77","I.d. No. 13 (Elk Island)","Open","Help prevent the spread","0","0","0"
"78","I.d. No. 24 (Wood Buffalo)","Open","Help prevent the spread","0","0","565"
"79","I.d. No. 25 (Willmore Wilderness)","Open","Help prevent the spread","0","0","0"
"80","I.d. No. 349","Open","Help prevent the spread","0","0","0"
"81","I.d. No. 4 (Waterton)","Open","Help prevent the spread","0","0","166"
"82","I.d. No. 9 (Banff)","Enhanced","Enhanced measures in place","166.1","23","13849"
"83","Kananaskis Improvement District","Open","Help prevent the spread","0","0","1"
"84","Kneehill County","Enhanced","Enhanced measures in place","91.7","10","10909"
"85","Lac La Biche County","Enhanced","Enhanced measures in place","108.4","11","10150"
"86","Lac Ste. Anne County","Enhanced","Enhanced measures in place","151.2","25","16534"
"87","Lacombe County","Open","Help prevent the spread","32.1","7","21779"
"88","Lamont County","Open","Help prevent the spread","63.4","5","7881"
"89","Leduc County","Enhanced","Enhanced measures in place","141.9","34","23958"
"90","Lethbridge County","Enhanced","Enhanced measures in place","352.8","89","25228"
"91","Mackenzie County","Open","Help prevent the spread","20.7","5","24171"
"92","Mountain View County","Enhanced","Enhanced measures in place","69.9","16","22893"
"93","Municipal District Of Acadia No. 34","Open","Help prevent the spread","0","0","368"
"94","Municipal District Of Bighorn No. 8","Open","Help prevent the spread","119.9","6","5004"
"95","Municipal District Of Bonnyville No. 87","Enhanced","Enhanced measures in place","101","18","17826"
"96","Municipal District Of Fairview No. 136","Enhanced","Enhanced measures in place","355.7","18","5061"
"97","Municipal District Of Greenview No. 16","Enhanced","Enhanced measures in place","146.1","22","15058"
"98","Municipal District Of Lesser Slave River No. 124","Open","Help prevent the spread","55.6","6","10790"
"99","Municipal District Of Opportunity No. 17","Enhanced","Enhanced measures in place","165.5","11","6646"
"100","Municipal District Of Peace No. 135","Enhanced","Enhanced measures in place","251.2","40","15922"
"101","Municipal District Of Pincher Creek No. 9","Open","Help prevent the spread","48.2","4","8302"
"102","Municipal District Of Provost No. 52","Open","Help prevent the spread","20.7","1","4828"
"103","Municipal District Of Ranchland No. 66","Open","Help prevent the spread","0","0","0"
"104","Municipal District Of Smoky River No. 130","Open","Help prevent the spread","22.7","1","4410"
"105","Municipal District Of Spirit River No. 133","Open","Help prevent the spread","0","0","3092"
"106","Municipal District Of Taber","Enhanced","Enhanced measures in place","296.9","56","18863"
"107","Municipal District Of Wainwright No. 61","Open","Help prevent the spread","8.5","1","11810"
"108","Municipal District Of Willow Creek No. 26","Open","Help prevent the spread","48.7","8","16427"
"109","Municipality Of Crowsnest Pass","Open","Help prevent the spread","0","0","6321"
"110","Municipality Of Jasper","Open","Help prevent the spread","53.4","3","5616"
"111","Northern Sunrise County","Open","Help prevent the spread","156.8","5","3188"
"112","Parkland County","Enhanced","Enhanced measures in place","162.5","54","33223"
"113","Ponoka County","Enhanced","Enhanced measures in place","243.9","67","27468"
"114","Red Deer County","Open","Help prevent the spread","30.3","10","33017"
"115","Regional Municipality Of Wood Buffalo","Enhanced","Enhanced measures in place","148.2","123","82974"
"116","Rocky View County","Enhanced","Enhanced measures in place","161.4","70","43377"
"117","Saddle Hills County","Open","Help prevent the spread","262.6","4","1523"
"118","Smoky Lake County","Enhanced","Enhanced measures in place","748.1","63","8421"
"119","Special Areas No. 2","Open","Help prevent the spread","21.9","1","4556"
"120","Special Areas No. 3","Open","Help prevent the spread","0","0","2451"
"121","Special Areas No. 4","Open","Help prevent the spread","46.5","1","2149"
"122","Starland County","Open","Help prevent the spread","51.9","1","1928"
"123","Strathcona County","Enhanced","Enhanced measures in place","177.3","175","98714"
"124","Sturgeon County","Enhanced","Enhanced measures in place","150.2","42","27964"
"125","Thorhild County","Open","Help prevent the spread","36.7","1","2726"
"126","Town Of Canmore","Open","Help prevent the spread","43","7","16273"
"127","Town Of Cochrane","Open","Help prevent the spread","48","16","33328"
"128","Town Of Drumheller","Enhanced","Enhanced measures in place","166.6","15","9006"
"129","Town Of High River","Open","Help prevent the spread","24","4","16650"
"130","Town Of Hinton","Open","Help prevent the spread","34.1","4","11742"
"131","Town Of Morinville","Enhanced","Enhanced measures in place","238.3","27","11332"
"132","Town Of Okotoks","Enhanced","Enhanced measures in place","80","28","34999"
"133","Town Of Olds","Open","Help prevent the spread","8","1","12452"
"134","Town Of Stony Plain","Enhanced","Enhanced measures in place","153","31","20264"
"135","Town Of Strathmore","Enhanced","Enhanced measures in place","70.1","13","18550"
"136","Town Of Sylvan Lake","Open","Help prevent the spread","47.5","8","16829"
"137","Town Of Whitecourt","Enhanced","Enhanced measures in place","125.7","18","14322"
"138","Vulcan County","Enhanced","Enhanced measures in place","692.3","64","9245"
"139","Westlock County","Enhanced","Enhanced measures in place","168.2","23","13673"
"140","Wheatland County","Enhanced","Enhanced measures in place","460.2","31","6737"
"141","Woodlands County","Open","Help prevent the spread","73.7","1","1358"
"142","Yellowhead County","Enhanced","Enhanced measures in place","66.1","13","19658"
