"","Region name","Region classification","Measures","Active case rate (per 100,000 population)","Active cases","Population"
"72","Edmonton - Woodcroft East","Enhanced","Gathering Restrictions          Public Health Orders  Voluntary measures in place","198.7","120","60381"
"73","Edmonton - Woodcroft West","Enhanced","Gathering Restrictions          Public Health Orders  Voluntary measures in place","135.5","44","32479"
"74","Flagstaff County","Open","Gathering Restrictions          Public Health Orders","0","0","8560"
"75","Foothills County","Open","Gathering Restrictions          Public Health Orders","35.9","8","22291"
"76","I.d. No. 12 (Jasper National Park)","Open","Gathering Restrictions          Public Health Orders","0","0","0"
"77","I.d. No. 13 (Elk Island)","Open","Gathering Restrictions          Public Health Orders","0","0","0"
"78","I.d. No. 24 (Wood Buffalo)","Open","Gathering Restrictions          Public Health Orders","0","0","565"
"79","I.d. No. 25 (Willmore Wilderness)","Open","Gathering Restrictions          Public Health Orders","0","0","0"
"80","I.d. No. 349","Open","Gathering Restrictions          Public Health Orders","0","0","0"
"81","I.d. No. 4 (Waterton)","Open","Gathering Restrictions          Public Health Orders","0","0","166"
"82","I.d. No. 9 (Banff)","Open","Gathering Restrictions          Public Health Orders","0","0","13849"
"83","Kananaskis Improvement District","Open","Gathering Restrictions          Public Health Orders","0","0","1"
"84","Kneehill County","Open","Gathering Restrictions          Public Health Orders","0","0","10909"
"85","Lac La Biche County","Open","Gathering Restrictions          Public Health Orders","19.7","2","10150"
"86","Lac Ste. Anne County","Open","Gathering Restrictions          Public Health Orders","48.4","8","16534"
"87","Lacombe County","Open","Gathering Restrictions          Public Health Orders","41.3","9","21779"
"88","Lamont County","Open","Gathering Restrictions          Public Health Orders","38.1","3","7881"
"89","Leduc County","Enhanced","Gathering Restrictions          Public Health Orders  Voluntary measures in place","25","6","23958"
"90","Lethbridge County","Watch","Gathering Restrictions          Public Health Orders","75.3","19","25228"
"91","Mackenzie County","Open","Gathering Restrictions          Public Health Orders","24.8","6","24171"
"92","Mountain View County","Open","Gathering Restrictions          Public Health Orders","17.5","4","22893"
"93","Municipal District Of Acadia No. 34","Open","Gathering Restrictions          Public Health Orders","0","0","368"
"94","Municipal District Of Bighorn No. 8","Open","Gathering Restrictions          Public Health Orders","119.9","6","5004"
"95","Municipal District Of Bonnyville No. 87","Open","Gathering Restrictions          Public Health Orders","28","5","17826"
"96","Municipal District Of Fairview No. 136","Open","Gathering Restrictions          Public Health Orders","0","0","5061"
"97","Municipal District Of Greenview No. 16","Open","Gathering Restrictions          Public Health Orders","19.9","3","15058"
"98","Municipal District Of Lesser Slave River No. 124","Open","Gathering Restrictions          Public Health Orders","9.3","1","10790"
"99","Municipal District Of Opportunity No. 17","Open","Gathering Restrictions          Public Health Orders","135.4","9","6646"
"100","Municipal District Of Peace No. 135","Open","Gathering Restrictions          Public Health Orders","6.3","1","15922"
"101","Municipal District Of Pincher Creek No. 9","Open","Gathering Restrictions          Public Health Orders","0","0","8302"
"102","Municipal District Of Provost No. 52","Open","Gathering Restrictions          Public Health Orders","41.4","2","4828"
"103","Municipal District Of Ranchland No. 66","Open","Gathering Restrictions          Public Health Orders","0","0","0"
"104","Municipal District Of Smoky River No. 130","Open","Gathering Restrictions          Public Health Orders","0","0","4410"
"105","Municipal District Of Spirit River No. 133","Watch","Gathering Restrictions          Public Health Orders","420.5","13","3092"
"106","Municipal District Of Taber","Open","Gathering Restrictions          Public Health Orders","15.9","3","18863"
"107","Municipal District Of Wainwright No. 61","Open","Gathering Restrictions          Public Health Orders","0","0","11810"
"108","Municipal District Of Willow Creek No. 26","Open","Gathering Restrictions          Public Health Orders","0","0","16427"
"109","Municipality Of Crowsnest Pass","Open","Gathering Restrictions          Public Health Orders","0","0","6321"
"110","Municipality Of Jasper","Watch","Gathering Restrictions          Public Health Orders","178.1","10","5616"
"111","Northern Sunrise County","Open","Gathering Restrictions          Public Health Orders","0","0","3188"
"112","Parkland County","Enhanced","Gathering Restrictions          Public Health Orders  Voluntary measures in place","60.2","20","33223"
"113","Ponoka County","Watch","Gathering Restrictions          Public Health Orders","127.4","35","27468"
"114","Red Deer County","Open","Gathering Restrictions          Public Health Orders","27.3","9","33017"
"115","Regional Municipality Of Wood Buffalo","Open","Gathering Restrictions          Public Health Orders","42.2","35","82974"
"116","Rocky View County","Watch","Gathering Restrictions          Public Health Orders","89.9","39","43377"
"117","Saddle Hills County","Open","Gathering Restrictions          Public Health Orders","65.7","1","1523"
"118","Smoky Lake County","Open","Gathering Restrictions          Public Health Orders","83.1","7","8421"
"119","Special Areas No. 2","Open","Gathering Restrictions          Public Health Orders","21.9","1","4556"
"120","Special Areas No. 3","Open","Gathering Restrictions          Public Health Orders","0","0","2451"
"121","Special Areas No. 4","Open","Gathering Restrictions          Public Health Orders","0","0","2149"
"122","Starland County","Open","Gathering Restrictions          Public Health Orders","0","0","1928"
"123","Strathcona County","Enhanced","Gathering Restrictions          Public Health Orders  Voluntary measures in place","87.1","86","98714"
"124","Sturgeon County","Enhanced","Gathering Restrictions          Public Health Orders  Voluntary measures in place","50.1","14","27964"
"125","Thorhild County","Open","Gathering Restrictions          Public Health Orders","0","0","2726"
"126","Town Of Canmore","Open","Gathering Restrictions          Public Health Orders","6.1","1","16273"
"127","Town Of Cochrane","Open","Gathering Restrictions          Public Health Orders","12","4","33328"
"128","Town Of Drumheller","Open","Gathering Restrictions          Public Health Orders","11.1","1","9006"
"129","Town Of High River","Open","Gathering Restrictions          Public Health Orders","0","0","16650"
"130","Town Of Hinton","Open","Gathering Restrictions          Public Health Orders","8.5","1","11742"
"131","Town Of Morinville","Enhanced","Gathering Restrictions          Public Health Orders  Voluntary measures in place","70.6","8","11332"
"132","Town Of Okotoks","Open","Gathering Restrictions          Public Health Orders","34.3","12","34999"
"133","Town Of Olds","Open","Gathering Restrictions          Public Health Orders","24.1","3","12452"
"134","Town Of Stony Plain","Enhanced","Gathering Restrictions          Public Health Orders  Voluntary measures in place","19.7","4","20264"
"135","Town Of Strathmore","Open","Gathering Restrictions          Public Health Orders","37.7","7","18550"
"136","Town Of Sylvan Lake","Open","Gathering Restrictions          Public Health Orders","0","0","16829"
"137","Town Of Whitecourt","Open","Gathering Restrictions          Public Health Orders","0","0","14322"
"138","Vulcan County","Open","Gathering Restrictions          Public Health Orders","10.8","1","9245"
"139","Westlock County","Open","Gathering Restrictions          Public Health Orders","51.2","7","13673"
"140","Wheatland County","Open","Gathering Restrictions          Public Health Orders","89.1","6","6737"
"141","Woodlands County","Open","Gathering Restrictions          Public Health Orders","0","0","1358"
"142","Yellowhead County","Open","Gathering Restrictions          Public Health Orders","5.1","1","19658"
