"","Region name","Region classification","Measures","Active case rate (per 100,000 population)","Active cases","Population"
"67","Edmonton - Ne","Enhanced","Enhanced measures in place","506.2","450","88901"
"68","Edmonton - Northgate","Enhanced","Enhanced measures in place","529.1","436","82404"
"69","Edmonton - Rutherford","Enhanced","Enhanced measures in place","468.5","488","104153"
"70","Edmonton - Twin Brooks","Enhanced","Enhanced measures in place","240.5","182","75685"
"71","Edmonton - West Jasper Place","Enhanced","Enhanced measures in place","301.8","305","101046"
"72","Edmonton - Woodcroft East","Enhanced","Enhanced measures in place","414","250","60381"
"73","Edmonton - Woodcroft West","Enhanced","Enhanced measures in place","387.9","126","32479"
"74","Flagstaff County","Open","Help prevent the spread","58.4","5","8560"
"75","Foothills County","Enhanced","Enhanced measures in place","255.7","57","22291"
"76","I.d. No. 12 (Jasper National Park)","Open","Help prevent the spread","0","0","0"
"77","I.d. No. 13 (Elk Island)","Open","Help prevent the spread","0","0","0"
"78","I.d. No. 24 (Wood Buffalo)","Open","Help prevent the spread","0","0","565"
"79","I.d. No. 25 (Willmore Wilderness)","Open","Help prevent the spread","0","0","0"
"80","I.d. No. 349","Open","Help prevent the spread","0","0","0"
"81","I.d. No. 4 (Waterton)","Open","Help prevent the spread","0","0","166"
"82","I.d. No. 9 (Banff)","Enhanced","Enhanced measures in place","881","122","13849"
"83","Kananaskis Improvement District","Open","Help prevent the spread","0","0","1"
"84","Kneehill County","Enhanced","Enhanced measures in place","119.2","13","10909"
"85","Lac La Biche County","Enhanced","Enhanced measures in place","177.3","18","10150"
"86","Lac Ste. Anne County","Enhanced","Enhanced measures in place","127","21","16534"
"87","Lacombe County","Enhanced","Enhanced measures in place","119.4","26","21779"
"88","Lamont County","Open","Help prevent the spread","76.1","6","7881"
"89","Leduc County","Enhanced","Enhanced measures in place","288","69","23958"
"90","Lethbridge County","Enhanced","Enhanced measures in place","257.6","65","25228"
"91","Mackenzie County","Open","Help prevent the spread","37.2","9","24171"
"92","Mountain View County","Open","Help prevent the spread","48","11","22893"
"93","Municipal District Of Acadia No. 34","Open","Help prevent the spread","814.9","3","368"
"94","Municipal District Of Bighorn No. 8","Open","Help prevent the spread","99.9","5","5004"
"95","Municipal District Of Bonnyville No. 87","Enhanced","Enhanced measures in place","151.5","27","17826"
"96","Municipal District Of Fairview No. 136","Open","Help prevent the spread","177.8","9","5061"
"97","Municipal District Of Greenview No. 16","Enhanced","Enhanced measures in place","219.2","33","15058"
"98","Municipal District Of Lesser Slave River No. 124","Open","Help prevent the spread","46.3","5","10790"
"99","Municipal District Of Opportunity No. 17","Enhanced","Enhanced measures in place","195.6","13","6646"
"100","Municipal District Of Peace No. 135","Enhanced","Enhanced measures in place","169.6","27","15922"
"101","Municipal District Of Pincher Creek No. 9","Open","Help prevent the spread","36.1","3","8302"
"102","Municipal District Of Provost No. 52","Open","Help prevent the spread","20.7","1","4828"
"103","Municipal District Of Ranchland No. 66","Open","Help prevent the spread","0","0","0"
"104","Municipal District Of Smoky River No. 130","Open","Help prevent the spread","22.7","1","4410"
"105","Municipal District Of Spirit River No. 133","Open","Help prevent the spread","32.3","1","3092"
"106","Municipal District Of Taber","Enhanced","Enhanced measures in place","503.6","95","18863"
"107","Municipal District Of Wainwright No. 61","Open","Help prevent the spread","50.8","6","11810"
"108","Municipal District Of Willow Creek No. 26","Enhanced","Enhanced measures in place","97.4","16","16427"
"109","Municipality Of Crowsnest Pass","Open","Help prevent the spread","31.6","2","6321"
"110","Municipality Of Jasper","Enhanced","Enhanced measures in place","320.5","18","5616"
"111","Northern Sunrise County","Open","Help prevent the spread","62.7","2","3188"
"112","Parkland County","Enhanced","Enhanced measures in place","282.9","94","33223"
"113","Ponoka County","Enhanced","Enhanced measures in place","709.9","195","27468"
"114","Red Deer County","Enhanced","Enhanced measures in place","112.1","37","33017"
"115","Regional Municipality Of Wood Buffalo","Enhanced","Enhanced measures in place","200.1","166","82974"
"116","Rocky View County","Enhanced","Enhanced measures in place","288.2","125","43377"
"117","Saddle Hills County","Open","Help prevent the spread","262.6","4","1523"
"118","Smoky Lake County","Enhanced","Enhanced measures in place","748.1","63","8421"
"119","Special Areas No. 2","Open","Help prevent the spread","21.9","1","4556"
"120","Special Areas No. 3","Open","Help prevent the spread","81.6","2","2451"
"121","Special Areas No. 4","Open","Help prevent the spread","93.1","2","2149"
"122","Starland County","Open","Help prevent the spread","155.6","3","1928"
"123","Strathcona County","Enhanced","Enhanced measures in place","316.1","312","98714"
"124","Sturgeon County","Enhanced","Enhanced measures in place","264.6","74","27964"
"125","Thorhild County","Open","Help prevent the spread","36.7","1","2726"
"126","Town Of Canmore","Enhanced","Enhanced measures in place","264.2","43","16273"
"127","Town Of Cochrane","Enhanced","Enhanced measures in place","90","30","33328"
"128","Town Of Drumheller","Enhanced","Enhanced measures in place","577.4","52","9006"
"129","Town Of High River","Enhanced","Enhanced measures in place","90.1","15","16650"
"130","Town Of Hinton","Open","Help prevent the spread","76.6","9","11742"
"131","Town Of Morinville","Enhanced","Enhanced measures in place","211.8","24","11332"
"132","Town Of Okotoks","Enhanced","Enhanced measures in place","165.7","58","34999"
"133","Town Of Olds","Enhanced","Enhanced measures in place","80.3","10","12452"
"134","Town Of Stony Plain","Enhanced","Enhanced measures in place","261.6","53","20264"
"135","Town Of Strathmore","Enhanced","Enhanced measures in place","107.8","20","18550"
"136","Town Of Sylvan Lake","Enhanced","Enhanced measures in place","107","18","16829"
"137","Town Of Whitecourt","Open","Help prevent the spread","48.9","7","14322"
"138","Vulcan County","Enhanced","Enhanced measures in place","1103.3","102","9245"
"139","Westlock County","Enhanced","Enhanced measures in place","131.6","18","13673"
"140","Wheatland County","Enhanced","Enhanced measures in place","326.6","22","6737"
"141","Woodlands County","Open","Help prevent the spread","0","0","1358"
"142","Yellowhead County","Enhanced","Enhanced measures in place","71.2","14","19658"
