"","Region name","Region classification","Measures","Active case rate (per 100,000 population)","Active cases","Population"
"44","Clearwater County","Enhanced","Enhanced measures in place","69","14","20304"
"45","County Of Barrhead No. 11","Open","Help prevent the spread","49.4","5","10116"
"46","County Of Forty Mile No. 8","Enhanced","Enhanced measures in place","325.9","21","6443"
"47","County Of Grande Prairie No. 1","Enhanced","Enhanced measures in place","118.1","37","31319"
"48","County Of Minburn No. 27","Open","Help prevent the spread","67.4","7","10380"
"49","County Of Newell","Enhanced","Enhanced measures in place","197.7","16","8093"
"50","County Of Northern Lights","Open","Help prevent the spread","81","3","3702"
"51","County Of Paintearth No. 18","Open","Help prevent the spread","25.3","1","3947"
"52","County Of St. Paul No. 19","Enhanced","Enhanced measures in place","291","48","16493"
"53","County Of Stettler No. 6","Open","Help prevent the spread","16.1","2","12449"
"54","County Of Two Hills No. 21","Open","Help prevent the spread","107.2","6","5596"
"55","County Of Vermilion River","Open","Help prevent the spread","31","4","12907"
"56","County Of Warner No. 5","Enhanced","Enhanced measures in place","191","21","10994"
"57","County Of Wetaskiwin No. 10","Enhanced","Enhanced measures in place","176.8","18","10181"
"58","Cypress County","Enhanced","Enhanced measures in place","249.6","28","11218"
"59","Edmonton - Abbottsfield","Enhanced","Enhanced measures in place","515.8","75","14540"
"60","Edmonton - Bonnie Doon","Enhanced","Enhanced measures in place","328.2","317","96574"
"61","Edmonton - Castle Downs","Enhanced","Enhanced measures in place","693.4","489","70526"
"62","Edmonton - Duggan","Enhanced","Enhanced measures in place","291.9","118","40428"
"63","Edmonton - Eastwood","Enhanced","Enhanced measures in place","535.8","389","72600"
"64","Edmonton - Jasper Place","Enhanced","Enhanced measures in place","456.8","215","47069"
"65","Edmonton - Mill Woods South & East","Enhanced","Enhanced measures in place","666.4","553","82983"
"66","Edmonton - Mill Woods West","Enhanced","Enhanced measures in place","516.4","264","51122"
"67","Edmonton - Ne","Enhanced","Enhanced measures in place","560.2","498","88901"
"68","Edmonton - Northgate","Enhanced","Enhanced measures in place","657.7","542","82404"
"69","Edmonton - Rutherford","Enhanced","Enhanced measures in place","540.5","563","104153"
"70","Edmonton - Twin Brooks","Enhanced","Enhanced measures in place","342.2","259","75685"
"71","Edmonton - West Jasper Place","Enhanced","Enhanced measures in place","352.3","356","101046"
"72","Edmonton - Woodcroft East","Enhanced","Enhanced measures in place","483.6","292","60381"
"73","Edmonton - Woodcroft West","Enhanced","Enhanced measures in place","424.9","138","32479"
"74","Flagstaff County","Enhanced","Enhanced measures in place","303.7","26","8560"
"75","Foothills County","Enhanced","Enhanced measures in place","242.3","54","22291"
"76","I.d. No. 12 (Jasper National Park)","Open","Help prevent the spread","0","0","0"
"77","I.d. No. 13 (Elk Island)","Open","Help prevent the spread","0","0","0"
"78","I.d. No. 24 (Wood Buffalo)","Open","Help prevent the spread","0","0","565"
"79","I.d. No. 25 (Willmore Wilderness)","Open","Help prevent the spread","0","0","0"
"80","I.d. No. 349","Open","Help prevent the spread","0","0","0"
"81","I.d. No. 4 (Waterton)","Open","Help prevent the spread","0","0","166"
"82","I.d. No. 9 (Banff)","Enhanced","Enhanced measures in place","1227.6","170","13849"
"83","Kananaskis Improvement District","Open","Help prevent the spread","0","0","1"
"84","Kneehill County","Enhanced","Enhanced measures in place","128.3","14","10909"
"85","Lac La Biche County","Enhanced","Enhanced measures in place","275.9","28","10150"
"86","Lac Ste. Anne County","Enhanced","Enhanced measures in place","175.4","29","16534"
"87","Lacombe County","Enhanced","Enhanced measures in place","142.3","31","21779"
"88","Lamont County","Open","Help prevent the spread","88.8","7","7881"
"89","Leduc County","Enhanced","Enhanced measures in place","296.4","71","23958"
"90","Lethbridge County","Enhanced","Enhanced measures in place","269.5","68","25228"
"91","Mackenzie County","Open","Help prevent the spread","29","7","24171"
"92","Mountain View County","Open","Help prevent the spread","48","11","22893"
"93","Municipal District Of Acadia No. 34","Open","Help prevent the spread","1358.1","5","368"
"94","Municipal District Of Bighorn No. 8","Open","Help prevent the spread","119.9","6","5004"
"95","Municipal District Of Bonnyville No. 87","Enhanced","Enhanced measures in place","162.7","29","17826"
"96","Municipal District Of Fairview No. 136","Open","Help prevent the spread","98.8","5","5061"
"97","Municipal District Of Greenview No. 16","Enhanced","Enhanced measures in place","259","39","15058"
"98","Municipal District Of Lesser Slave River No. 124","Enhanced","Enhanced measures in place","120.5","13","10790"
"99","Municipal District Of Opportunity No. 17","Enhanced","Enhanced measures in place","195.6","13","6646"
"100","Municipal District Of Peace No. 135","Enhanced","Enhanced measures in place","157","25","15922"
"101","Municipal District Of Pincher Creek No. 9","Open","Help prevent the spread","60.2","5","8302"
"102","Municipal District Of Provost No. 52","Open","Help prevent the spread","41.4","2","4828"
"103","Municipal District Of Ranchland No. 66","Open","Help prevent the spread","0","0","0"
"104","Municipal District Of Smoky River No. 130","Open","Help prevent the spread","45.4","2","4410"
"105","Municipal District Of Spirit River No. 133","Open","Help prevent the spread","32.3","1","3092"
"106","Municipal District Of Taber","Enhanced","Enhanced measures in place","572.5","108","18863"
"107","Municipal District Of Wainwright No. 61","Open","Help prevent the spread","50.8","6","11810"
"108","Municipal District Of Willow Creek No. 26","Enhanced","Enhanced measures in place","91.3","15","16427"
"109","Municipality Of Crowsnest Pass","Open","Help prevent the spread","31.6","2","6321"
"110","Municipality Of Jasper","Enhanced","Enhanced measures in place","427.4","24","5616"
"111","Northern Sunrise County","Open","Help prevent the spread","31.4","1","3188"
"112","Parkland County","Enhanced","Enhanced measures in place","349.2","116","33223"
"113","Ponoka County","Enhanced","Enhanced measures in place","811.9","223","27468"
"114","Red Deer County","Enhanced","Enhanced measures in place","160.5","53","33017"
"115","Regional Municipality Of Wood Buffalo","Enhanced","Enhanced measures in place","249.5","207","82974"
"116","Rocky View County","Enhanced","Enhanced measures in place","279","121","43377"
"117","Saddle Hills County","Open","Help prevent the spread","0","0","1523"
"118","Smoky Lake County","Enhanced","Enhanced measures in place","676.9","57","8421"
"119","Special Areas No. 2","Open","Help prevent the spread","21.9","1","4556"
"120","Special Areas No. 3","Open","Help prevent the spread","81.6","2","2451"
"121","Special Areas No. 4","Open","Help prevent the spread","279.2","6","2149"
"122","Starland County","Open","Help prevent the spread","207.5","4","1928"
"123","Strathcona County","Enhanced","Enhanced measures in place","376.8","372","98714"
"124","Sturgeon County","Enhanced","Enhanced measures in place","332.6","93","27964"
"125","Thorhild County","Open","Help prevent the spread","36.7","1","2726"
"126","Town Of Canmore","Enhanced","Enhanced measures in place","430.2","70","16273"
"127","Town Of Cochrane","Enhanced","Enhanced measures in place","99","33","33328"
"128","Town Of Drumheller","Enhanced","Enhanced measures in place","610.7","55","9006"
"129","Town Of High River","Enhanced","Enhanced measures in place","126.1","21","16650"
"130","Town Of Hinton","Enhanced","Enhanced measures in place","102.2","12","11742"
"131","Town Of Morinville","Enhanced","Enhanced measures in place","291.2","33","11332"
"132","Town Of Okotoks","Enhanced","Enhanced measures in place","174.3","61","34999"
"133","Town Of Olds","Enhanced","Enhanced measures in place","136.5","17","12452"
"134","Town Of Stony Plain","Enhanced","Enhanced measures in place","276.4","56","20264"
"135","Town Of Strathmore","Enhanced","Enhanced measures in place","124","23","18550"
"136","Town Of Sylvan Lake","Enhanced","Enhanced measures in place","243.6","41","16829"
"137","Town Of Whitecourt","Open","Help prevent the spread","62.8","9","14322"
"138","Vulcan County","Enhanced","Enhanced measures in place","1005.9","93","9245"
"139","Westlock County","Enhanced","Enhanced measures in place","73.1","10","13673"
"140","Wheatland County","Enhanced","Enhanced measures in place","296.9","20","6737"
"141","Woodlands County","Open","Help prevent the spread","0","0","1358"
"142","Yellowhead County","Enhanced","Enhanced measures in place","76.3","15","19658"
