"","Region name","Region classification","Measures","Active case rate (per 100,000 population)","Active cases","Population"
"32","City Of Fort Saskatchewan","Open","Gathering Restrictions          Public Health Orders","3.7","1","26738"
"33","City Of Grande Prairie","Open","Gathering Restrictions          Public Health Orders","9.5","7","73697"
"34","City Of Lacombe","Open","Gathering Restrictions          Public Health Orders","10.7","2","18640"
"35","City Of Leduc","Open","Gathering Restrictions          Public Health Orders","12.1","4","33017"
"36","City Of Lethbridge","Open","Gathering Restrictions          Public Health Orders","5.1","5","98987"
"37","City Of Lloydminster","Open","Gathering Restrictions          Public Health Orders","0","0","22277"
"38","City Of Medicine Hat","Open","Gathering Restrictions          Public Health Orders","1.5","1","68057"
"39","City Of Red Deer","Open","Gathering Restrictions          Public Health Orders","4.7","5","105939"
"40","City Of Spruce Grove","Open","Gathering Restrictions          Public Health Orders","0","0","37076"
"41","City Of St. Albert","Open","Gathering Restrictions          Public Health Orders","16","11","68923"
"42","City Of Wetaskiwin","Open","Gathering Restrictions          Public Health Orders","0","0","16799"
"43","Clear Hills County","Open","Gathering Restrictions          Public Health Orders","66.7","2","2998"
"44","Clearwater County","Open","Gathering Restrictions          Public Health Orders","0","0","20304"
"45","County Of Barrhead No. 11","Open","Gathering Restrictions          Public Health Orders","0","0","10116"
"46","County Of Forty Mile No. 8","Open","Gathering Restrictions          Public Health Orders","139.7","9","6443"
"47","County Of Grande Prairie No. 1","Open","Gathering Restrictions          Public Health Orders","19.2","6","31319"
"48","County Of Minburn No. 27","Open","Gathering Restrictions          Public Health Orders","0","0","10380"
"49","County Of Newell","Open","Gathering Restrictions          Public Health Orders","0","0","8093"
"50","County Of Northern Lights","Open","Gathering Restrictions          Public Health Orders","27","1","3702"
"51","County Of Paintearth No. 18","Open","Gathering Restrictions          Public Health Orders","25.3","1","3947"
"52","County Of St. Paul No. 19","Open","Gathering Restrictions          Public Health Orders","0","0","16493"
"53","County Of Stettler No. 6","Open","Gathering Restrictions          Public Health Orders","0","0","12449"
"54","County Of Two Hills No. 21","Open","Gathering Restrictions          Public Health Orders","0","0","5596"
"55","County Of Vermilion River","Open","Gathering Restrictions          Public Health Orders","0","0","12907"
"56","County Of Warner No. 5","Open","Gathering Restrictions          Public Health Orders","9.1","1","10994"
"57","County Of Wetaskiwin No. 10","Open","Gathering Restrictions          Public Health Orders","9.8","1","10181"
"58","Cypress County","Open","Gathering Restrictions          Public Health Orders","17.8","2","11218"
"59","Edmonton - Abbottsfield","Watch","Gathering Restrictions          Public Health Orders","89.4","13","14540"
"60","Edmonton - Bonnie Doon","Open","Gathering Restrictions          Public Health Orders","40.4","39","96574"
"61","Edmonton - Castle Downs","Watch","Gathering Restrictions          Public Health Orders","85.1","60","70526"
"62","Edmonton - Duggan","Open","Gathering Restrictions          Public Health Orders","34.6","14","40428"
"63","Edmonton - Eastwood","Watch","Gathering Restrictions          Public Health Orders","89.5","65","72600"
"64","Edmonton - Jasper Place","Watch","Gathering Restrictions          Public Health Orders","85","40","47069"
"65","Edmonton - Mill Woods South & East","Watch","Gathering Restrictions          Public Health Orders","77.1","64","82983"
"66","Edmonton - Mill Woods West","Watch","Gathering Restrictions          Public Health Orders","86.1","44","51122"
"67","Edmonton - Ne","Watch","Gathering Restrictions          Public Health Orders","103.5","92","88901"
"68","Edmonton - Northgate","Watch","Gathering Restrictions          Public Health Orders","140.8","116","82404"
"69","Edmonton - Rutherford","Watch","Gathering Restrictions          Public Health Orders","60.5","63","104153"
"70","Edmonton - Twin Brooks","Open","Gathering Restrictions          Public Health Orders","47.6","36","75685"
"71","Edmonton - West Jasper Place","Watch","Gathering Restrictions          Public Health Orders","68.3","69","101046"
"72","Edmonton - Woodcroft East","Watch","Gathering Restrictions          Public Health Orders","77.8","47","60381"
"73","Edmonton - Woodcroft West","Open","Gathering Restrictions          Public Health Orders","18.5","6","32479"
"74","Flagstaff County","Open","Gathering Restrictions          Public Health Orders","0","0","8560"
"75","Foothills County","Open","Gathering Restrictions          Public Health Orders","17.9","4","22291"
"76","I.d. No. 12 (Jasper National Park)","Open","Gathering Restrictions          Public Health Orders","0","0","0"
"77","I.d. No. 13 (Elk Island)","Open","Gathering Restrictions          Public Health Orders","0","0","0"
"78","I.d. No. 24 (Wood Buffalo)","Open","Gathering Restrictions          Public Health Orders","0","0","565"
"79","I.d. No. 25 (Willmore Wilderness)","Open","Gathering Restrictions          Public Health Orders","0","0","0"
"80","I.d. No. 349","Open","Gathering Restrictions          Public Health Orders","0","0","0"
"81","I.d. No. 4 (Waterton)","Open","Gathering Restrictions          Public Health Orders","0","0","166"
"82","I.d. No. 9 (Banff)","Open","Gathering Restrictions          Public Health Orders","0","0","13849"
"83","Kananaskis Improvement District","Open","Gathering Restrictions          Public Health Orders","0","0","1"
"84","Kneehill County","Open","Gathering Restrictions          Public Health Orders","0","0","10909"
"85","Lac La Biche County","Open","Gathering Restrictions          Public Health Orders","0","0","10150"
"86","Lac Ste. Anne County","Open","Gathering Restrictions          Public Health Orders","18.1","3","16534"
"87","Lacombe County","Open","Gathering Restrictions          Public Health Orders","4.6","1","21779"
"88","Lamont County","Open","Gathering Restrictions          Public Health Orders","12.7","1","7881"
"89","Leduc County","Open","Gathering Restrictions          Public Health Orders","12.5","3","23958"
"90","Lethbridge County","Open","Gathering Restrictions          Public Health Orders","7.9","2","25228"
"91","Mackenzie County","Open","Gathering Restrictions          Public Health Orders","45.5","11","24171"
"92","Mountain View County","Open","Gathering Restrictions          Public Health Orders","17.5","4","22893"
"93","Municipal District Of Acadia No. 34","Open","Gathering Restrictions          Public Health Orders","0","0","368"
"94","Municipal District Of Bighorn No. 8","Open","Gathering Restrictions          Public Health Orders","20","1","5004"
"95","Municipal District Of Bonnyville No. 87","Open","Gathering Restrictions          Public Health Orders","5.6","1","17826"
"96","Municipal District Of Fairview No. 136","Open","Gathering Restrictions          Public Health Orders","0","0","5061"
"97","Municipal District Of Greenview No. 16","Open","Gathering Restrictions          Public Health Orders","6.6","1","15058"
"98","Municipal District Of Lesser Slave River No. 124","Open","Gathering Restrictions          Public Health Orders","18.5","2","10790"
"99","Municipal District Of Opportunity No. 17","Open","Gathering Restrictions          Public Health Orders","120.4","8","6646"
"100","Municipal District Of Peace No. 135","Open","Gathering Restrictions          Public Health Orders","12.6","2","15922"
"101","Municipal District Of Pincher Creek No. 9","Open","Gathering Restrictions          Public Health Orders","12","1","8302"
"102","Municipal District Of Provost No. 52","Open","Gathering Restrictions          Public Health Orders","0","0","4828"
"103","Municipal District Of Ranchland No. 66","Open","Gathering Restrictions          Public Health Orders","0","0","0"
"104","Municipal District Of Smoky River No. 130","Open","Gathering Restrictions          Public Health Orders","0","0","4410"
"105","Municipal District Of Spirit River No. 133","Open","Gathering Restrictions          Public Health Orders","0","0","3092"
"106","Municipal District Of Taber","Open","Gathering Restrictions          Public Health Orders","21.2","4","18863"
"107","Municipal District Of Wainwright No. 61","Open","Gathering Restrictions          Public Health Orders","0","0","11810"
"108","Municipal District Of Willow Creek No. 26","Open","Gathering Restrictions          Public Health Orders","0","0","16427"
"109","Municipality Of Crowsnest Pass","Open","Gathering Restrictions          Public Health Orders","0","0","6321"
"110","Municipality Of Jasper","Open","Gathering Restrictions          Public Health Orders","0","0","5616"
"111","Northern Sunrise County","Open","Gathering Restrictions          Public Health Orders","62.7","2","3188"
"112","Parkland County","Open","Gathering Restrictions          Public Health Orders","15","5","33223"
"113","Ponoka County","Open","Gathering Restrictions          Public Health Orders","14.6","4","27468"
"114","Red Deer County","Open","Gathering Restrictions          Public Health Orders","9.1","3","33017"
"115","Regional Municipality Of Wood Buffalo","Watch","Gathering Restrictions          Public Health Orders","62.7","52","82974"
"116","Rocky View County","Open","Gathering Restrictions          Public Health Orders","30","13","43377"
"117","Saddle Hills County","Open","Gathering Restrictions          Public Health Orders","0","0","1523"
"118","Smoky Lake County","Open","Gathering Restrictions          Public Health Orders","59.4","5","8421"
"119","Special Areas No. 2","Open","Gathering Restrictions          Public Health Orders","0","0","4556"
"120","Special Areas No. 3","Open","Gathering Restrictions          Public Health Orders","0","0","2451"
"121","Special Areas No. 4","Open","Gathering Restrictions          Public Health Orders","0","0","2149"
"122","Starland County","Open","Gathering Restrictions          Public Health Orders","0","0","1928"
"123","Strathcona County","Open","Gathering Restrictions          Public Health Orders","24.3","24","98714"
"124","Sturgeon County","Open","Gathering Restrictions          Public Health Orders","3.6","1","27964"
"125","Thorhild County","Open","Gathering Restrictions          Public Health Orders","0","0","2726"
"126","Town Of Canmore","Open","Gathering Restrictions          Public Health Orders","0","0","16273"
"127","Town Of Cochrane","Open","Gathering Restrictions          Public Health Orders","12","4","33328"
"128","Town Of Drumheller","Open","Gathering Restrictions          Public Health Orders","11.1","1","9006"
"129","Town Of High River","Open","Gathering Restrictions          Public Health Orders","12","2","16650"
"130","Town Of Hinton","Open","Gathering Restrictions          Public Health Orders","0","0","11742"
"131","Town Of Morinville","Open","Gathering Restrictions          Public Health Orders","17.6","2","11332"
"132","Town Of Okotoks","Open","Gathering Restrictions          Public Health Orders","22.9","8","34999"
"133","Town Of Olds","Open","Gathering Restrictions          Public Health Orders","8","1","12452"
"134","Town Of Stony Plain","Open","Gathering Restrictions          Public Health Orders","4.9","1","20264"
"135","Town Of Strathmore","Open","Gathering Restrictions          Public Health Orders","16.2","3","18550"
"136","Town Of Sylvan Lake","Open","Gathering Restrictions          Public Health Orders","0","0","16829"
"137","Town Of Whitecourt","Open","Gathering Restrictions          Public Health Orders","0","0","14322"
"138","Vulcan County","Open","Gathering Restrictions          Public Health Orders","10.8","1","9245"
"139","Westlock County","Open","Gathering Restrictions          Public Health Orders","0","0","13673"
"140","Wheatland County","Open","Gathering Restrictions          Public Health Orders","14.8","1","6737"
"141","Woodlands County","Open","Gathering Restrictions          Public Health Orders","0","0","1358"
"142","Yellowhead County","Open","Gathering Restrictions          Public Health Orders","0","0","19658"
