"","Region name","Region classification","Measures","Active case rate (per 100,000 population)","Active cases","Population"
"101","Municipal District Of Pincher Creek No. 9","Open","Gathering Restrictions          Public Health Orders","0","0","8302"
"102","Municipal District Of Provost No. 52","Open","Gathering Restrictions          Public Health Orders","41.4","2","4828"
"103","Municipal District Of Ranchland No. 66","Open","Gathering Restrictions          Public Health Orders","0","0","0"
"104","Municipal District Of Smoky River No. 130","Open","Gathering Restrictions          Public Health Orders","22.7","1","4410"
"105","Municipal District Of Spirit River No. 133","Watch","Gathering Restrictions          Public Health Orders","420.5","13","3092"
"106","Municipal District Of Taber","Open","Gathering Restrictions          Public Health Orders","5.3","1","18863"
"107","Municipal District Of Wainwright No. 61","Open","Gathering Restrictions          Public Health Orders","0","0","11810"
"108","Municipal District Of Willow Creek No. 26","Open","Gathering Restrictions          Public Health Orders","0","0","16427"
"109","Municipality Of Crowsnest Pass","Open","Gathering Restrictions          Public Health Orders","0","0","6321"
"110","Municipality Of Jasper","Watch","Gathering Restrictions          Public Health Orders","195.9","11","5616"
"111","Northern Sunrise County","Open","Gathering Restrictions          Public Health Orders","0","0","3188"
"112","Parkland County","Enhanced","Gathering Restrictions          Public Health Orders  Voluntary measures in place","57.2","19","33223"
"113","Ponoka County","Watch","Gathering Restrictions          Public Health Orders","156.5","43","27468"
"114","Red Deer County","Open","Gathering Restrictions          Public Health Orders","21.2","7","33017"
"115","Regional Municipality Of Wood Buffalo","Open","Gathering Restrictions          Public Health Orders","42.2","35","82974"
"116","Rocky View County","Watch","Gathering Restrictions          Public Health Orders","83","36","43377"
"117","Saddle Hills County","Open","Gathering Restrictions          Public Health Orders","65.7","1","1523"
"118","Smoky Lake County","Open","Gathering Restrictions          Public Health Orders","106.9","9","8421"
"119","Special Areas No. 2","Open","Gathering Restrictions          Public Health Orders","43.9","2","4556"
"120","Special Areas No. 3","Open","Gathering Restrictions          Public Health Orders","0","0","2451"
"121","Special Areas No. 4","Open","Gathering Restrictions          Public Health Orders","0","0","2149"
"122","Starland County","Open","Gathering Restrictions          Public Health Orders","0","0","1928"
"123","Strathcona County","Enhanced","Gathering Restrictions          Public Health Orders  Voluntary measures in place","103.3","102","98714"
"124","Sturgeon County","Enhanced","Gathering Restrictions          Public Health Orders  Voluntary measures in place","46.5","13","27964"
"125","Thorhild County","Open","Gathering Restrictions          Public Health Orders","0","0","2726"
"126","Town Of Canmore","Open","Gathering Restrictions          Public Health Orders","12.3","2","16273"
"127","Town Of Cochrane","Open","Gathering Restrictions          Public Health Orders","15","5","33328"
"128","Town Of Drumheller","Open","Gathering Restrictions          Public Health Orders","22.2","2","9006"
"129","Town Of High River","Open","Gathering Restrictions          Public Health Orders","6","1","16650"
"130","Town Of Hinton","Open","Gathering Restrictions          Public Health Orders","8.5","1","11742"
"131","Town Of Morinville","Enhanced","Gathering Restrictions          Public Health Orders  Voluntary measures in place","70.6","8","11332"
"132","Town Of Okotoks","Open","Gathering Restrictions          Public Health Orders","22.9","8","34999"
"133","Town Of Olds","Open","Gathering Restrictions          Public Health Orders","32.1","4","12452"
"134","Town Of Stony Plain","Enhanced","Gathering Restrictions          Public Health Orders  Voluntary measures in place","24.7","5","20264"
"135","Town Of Strathmore","Open","Gathering Restrictions          Public Health Orders","16.2","3","18550"
"136","Town Of Sylvan Lake","Open","Gathering Restrictions          Public Health Orders","0","0","16829"
"137","Town Of Whitecourt","Open","Gathering Restrictions          Public Health Orders","0","0","14322"
"138","Vulcan County","Open","Gathering Restrictions          Public Health Orders","10.8","1","9245"
"139","Westlock County","Open","Gathering Restrictions          Public Health Orders","51.2","7","13673"
"140","Wheatland County","Open","Gathering Restrictions          Public Health Orders","89.1","6","6737"
"141","Woodlands County","Open","Gathering Restrictions          Public Health Orders","0","0","1358"
"142","Yellowhead County","Open","Gathering Restrictions          Public Health Orders","5.1","1","19658"
