"","Region name","Region classification","Measures","Active case rate (per 100,000 population)","Active cases","Population"
"38","City Of Medicine Hat","Enhanced","Enhanced measures in place","101.4","69","68057"
"39","City Of Red Deer","Enhanced","Enhanced measures in place","111.4","118","105939"
"40","City Of Spruce Grove","Enhanced","Enhanced measures in place","196.9","73","37076"
"41","City Of St. Albert","Enhanced","Enhanced measures in place","237.9","164","68923"
"42","City Of Wetaskiwin","Enhanced","Enhanced measures in place","273.8","46","16799"
"43","Clear Hills County","Open","Help prevent the spread","0","0","2998"
"44","Clearwater County","Open","Help prevent the spread","29.6","6","20304"
"45","County Of Barrhead No. 11","Open","Help prevent the spread","59.3","6","10116"
"46","County Of Forty Mile No. 8","Enhanced","Enhanced measures in place","357","23","6443"
"47","County Of Grande Prairie No. 1","Enhanced","Enhanced measures in place","121.3","38","31319"
"48","County Of Minburn No. 27","Open","Help prevent the spread","57.8","6","10380"
"49","County Of Newell","Enhanced","Enhanced measures in place","395.4","32","8093"
"50","County Of Northern Lights","Open","Help prevent the spread","108.1","4","3702"
"51","County Of Paintearth No. 18","Open","Help prevent the spread","0","0","3947"
"52","County Of St. Paul No. 19","Enhanced","Enhanced measures in place","188","31","16493"
"53","County Of Stettler No. 6","Open","Help prevent the spread","8","1","12449"
"54","County Of Two Hills No. 21","Open","Help prevent the spread","17.9","1","5596"
"55","County Of Vermilion River","Open","Help prevent the spread","15.5","2","12907"
"56","County Of Warner No. 5","Open","Help prevent the spread","81.9","9","10994"
"57","County Of Wetaskiwin No. 10","Enhanced","Enhanced measures in place","206.3","21","10181"
"58","Cypress County","Enhanced","Enhanced measures in place","338.7","38","11218"
"59","Edmonton - Abbottsfield","Enhanced","Enhanced measures in place","233.8","34","14540"
"60","Edmonton - Bonnie Doon","Enhanced","Enhanced measures in place","254.7","246","96574"
"61","Edmonton - Castle Downs","Enhanced","Enhanced measures in place","582.8","411","70526"
"62","Edmonton - Duggan","Enhanced","Enhanced measures in place","200.4","81","40428"
"63","Edmonton - Eastwood","Enhanced","Enhanced measures in place","320.9","233","72600"
"64","Edmonton - Jasper Place","Enhanced","Enhanced measures in place","301.7","142","47069"
"65","Edmonton - Mill Woods South & East","Enhanced","Enhanced measures in place","454.3","377","82983"
"66","Edmonton - Mill Woods West","Enhanced","Enhanced measures in place","354.1","181","51122"
"67","Edmonton - Ne","Enhanced","Enhanced measures in place","448.8","399","88901"
"68","Edmonton - Northgate","Enhanced","Enhanced measures in place","440.5","363","82404"
"69","Edmonton - Rutherford","Enhanced","Enhanced measures in place","367.7","383","104153"
"70","Edmonton - Twin Brooks","Enhanced","Enhanced measures in place","199.5","151","75685"
"71","Edmonton - West Jasper Place","Enhanced","Enhanced measures in place","261.3","264","101046"
"72","Edmonton - Woodcroft East","Enhanced","Enhanced measures in place","356.1","215","60381"
"73","Edmonton - Woodcroft West","Enhanced","Enhanced measures in place","283.3","92","32479"
"74","Flagstaff County","Open","Help prevent the spread","23.4","2","8560"
"75","Foothills County","Enhanced","Enhanced measures in place","233.3","52","22291"
"76","I.d. No. 12 (Jasper National Park)","Open","Help prevent the spread","0","0","0"
"77","I.d. No. 13 (Elk Island)","Open","Help prevent the spread","0","0","0"
"78","I.d. No. 24 (Wood Buffalo)","Open","Help prevent the spread","0","0","565"
"79","I.d. No. 25 (Willmore Wilderness)","Open","Help prevent the spread","0","0","0"
"80","I.d. No. 349","Open","Help prevent the spread","0","0","0"
"81","I.d. No. 4 (Waterton)","Open","Help prevent the spread","0","0","166"
"82","I.d. No. 9 (Banff)","Enhanced","Enhanced measures in place","664.3","92","13849"
"83","Kananaskis Improvement District","Open","Help prevent the spread","0","0","1"
"84","Kneehill County","Enhanced","Enhanced measures in place","100.8","11","10909"
"85","Lac La Biche County","Enhanced","Enhanced measures in place","167.5","17","10150"
"86","Lac Ste. Anne County","Enhanced","Enhanced measures in place","139.1","23","16534"
"87","Lacombe County","Enhanced","Enhanced measures in place","73.5","16","21779"
"88","Lamont County","Open","Help prevent the spread","63.4","5","7881"
"89","Leduc County","Enhanced","Enhanced measures in place","179.5","43","23958"
"90","Lethbridge County","Enhanced","Enhanced measures in place","245.8","62","25228"
"91","Mackenzie County","Open","Help prevent the spread","29","7","24171"
"92","Mountain View County","Open","Help prevent the spread","48","11","22893"
"93","Municipal District Of Acadia No. 34","Open","Help prevent the spread","543.2","2","368"
"94","Municipal District Of Bighorn No. 8","Open","Help prevent the spread","119.9","6","5004"
"95","Municipal District Of Bonnyville No. 87","Enhanced","Enhanced measures in place","151.5","27","17826"
"96","Municipal District Of Fairview No. 136","Enhanced","Enhanced measures in place","237.1","12","5061"
"97","Municipal District Of Greenview No. 16","Enhanced","Enhanced measures in place","212.5","32","15058"
"98","Municipal District Of Lesser Slave River No. 124","Open","Help prevent the spread","55.6","6","10790"
"99","Municipal District Of Opportunity No. 17","Enhanced","Enhanced measures in place","195.6","13","6646"
"100","Municipal District Of Peace No. 135","Enhanced","Enhanced measures in place","207.3","33","15922"
"101","Municipal District Of Pincher Creek No. 9","Open","Help prevent the spread","48.2","4","8302"
"102","Municipal District Of Provost No. 52","Open","Help prevent the spread","20.7","1","4828"
"103","Municipal District Of Ranchland No. 66","Open","Help prevent the spread","0","0","0"
"104","Municipal District Of Smoky River No. 130","Open","Help prevent the spread","45.4","2","4410"
"105","Municipal District Of Spirit River No. 133","Open","Help prevent the spread","0","0","3092"
"106","Municipal District Of Taber","Enhanced","Enhanced measures in place","519.5","98","18863"
"107","Municipal District Of Wainwright No. 61","Open","Help prevent the spread","42.3","5","11810"
"108","Municipal District Of Willow Creek No. 26","Enhanced","Enhanced measures in place","91.3","15","16427"
"109","Municipality Of Crowsnest Pass","Open","Help prevent the spread","31.6","2","6321"
"110","Municipality Of Jasper","Enhanced","Enhanced measures in place","213.7","12","5616"
"111","Northern Sunrise County","Open","Help prevent the spread","31.4","1","3188"
"112","Parkland County","Enhanced","Enhanced measures in place","219.7","73","33223"
"113","Ponoka County","Enhanced","Enhanced measures in place","553.4","152","27468"
"114","Red Deer County","Open","Help prevent the spread","48.5","16","33017"
"115","Regional Municipality Of Wood Buffalo","Enhanced","Enhanced measures in place","167.5","139","82974"
"116","Rocky View County","Enhanced","Enhanced measures in place","239.8","104","43377"
"117","Saddle Hills County","Open","Help prevent the spread","262.6","4","1523"
"118","Smoky Lake County","Enhanced","Enhanced measures in place","748.1","63","8421"
"119","Special Areas No. 2","Open","Help prevent the spread","21.9","1","4556"
"120","Special Areas No. 3","Open","Help prevent the spread","81.6","2","2451"
"121","Special Areas No. 4","Open","Help prevent the spread","93.1","2","2149"
"122","Starland County","Open","Help prevent the spread","51.9","1","1928"
"123","Strathcona County","Enhanced","Enhanced measures in place","239.1","236","98714"
"124","Sturgeon County","Enhanced","Enhanced measures in place","203.8","57","27964"
"125","Thorhild County","Open","Help prevent the spread","36.7","1","2726"
"126","Town Of Canmore","Enhanced","Enhanced measures in place","165.9","27","16273"
"127","Town Of Cochrane","Enhanced","Enhanced measures in place","69","23","33328"
"128","Town Of Drumheller","Enhanced","Enhanced measures in place","422","38","9006"
"129","Town Of High River","Enhanced","Enhanced measures in place","90.1","15","16650"
"130","Town Of Hinton","Enhanced","Enhanced measures in place","85.2","10","11742"
"131","Town Of Morinville","Enhanced","Enhanced measures in place","203","23","11332"
"132","Town Of Okotoks","Enhanced","Enhanced measures in place","140","49","34999"
"133","Town Of Olds","Open","Help prevent the spread","72.3","9","12452"
"134","Town Of Stony Plain","Enhanced","Enhanced measures in place","217.1","44","20264"
"135","Town Of Strathmore","Enhanced","Enhanced measures in place","91.6","17","18550"
"136","Town Of Sylvan Lake","Enhanced","Enhanced measures in place","59.4","10","16829"
"137","Town Of Whitecourt","Enhanced","Enhanced measures in place","76.8","11","14322"
"138","Vulcan County","Enhanced","Enhanced measures in place","1005.9","93","9245"
"139","Westlock County","Enhanced","Enhanced measures in place","146.3","20","13673"
"140","Wheatland County","Enhanced","Enhanced measures in place","311.7","21","6737"
"141","Woodlands County","Open","Help prevent the spread","0","0","1358"
"142","Yellowhead County","Enhanced","Enhanced measures in place","66.1","13","19658"
