"","Region name","Region classification","Measures","Active case rate (per 100,000 population)","Active cases","Population"
"35","City Of Leduc","Open","Gathering Restrictions          Public Health Orders","6.1","2","33017"
"36","City Of Lethbridge","Open","Gathering Restrictions          Public Health Orders","0","0","98987"
"37","City Of Lloydminster","Open","Gathering Restrictions          Public Health Orders","0","0","22277"
"38","City Of Medicine Hat","Open","Gathering Restrictions          Public Health Orders","1.5","1","68057"
"39","City Of Red Deer","Open","Gathering Restrictions          Public Health Orders","8.5","9","105939"
"40","City Of Spruce Grove","Open","Gathering Restrictions          Public Health Orders","0","0","37076"
"41","City Of St. Albert","Open","Gathering Restrictions          Public Health Orders","20.3","14","68923"
"42","City Of Wetaskiwin","Open","Gathering Restrictions          Public Health Orders","6","1","16799"
"43","Clear Hills County","Watch","Gathering Restrictions          Public Health Orders","333.6","10","2998"
"44","Clearwater County","Open","Gathering Restrictions          Public Health Orders","0","0","20304"
"45","County Of Barrhead No. 11","Open","Gathering Restrictions          Public Health Orders","9.9","1","10116"
"46","County Of Forty Mile No. 8","Open","Gathering Restrictions          Public Health Orders","15.5","1","6443"
"47","County Of Grande Prairie No. 1","Open","Gathering Restrictions          Public Health Orders","44.7","14","31319"
"48","County Of Minburn No. 27","Open","Gathering Restrictions          Public Health Orders","0","0","10380"
"49","County Of Newell","Open","Gathering Restrictions          Public Health Orders","49.4","4","8093"
"50","County Of Northern Lights","Watch","Gathering Restrictions          Public Health Orders","270.1","10","3702"
"51","County Of Paintearth No. 18","Open","Gathering Restrictions          Public Health Orders","0","0","3947"
"52","County Of St. Paul No. 19","Open","Gathering Restrictions          Public Health Orders","6.1","1","16493"
"53","County Of Stettler No. 6","Open","Gathering Restrictions          Public Health Orders","8","1","12449"
"54","County Of Two Hills No. 21","Open","Gathering Restrictions          Public Health Orders","0","0","5596"
"55","County Of Vermilion River","Open","Gathering Restrictions          Public Health Orders","7.7","1","12907"
"56","County Of Warner No. 5","Open","Gathering Restrictions          Public Health Orders","45.5","5","10994"
"57","County Of Wetaskiwin No. 10","Open","Gathering Restrictions          Public Health Orders","0","0","10181"
"58","Cypress County","Open","Gathering Restrictions          Public Health Orders","0","0","11218"
"59","Edmonton - Abbottsfield","Watch","Gathering Restrictions          Public Health Orders","75.7","11","14540"
"60","Edmonton - Bonnie Doon","Open","Gathering Restrictions          Public Health Orders","23.8","23","96574"
"61","Edmonton - Castle Downs","Watch","Gathering Restrictions          Public Health Orders","95","67","70526"
"62","Edmonton - Duggan","Open","Gathering Restrictions          Public Health Orders","34.6","14","40428"
"63","Edmonton - Eastwood","Watch","Gathering Restrictions          Public Health Orders","55.1","40","72600"
"64","Edmonton - Jasper Place","Open","Gathering Restrictions          Public Health Orders","44.6","21","47069"
"65","Edmonton - Mill Woods South & East","Open","Gathering Restrictions          Public Health Orders","36.2","30","82983"
"66","Edmonton - Mill Woods West","Open","Gathering Restrictions          Public Health Orders","35.2","18","51122"
"67","Edmonton - Ne","Watch","Gathering Restrictions          Public Health Orders","102.4","91","88901"
"68","Edmonton - Northgate","Watch","Gathering Restrictions          Public Health Orders","146.8","121","82404"
"69","Edmonton - Rutherford","Open","Gathering Restrictions          Public Health Orders","37.4","39","104153"
"70","Edmonton - Twin Brooks","Open","Gathering Restrictions          Public Health Orders","18.5","14","75685"
"71","Edmonton - West Jasper Place","Open","Gathering Restrictions          Public Health Orders","29.7","30","101046"
"72","Edmonton - Woodcroft East","Open","Gathering Restrictions          Public Health Orders","41.4","25","60381"
"73","Edmonton - Woodcroft West","Open","Gathering Restrictions          Public Health Orders","9.2","3","32479"
"74","Flagstaff County","Open","Gathering Restrictions          Public Health Orders","0","0","8560"
"75","Foothills County","Open","Gathering Restrictions          Public Health Orders","13.5","3","22291"
"76","I.d. No. 12 (Jasper National Park)","Open","Gathering Restrictions          Public Health Orders","0","0","0"
"77","I.d. No. 13 (Elk Island)","Open","Gathering Restrictions          Public Health Orders","0","0","0"
"78","I.d. No. 24 (Wood Buffalo)","Open","Gathering Restrictions          Public Health Orders","0","0","565"
"79","I.d. No. 25 (Willmore Wilderness)","Open","Gathering Restrictions          Public Health Orders","0","0","0"
"80","I.d. No. 349","Open","Gathering Restrictions          Public Health Orders","0","0","0"
"81","I.d. No. 4 (Waterton)","Open","Gathering Restrictions          Public Health Orders","0","0","166"
"82","I.d. No. 9 (Banff)","Open","Gathering Restrictions          Public Health Orders","0","0","13849"
"83","Kananaskis Improvement District","Open","Gathering Restrictions          Public Health Orders","0","0","1"
"84","Kneehill County","Open","Gathering Restrictions          Public Health Orders","0","0","10909"
"85","Lac La Biche County","Open","Gathering Restrictions          Public Health Orders","0","0","10150"
"86","Lac Ste. Anne County","Open","Gathering Restrictions          Public Health Orders","0","0","16534"
"87","Lacombe County","Open","Gathering Restrictions          Public Health Orders","18.4","4","21779"
"88","Lamont County","Open","Gathering Restrictions          Public Health Orders","12.7","1","7881"
"89","Leduc County","Open","Gathering Restrictions          Public Health Orders","0","0","23958"
"90","Lethbridge County","Open","Gathering Restrictions          Public Health Orders","0","0","25228"
"91","Mackenzie County","Watch","Gathering Restrictions          Public Health Orders","202.7","49","24171"
"92","Mountain View County","Open","Gathering Restrictions          Public Health Orders","4.4","1","22893"
"93","Municipal District Of Acadia No. 34","Open","Gathering Restrictions          Public Health Orders","0","0","368"
"94","Municipal District Of Bighorn No. 8","Open","Gathering Restrictions          Public Health Orders","0","0","5004"
"95","Municipal District Of Bonnyville No. 87","Open","Gathering Restrictions          Public Health Orders","0","0","17826"
"96","Municipal District Of Fairview No. 136","Open","Gathering Restrictions          Public Health Orders","0","0","5061"
"97","Municipal District Of Greenview No. 16","Open","Gathering Restrictions          Public Health Orders","13.3","2","15058"
"98","Municipal District Of Lesser Slave River No. 124","Open","Gathering Restrictions          Public Health Orders","0","0","10790"
"99","Municipal District Of Opportunity No. 17","Open","Gathering Restrictions          Public Health Orders","0","0","6646"
"100","Municipal District Of Peace No. 135","Open","Gathering Restrictions          Public Health Orders","31.4","5","15922"
"101","Municipal District Of Pincher Creek No. 9","Open","Gathering Restrictions          Public Health Orders","12","1","8302"
"102","Municipal District Of Provost No. 52","Open","Gathering Restrictions          Public Health Orders","0","0","4828"
"103","Municipal District Of Ranchland No. 66","Open","Gathering Restrictions          Public Health Orders","0","0","0"
"104","Municipal District Of Smoky River No. 130","Open","Gathering Restrictions          Public Health Orders","0","0","4410"
"105","Municipal District Of Spirit River No. 133","Open","Gathering Restrictions          Public Health Orders","0","0","3092"
"106","Municipal District Of Taber","Open","Gathering Restrictions          Public Health Orders","10.6","2","18863"
"107","Municipal District Of Wainwright No. 61","Open","Gathering Restrictions          Public Health Orders","8.5","1","11810"
"108","Municipal District Of Willow Creek No. 26","Open","Gathering Restrictions          Public Health Orders","0","0","16427"
"109","Municipality Of Crowsnest Pass","Open","Gathering Restrictions          Public Health Orders","0","0","6321"
"110","Municipality Of Jasper","Open","Gathering Restrictions          Public Health Orders","0","0","5616"
"111","Northern Sunrise County","Open","Gathering Restrictions          Public Health Orders","62.7","2","3188"
"112","Parkland County","Open","Gathering Restrictions          Public Health Orders","6","2","33223"
"113","Ponoka County","Open","Gathering Restrictions          Public Health Orders","0","0","27468"
"114","Red Deer County","Open","Gathering Restrictions          Public Health Orders","3","1","33017"
"115","Regional Municipality Of Wood Buffalo","Open","Gathering Restrictions          Public Health Orders","14.5","12","82974"
"116","Rocky View County","Open","Gathering Restrictions          Public Health Orders","11.5","5","43377"
"117","Saddle Hills County","Open","Gathering Restrictions          Public Health Orders","0","0","1523"
"118","Smoky Lake County","Open","Gathering Restrictions          Public Health Orders","11.9","1","8421"
"119","Special Areas No. 2","Open","Gathering Restrictions          Public Health Orders","0","0","4556"
"120","Special Areas No. 3","Open","Gathering Restrictions          Public Health Orders","40.8","1","2451"
"121","Special Areas No. 4","Open","Gathering Restrictions          Public Health Orders","0","0","2149"
"122","Starland County","Open","Gathering Restrictions          Public Health Orders","51.9","1","1928"
"123","Strathcona County","Open","Gathering Restrictions          Public Health Orders","8.1","8","98714"
"124","Sturgeon County","Watch","Gathering Restrictions          Public Health Orders","85.8","24","27964"
"125","Thorhild County","Open","Gathering Restrictions          Public Health Orders","0","0","2726"
"126","Town Of Canmore","Open","Gathering Restrictions          Public Health Orders","0","0","16273"
"127","Town Of Cochrane","Open","Gathering Restrictions          Public Health Orders","9","3","33328"
"128","Town Of Drumheller","Open","Gathering Restrictions          Public Health Orders","0","0","9006"
"129","Town Of High River","Open","Gathering Restrictions          Public Health Orders","6","1","16650"
"130","Town Of Hinton","Open","Gathering Restrictions          Public Health Orders","0","0","11742"
"131","Town Of Morinville","Open","Gathering Restrictions          Public Health Orders","44.1","5","11332"
"132","Town Of Okotoks","Open","Gathering Restrictions          Public Health Orders","2.9","1","34999"
"133","Town Of Olds","Open","Gathering Restrictions          Public Health Orders","0","0","12452"
"134","Town Of Stony Plain","Open","Gathering Restrictions          Public Health Orders","9.9","2","20264"
"135","Town Of Strathmore","Open","Gathering Restrictions          Public Health Orders","5.4","1","18550"
"136","Town Of Sylvan Lake","Open","Gathering Restrictions          Public Health Orders","0","0","16829"
"137","Town Of Whitecourt","Open","Gathering Restrictions          Public Health Orders","0","0","14322"
"138","Vulcan County","Open","Gathering Restrictions          Public Health Orders","32.4","3","9245"
"139","Westlock County","Open","Gathering Restrictions          Public Health Orders","0","0","13673"
"140","Wheatland County","Open","Gathering Restrictions          Public Health Orders","59.4","4","6737"
"141","Woodlands County","Open","Gathering Restrictions          Public Health Orders","0","0","1358"
"142","Yellowhead County","Open","Gathering Restrictions          Public Health Orders","0","0","19658"
