"","Region name","Region classification","Measures","Active case rate (per 100,000 population)","Active cases","Population"
"119","Special Areas No. 2","Open","Gathering Restrictions          Public Health Orders","21.9","1","4556"
"120","Special Areas No. 3","Open","Gathering Restrictions          Public Health Orders","0","0","2451"
"121","Special Areas No. 4","Open","Gathering Restrictions          Public Health Orders","0","0","2149"
"122","Starland County","Open","Gathering Restrictions          Public Health Orders","0","0","1928"
"123","Strathcona County","Enhanced","Gathering Restrictions          Public Health Orders  Voluntary measures in place","78","77","98714"
"124","Sturgeon County","Enhanced","Gathering Restrictions          Public Health Orders  Voluntary measures in place","75.1","21","27964"
"125","Thorhild County","Open","Gathering Restrictions          Public Health Orders","0","0","2726"
"126","Town Of Canmore","Open","Gathering Restrictions          Public Health Orders","6.1","1","16273"
"127","Town Of Cochrane","Open","Gathering Restrictions          Public Health Orders","12","4","33328"
"128","Town Of Drumheller","Open","Gathering Restrictions          Public Health Orders","11.1","1","9006"
"129","Town Of High River","Open","Gathering Restrictions          Public Health Orders","12","2","16650"
"130","Town Of Hinton","Open","Gathering Restrictions          Public Health Orders","25.5","3","11742"
"131","Town Of Morinville","Enhanced","Gathering Restrictions          Public Health Orders  Voluntary measures in place","123.5","14","11332"
"132","Town Of Okotoks","Open","Gathering Restrictions          Public Health Orders","45.7","16","34999"
"133","Town Of Olds","Open","Gathering Restrictions          Public Health Orders","16.1","2","12452"
"134","Town Of Stony Plain","Enhanced","Gathering Restrictions          Public Health Orders  Voluntary measures in place","54.3","11","20264"
"135","Town Of Strathmore","Open","Gathering Restrictions          Public Health Orders","43.1","8","18550"
"136","Town Of Sylvan Lake","Open","Gathering Restrictions          Public Health Orders","11.9","2","16829"
"137","Town Of Whitecourt","Open","Gathering Restrictions          Public Health Orders","7","1","14322"
"138","Vulcan County","Open","Gathering Restrictions          Public Health Orders","32.4","3","9245"
"139","Westlock County","Watch","Gathering Restrictions          Public Health Orders","168.2","23","13673"
"140","Wheatland County","Open","Gathering Restrictions          Public Health Orders","74.2","5","6737"
"141","Woodlands County","Open","Gathering Restrictions          Public Health Orders","0","0","1358"
"142","Yellowhead County","Open","Gathering Restrictions          Public Health Orders","20.3","4","19658"
