"","Region name","Region classification","Measures","Active case rate (per 100,000 population)","Active cases","Population"
"87","Lacombe County","Enhanced","Enhanced measures in place","105.6","23","21779"
"88","Lamont County","Open","Help prevent the spread","76.1","6","7881"
"89","Leduc County","Enhanced","Enhanced measures in place","246.3","59","23958"
"90","Lethbridge County","Enhanced","Enhanced measures in place","261.6","66","25228"
"91","Mackenzie County","Open","Help prevent the spread","33.1","8","24171"
"92","Mountain View County","Open","Help prevent the spread","48","11","22893"
"93","Municipal District Of Acadia No. 34","Open","Help prevent the spread","814.9","3","368"
"94","Municipal District Of Bighorn No. 8","Open","Help prevent the spread","99.9","5","5004"
"95","Municipal District Of Bonnyville No. 87","Enhanced","Enhanced measures in place","145.9","26","17826"
"96","Municipal District Of Fairview No. 136","Open","Help prevent the spread","177.8","9","5061"
"97","Municipal District Of Greenview No. 16","Enhanced","Enhanced measures in place","212.5","32","15058"
"98","Municipal District Of Lesser Slave River No. 124","Open","Help prevent the spread","46.3","5","10790"
"99","Municipal District Of Opportunity No. 17","Enhanced","Enhanced measures in place","180.6","12","6646"
"100","Municipal District Of Peace No. 135","Enhanced","Enhanced measures in place","188.4","30","15922"
"101","Municipal District Of Pincher Creek No. 9","Open","Help prevent the spread","36.1","3","8302"
"102","Municipal District Of Provost No. 52","Open","Help prevent the spread","20.7","1","4828"
"103","Municipal District Of Ranchland No. 66","Open","Help prevent the spread","0","0","0"
"104","Municipal District Of Smoky River No. 130","Open","Help prevent the spread","45.4","2","4410"
"105","Municipal District Of Spirit River No. 133","Open","Help prevent the spread","0","0","3092"
"106","Municipal District Of Taber","Enhanced","Enhanced measures in place","498.3","94","18863"
"107","Municipal District Of Wainwright No. 61","Open","Help prevent the spread","42.3","5","11810"
"108","Municipal District Of Willow Creek No. 26","Enhanced","Enhanced measures in place","97.4","16","16427"
"109","Municipality Of Crowsnest Pass","Open","Help prevent the spread","31.6","2","6321"
"110","Municipality Of Jasper","Enhanced","Enhanced measures in place","302.7","17","5616"
"111","Northern Sunrise County","Open","Help prevent the spread","62.7","2","3188"
"112","Parkland County","Enhanced","Enhanced measures in place","249.8","83","33223"
"113","Ponoka County","Enhanced","Enhanced measures in place","582.5","160","27468"
"114","Red Deer County","Enhanced","Enhanced measures in place","75.7","25","33017"
"115","Regional Municipality Of Wood Buffalo","Enhanced","Enhanced measures in place","186.8","155","82974"
"116","Rocky View County","Enhanced","Enhanced measures in place","267.4","116","43377"
"117","Saddle Hills County","Open","Help prevent the spread","262.6","4","1523"
"118","Smoky Lake County","Enhanced","Enhanced measures in place","700.6","59","8421"
"119","Special Areas No. 2","Open","Help prevent the spread","21.9","1","4556"
"120","Special Areas No. 3","Open","Help prevent the spread","81.6","2","2451"
"121","Special Areas No. 4","Open","Help prevent the spread","93.1","2","2149"
"122","Starland County","Open","Help prevent the spread","103.8","2","1928"
"123","Strathcona County","Enhanced","Enhanced measures in place","266.4","263","98714"
"124","Sturgeon County","Enhanced","Enhanced measures in place","228.9","64","27964"
"125","Thorhild County","Open","Help prevent the spread","36.7","1","2726"
"126","Town Of Canmore","Enhanced","Enhanced measures in place","221.2","36","16273"
"127","Town Of Cochrane","Enhanced","Enhanced measures in place","75","25","33328"
"128","Town Of Drumheller","Enhanced","Enhanced measures in place","499.7","45","9006"
"129","Town Of High River","Enhanced","Enhanced measures in place","96.1","16","16650"
"130","Town Of Hinton","Enhanced","Enhanced measures in place","85.2","10","11742"
"131","Town Of Morinville","Enhanced","Enhanced measures in place","185.3","21","11332"
"132","Town Of Okotoks","Enhanced","Enhanced measures in place","154.3","54","34999"
"133","Town Of Olds","Enhanced","Enhanced measures in place","80.3","10","12452"
"134","Town Of Stony Plain","Enhanced","Enhanced measures in place","256.6","52","20264"
"135","Town Of Strathmore","Enhanced","Enhanced measures in place","97","18","18550"
"136","Town Of Sylvan Lake","Enhanced","Enhanced measures in place","77.2","13","16829"
"137","Town Of Whitecourt","Open","Help prevent the spread","55.9","8","14322"
"138","Vulcan County","Enhanced","Enhanced measures in place","1027.6","95","9245"
"139","Westlock County","Enhanced","Enhanced measures in place","139","19","13673"
"140","Wheatland County","Enhanced","Enhanced measures in place","252.4","17","6737"
"141","Woodlands County","Open","Help prevent the spread","0","0","1358"
"142","Yellowhead County","Enhanced","Enhanced measures in place","71.2","14","19658"
