"","Region name","Region classification","Measures","Active case rate (per 100,000 population)","Active cases","Population"
"79","I.d. No. 25 (Willmore Wilderness)","Open","Help prevent the spread","0","0","0"
"80","I.d. No. 349","Open","Help prevent the spread","0","0","0"
"81","I.d. No. 4 (Waterton)","Open","Help prevent the spread","0","0","166"
"82","I.d. No. 9 (Banff)","Enhanced","Enhanced measures in place","433.3","60","13849"
"83","Kananaskis Improvement District","Open","Help prevent the spread","0","0","1"
"84","Kneehill County","Open","Help prevent the spread","55","6","10909"
"85","Lac La Biche County","Enhanced","Enhanced measures in place","137.9","14","10150"
"86","Lac Ste. Anne County","Enhanced","Enhanced measures in place","133.1","22","16534"
"87","Lacombe County","Enhanced","Enhanced measures in place","55.1","12","21779"
"88","Lamont County","Open","Help prevent the spread","63.4","5","7881"
"89","Leduc County","Enhanced","Enhanced measures in place","179.5","43","23958"
"90","Lethbridge County","Enhanced","Enhanced measures in place","241.8","61","25228"
"91","Mackenzie County","Open","Help prevent the spread","16.5","4","24171"
"92","Mountain View County","Enhanced","Enhanced measures in place","56.8","13","22893"
"93","Municipal District Of Acadia No. 34","Open","Help prevent the spread","0","0","368"
"94","Municipal District Of Bighorn No. 8","Open","Help prevent the spread","79.9","4","5004"
"95","Municipal District Of Bonnyville No. 87","Enhanced","Enhanced measures in place","162.7","29","17826"
"96","Municipal District Of Fairview No. 136","Enhanced","Enhanced measures in place","276.6","14","5061"
"97","Municipal District Of Greenview No. 16","Enhanced","Enhanced measures in place","205.9","31","15058"
"98","Municipal District Of Lesser Slave River No. 124","Open","Help prevent the spread","64.9","7","10790"
"99","Municipal District Of Opportunity No. 17","Open","Help prevent the spread","135.4","9","6646"
"100","Municipal District Of Peace No. 135","Enhanced","Enhanced measures in place","251.2","40","15922"
"101","Municipal District Of Pincher Creek No. 9","Open","Help prevent the spread","60.2","5","8302"
"102","Municipal District Of Provost No. 52","Open","Help prevent the spread","20.7","1","4828"
"103","Municipal District Of Ranchland No. 66","Open","Help prevent the spread","0","0","0"
"104","Municipal District Of Smoky River No. 130","Open","Help prevent the spread","45.4","2","4410"
"105","Municipal District Of Spirit River No. 133","Open","Help prevent the spread","0","0","3092"
"106","Municipal District Of Taber","Enhanced","Enhanced measures in place","429.4","81","18863"
"107","Municipal District Of Wainwright No. 61","Open","Help prevent the spread","25.4","3","11810"
"108","Municipal District Of Willow Creek No. 26","Enhanced","Enhanced measures in place","79.1","13","16427"
"109","Municipality Of Crowsnest Pass","Open","Help prevent the spread","15.8","1","6321"
"110","Municipality Of Jasper","Open","Help prevent the spread","160.3","9","5616"
"111","Northern Sunrise County","Open","Help prevent the spread","62.7","2","3188"
"112","Parkland County","Enhanced","Enhanced measures in place","210.7","70","33223"
"113","Ponoka County","Enhanced","Enhanced measures in place","338.6","93","27468"
"114","Red Deer County","Open","Help prevent the spread","39.4","13","33017"
"115","Regional Municipality Of Wood Buffalo","Enhanced","Enhanced measures in place","171.1","142","82974"
"116","Rocky View County","Enhanced","Enhanced measures in place","223.6","97","43377"
"117","Saddle Hills County","Open","Help prevent the spread","262.6","4","1523"
"118","Smoky Lake County","Enhanced","Enhanced measures in place","807.5","68","8421"
"119","Special Areas No. 2","Open","Help prevent the spread","0","0","4556"
"120","Special Areas No. 3","Open","Help prevent the spread","0","0","2451"
"121","Special Areas No. 4","Open","Help prevent the spread","46.5","1","2149"
"122","Starland County","Open","Help prevent the spread","51.9","1","1928"
"123","Strathcona County","Enhanced","Enhanced measures in place","211.7","209","98714"
"124","Sturgeon County","Enhanced","Enhanced measures in place","186","52","27964"
"125","Thorhild County","Open","Help prevent the spread","36.7","1","2726"
"126","Town Of Canmore","Enhanced","Enhanced measures in place","92.2","15","16273"
"127","Town Of Cochrane","Enhanced","Enhanced measures in place","72","24","33328"
"128","Town Of Drumheller","Enhanced","Enhanced measures in place","299.8","27","9006"
"129","Town Of High River","Enhanced","Enhanced measures in place","66.1","11","16650"
"130","Town Of Hinton","Open","Help prevent the spread","76.6","9","11742"
"131","Town Of Morinville","Enhanced","Enhanced measures in place","185.3","21","11332"
"132","Town Of Okotoks","Enhanced","Enhanced measures in place","111.4","39","34999"
"133","Town Of Olds","Open","Help prevent the spread","32.1","4","12452"
"134","Town Of Stony Plain","Enhanced","Enhanced measures in place","197.4","40","20264"
"135","Town Of Strathmore","Enhanced","Enhanced measures in place","75.5","14","18550"
"136","Town Of Sylvan Lake","Open","Help prevent the spread","53.5","9","16829"
"137","Town Of Whitecourt","Enhanced","Enhanced measures in place","69.8","10","14322"
"138","Vulcan County","Enhanced","Enhanced measures in place","951.9","88","9245"
"139","Westlock County","Enhanced","Enhanced measures in place","168.2","23","13673"
"140","Wheatland County","Enhanced","Enhanced measures in place","371.1","25","6737"
"141","Woodlands County","Open","Help prevent the spread","0","0","1358"
"142","Yellowhead County","Enhanced","Enhanced measures in place","66.1","13","19658"
