collected_date,reported_date,school_board,school,municipality,confirmed_student_cases,confirmed_staff_cases,confirmed_unspecified_cases,total_confirmed_cases
2020-09-29,2020-09-30,Toronto District School Board,Allenby Junior Elementary School,Toronto,1,0,0,1
2020-09-29,2020-09-30,Toronto District School Board,Baycrest Public School,Toronto,1,0,0,1
2020-09-29,2020-09-30,Toronto District School Board,Birchmount Park Collegiate Institute,Toronto,1,0,0,1
2020-09-29,2020-09-30,Toronto District School Board,Blacksmith Public School,Toronto,0,1,0,1
2020-09-29,2020-09-30,Toronto District School Board,Brian Public School,Toronto,0,1,0,1
2020-09-29,2020-09-30,Toronto District School Board,Burnhamthorpe Adult Learning Centre,Toronto,1,0,0,1
2020-09-29,2020-09-30,Toronto District School Board,Cameron Public School,Toronto,0,1,0,1
2020-09-29,2020-09-30,Toronto District School Board,Carleton Village Jr & Sr Sports & Wellness Academy,Toronto,1,1,0,2
2020-09-29,2020-09-30,Toronto District School Board,Claude Watson School for the Arts,Toronto,1,0,0,1
2020-09-29,2020-09-30,Toronto District School Board,Earl Haig Public School,Toronto,1,0,0,1
2020-09-29,2020-09-30,Toronto District School Board,Elia Middle School,Toronto,1,0,0,1
2020-09-29,2020-09-30,Toronto District School Board,Emery Adult Learning Centre,Toronto,1,0,0,1
2020-09-29,2020-09-30,Toronto District School Board,Essex Junior and Senior Public School,Toronto,0,1,0,1
2020-09-29,2020-09-30,Toronto District School Board,Fern Avenue Elemenary,Toronto,1,0,0,1
2020-09-29,2020-09-30,Toronto District School Board,George Webster Elementary School,Toronto,1,0,0,1
2020-09-29,2020-09-30,Toronto District School Board,Glen Park Public School,Toronto,2,0,0,2
2020-09-29,2020-09-30,Toronto District School Board,Glenview Senior Public School,Toronto,1,0,0,1
2020-09-29,2020-09-30,Toronto District School Board,Harbord Collegiate Institute,Toronto,2,0,0,2
2020-09-29,2020-09-30,Toronto District School Board,Hilltop Middle School,Toronto,1,0,0,1
2020-09-29,2020-09-30,Toronto District School Board,Humewood Community School,Toronto,0,1,0,1
2020-09-29,2020-09-30,Toronto District School Board,Huron Street Junior Public School,Toronto,1,0,0,1
2020-09-29,2020-09-30,Toronto District School Board,John English Junior Middle School,Toronto,1,0,0,1
2020-09-29,2020-09-30,Toronto District School Board,John Fisher Junior Public School,Toronto,0,1,0,1
2020-09-29,2020-09-30,Toronto District School Board,Kingsview Village Junior School,Toronto,0,1,0,1
2020-09-29,2020-09-30,Toronto District School Board,Leaside High School,Toronto,1,0,0,1
2020-09-29,2020-09-30,Toronto District School Board,Ledbury Park Elementary and Middle School,Toronto,1,0,0,1
2020-09-29,2020-09-30,Toronto District School Board,Leslieville Junior Public School,Toronto,1,0,0,1
2020-09-29,2020-09-30,Toronto District School Board,Lucy McCormick Senior School,Toronto,0,1,0,1
2020-09-29,2020-09-30,Toronto District School Board,Malvern Collegiate,Toronto,1,0,0,1
2020-09-29,2020-09-30,Toronto District School Board,Martine Grove Collegiate Institute,Toronto,2,0,0,2
2020-09-29,2020-09-30,Toronto District School Board,Mason Road Junior Public School,Toronto,2,2,0,4
2020-09-29,2020-09-30,Toronto District School Board,Maurice Cody Junior Public,Toronto,1,0,0,1
2020-09-29,2020-09-30,Toronto District School Board,North Toronto Collegiate,Toronto,1,0,0,1
2020-09-29,2020-09-30,Toronto District School Board,Northview Heights Secondary School,Toronto,1,0,0,1
2020-09-29,2020-09-30,Toronto District School Board,Oakdale Park Middle School,Toronto,0,1,0,1
2020-09-29,2020-09-30,Toronto District School Board,Pelmo Park Public School,Toronto,1,0,0,1
2020-09-29,2020-09-30,Toronto District School Board,Richview Collegiate Intstitute,Toronto,3,0,0,3
2020-09-29,2020-09-30,Toronto District School Board,Roden Public School,Toronto,1,0,0,1
2020-09-29,2020-09-30,Toronto District School Board,School for Experiential Education,Toronto,0,1,0,1
2020-09-29,2020-09-30,Toronto District School Board,Second Street Junior Middle School,Toronto,1,0,0,1
2020-09-29,2020-09-30,Toronto District School Board,Silverthorn Community School,Toronto,0,1,0,1
2020-09-29,2020-09-30,Toronto District School Board,Sunny View Junior and Senior Public School,Toronto,0,1,0,1
2020-09-29,2020-09-30,Toronto District School Board,Swansea Junior and Senior Public School,Toronto,0,1,0,1
2020-09-29,2020-09-30,Toronto District School Board,Tredway Woodsworth Public School,Toronto,1,0,0,1
2020-09-29,2020-09-30,Toronto District School Board,Warren Park Junior Public School,Toronto,1,0,0,1
2020-09-29,2020-09-30,Toronto District School Board,Yorkdale Adult Learning Centre,Toronto,1,0,0,1
2020-09-29,2020-09-30,Toronto District School Board,York Memorial Collegiate Institute,Toronto,1,0,0,1
2020-09-29,2020-09-30,Toronto District School Board,Yorkview Public School,Toronto,1,0,0,1
2020-09-29,2020-09-30,Trillium Lakelands District School Board,Spruce Glen Public School,Huntsville,0,0,1,1
2020-09-29,2020-09-30,Upper Canada District School Board,Chimo Elementary School,Smith Falls,1,0,0,1
2020-09-29,2020-09-30,Upper Grand District School Board,Glenbrook Elementary School,Shelburne,1,0,0,1
2020-09-29,2020-09-30,Waterloo Catholic District School Board,St Anne Catholic Elementary School,Cambridge,1,0,0,1
2020-09-29,2020-09-30,Waterloo Catholic District School Board,St. David's Catholic High School,Waterloo,1,0,0,1
2020-09-29,2020-09-30,Waterloo Region District School Board,Cameron Heights Collegiate Institute-Secondary School,Kitchener,2,0,0,2
2020-09-29,2020-09-30,Waterloo Region District School Board,Clemens Mills Public School,Cambridge,1,0,0,1
2020-09-29,2020-09-30,Waterloo Region District School Board,Forest Heights Collegiate Institute Secondary School,Kitchener,1,0,0,1
2020-09-29,2020-09-30,Waterloo Region District School Board,Forest Hill Public School,Kitchener,1,0,0,1
2020-09-29,2020-09-30,Waterloo Region District School Board,Huron Heights Secondary School,Kitchener,1,0,0,1
2020-09-29,2020-09-30,Waterloo Region District School Board,Kitchener Waterloo Collegiate and Vocational School,Kitchener,1,1,0,2
2020-09-29,2020-09-30,Waterloo Region District School Board,Preston High School,Cambridge,1,0,0,1
2020-09-29,2020-09-30,Waterloo Region District School Board,Riverside Public School,Woolwich,1,0,0,1
2020-09-29,2020-09-30,Waterloo Region District School Board,Williamsburg Public School,Kitchener,1,0,0,1
2020-09-29,2020-09-30,Wellington Catholic District School Board,Our Lady of Lourdes Catholic High School,Guelph,0,1,0,1
2020-09-29,2020-09-30,Wellington Catholic District School Board,St. Joseph Catholic Elementary School,Guelph,1,0,0,1
2020-09-29,2020-09-30,York Catholic District School Board,Cardinal Carter Catholic High School,Aurora,0,0,1,1
2020-09-29,2020-09-30,York Catholic District School Board,Holy Name Catholic Elementary School,King,0,0,1,1
2020-09-29,2020-09-30,York Catholic District School Board,Our Lady of Fatima Catholic Elementary School,Vaughan,0,0,1,1
2020-09-29,2020-09-30,York Catholic District School Board,St. Brigid Catholic Elementary School,Whitchurch-Stouffville,0,0,1,1
2020-09-29,2020-09-30,York Catholic District School Board,St. Michael the Archangel Catholic Elementary School,Woodbridge,0,0,1,1
2020-09-29,2020-09-30,York Region District School Board,Blue Willow Public School,Woodbridge,0,0,2,2
2020-09-29,2020-09-30,York Region District School Board,Carrville Mills Public School,Vaughan,0,0,1,1
2020-09-29,2020-09-30,York Region District School Board,Dr. Roberta Bondar Public School,Vaughan,0,0,1,1
2020-09-29,2020-09-30,York Region District School Board,H.G. Bernard Public School,Richmond Hill,0,0,1,1
2020-09-29,2020-09-30,York Region District School Board,Holy Cross Catholic Academy,Vaughan,0,0,1,1
2020-09-29,2020-09-30,York Region District School Board,Kleinburg Public School,Vaughan,0,0,1,1
2020-09-29,2020-09-30,York Region District School Board,Maple High School,Vaughan,0,0,1,1
2020-09-29,2020-09-30,York Region District School Board,Sir Wilfrid Laurier Public School,Markham,0,0,1,1
2020-09-29,2020-09-30,York Region District School Board,Stouffville District Secondary School,Whitchurch-Stouffville,0,0,1,1
2020-09-29,2020-09-30,York Region District School Board,Tommy Douglas Secondary School,Vaughan,0,0,3,3
2020-09-30,2020-10-01,Algonquin Lakeshore Catholic District School Board,J.J. O'Neill Catholic School,Greater Napanee,1,0,0,1
2020-09-30,2020-10-01,Bluewater District School Board,Board Office,Chesley,0,1,0,1
2020-09-30,2020-10-01,Brant Haldimand Norfolk Catholic District School Board,St. Pius X Catholic Elementary School,Brantford,1,0,0,1
2020-09-30,2020-10-01,Catholic District School Board of Eastern Ontario,Holy Cross Elementary School,North Grenville,2,1,0,3
2020-09-30,2020-10-01,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique Alain-Fortin,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique Au Coeur d'Ottawa,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique d'enseignement personnalisé Lamoureux,Ottawa,1,2,0,3
2020-09-30,2020-10-01,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique George-Étienne-Cartier,Ottawa,1,1,0,2
2020-09-30,2020-10-01,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique Horizon-Jeunesse,Ottawa,1,1,0,2
2020-09-30,2020-10-01,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique Jean-Robert-Gauthier,Ottawa,0,1,0,1
2020-09-30,2020-10-01,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique L'Étoile-de-l'Est,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique Marius-Barbeau,Ottawa,3,0,0,3
2020-09-30,2020-10-01,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique Montfort,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique Notre-Place,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique Riverside Sud II (Jonathan-Pitre),Ottawa,1,0,0,1
2020-09-30,2020-10-01,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique Sainte-Anne,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique Sainte-Bernadette,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique Sainte-Geneviève,Toronto,1,0,0,1
2020-09-30,2020-10-01,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique Sainte-Kateri,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique Saint-François-d’Assise,Ottawa,0,1,0,1
2020-09-30,2020-10-01,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique Saint-François-d'Assise,Ottawa,0,1,0,1
2020-09-30,2020-10-01,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique Saint-Jean-Paul II,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique Saint-Rémi,Ottawa,0,2,0,2
2020-09-30,2020-10-01,Conseil des écoles catholiques du Centre-Est (CECCE),École intermédiaire catholique Béatrice-Desloges,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Conseil des écoles catholiques du Centre-Est (CECCE),École intermédiaire catholique Franco-Cité,Ottawa,3,1,0,4
2020-09-30,2020-10-01,Conseil des écoles catholiques du Centre-Est (CECCE),École intermédiaire catholique Samuel-Genest,Ottawa,1,1,0,2
2020-09-30,2020-10-01,Conseil des écoles catholiques du Centre-Est (CECCE),École secondaire catholique Collège catholique Samuel-Genest,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Conseil des écoles catholiques du Centre-Est (CECCE),École secondaire catholique Pierre-Savard,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Conseil des écoles publiques de l’Est de l’Ontario,École élémentaire publique Gabrielle-Roy,Ottawa,0,0,1,1
2020-09-30,2020-10-01,Conseil des écoles publiques de l’Est de l’Ontario,École élémentaire publique Marie-Curie,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Conseil des écoles publiques de l’Est de l’Ontario,École élémentaire publique Maurice-Lapointe,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Conseil des écoles publiques de l’Est de l’Ontario,École élémentaire publique Michaëlle-Jean,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Conseil des écoles publiques de l’Est de l’Ontario,École élémentaire publique Omer-Deslauriers,Ottawa,0,0,1,1
2020-09-30,2020-10-01,Conseil des écoles publiques de l’Est de l’Ontario,École élémentaire publique Séraphin-Marion,Ottawa,2,0,0,2
2020-09-30,2020-10-01,Conseil des écoles publiques de l’Est de l’Ontario,École élémentaire publique Trille des Bois,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Conseil des écoles publiques de l’Est de l’Ontario,École secondaire publique Gisèle-Lalonde,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Conseil des écoles publiques de l'Est de l'Ontario,Centre de traitement le jour - Le Transit,Ottawa,0,1,0,1
2020-09-30,2020-10-01,Conseil des écoles publiques de l'Est de l'Ontario,École élémentaire publique Francojeunesse,Ottawa,1,3,0,4
2020-09-30,2020-10-01,Conseil des écoles publiques de l'Est de l'Ontario,École élémentaire publique Jeanne-Sauvé,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Conseil des écoles publiques de l'Est de l'Ontario,École élémentaire publique Le Prélude,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Conseil scolaire catholique MonAvenir,École secondaire catholique Renaissance,Aurora,1,0,0,1
2020-09-30,2020-10-01,Conseil scolaire catholique MonAvenir,l’École Élementaire Catholique Sacré-Cœur,Welland,1,0,0,1
2020-09-30,2020-10-01,Conseil scolaire catholique Providence,École catholique secondaire l'Essor,Windsor,1,0,0,1
2020-09-30,2020-10-01,Conseil scolaire de district catholique de l'Est ontarien,École élémentaire catholique Embrun - Pav. Saint-Jean/Pav. La Croisée,Russell,1,1,0,2
2020-09-30,2020-10-01,Conseil scolaire de district catholique de l'Est ontarien,École secondaire catholique L'Escale,Clarence-Rockland,1,0,0,1
2020-09-30,2020-10-01,Conseil Scolaire Viamonde,École Élémentaire Antonine-Maillet,Oshawa,2,0,0,2
2020-09-30,2020-10-01,Conseil Scolaire Viamonde,École Élémentaire La Mosaïque,Toronto,1,0,0,1
2020-09-30,2020-10-01,Conseil Scolaire Viamonde,École élémentaire Laure Rièse,Toronto,1,0,0,1
2020-09-30,2020-10-01,District School Board of Niagara,Eastdale Secondary School,Welland,0,3,0,3
2020-09-30,2020-10-01,District School Board of Niagara,Ferndale Public School,St. Catharines,0,1,0,1
2020-09-30,2020-10-01,District School Board of Niagara,Sir Winston Churchill Secondary School,St. Catharines,1,0,0,1
2020-09-30,2020-10-01,District School Board of Niagara,William Hamilton Merritt Elementary School,St. Catharines,0,1,0,1
2020-09-30,2020-10-01,Dufferin Peel Catholic District School Board,Ascension of our Lord Secondary School,Mississauga,0,0,1,1
2020-09-30,2020-10-01,Dufferin Peel Catholic District School Board,Holy Name of Mary Catholic Secondary School,Brampton,0,0,1,1
2020-09-30,2020-10-01,Dufferin Peel Catholic District School Board,Lester B. Pearson Catholic School,Brampton,0,0,1,1
2020-09-30,2020-10-01,Dufferin Peel Catholic District School Board,Loyola Catholic Secondary School,Mississauga,0,0,1,1
2020-09-30,2020-10-01,Dufferin Peel Catholic District School Board,Notre Dame Secondary School,Brampton,0,0,1,1
2020-09-30,2020-10-01,Dufferin Peel Catholic District School Board,Robert F. Hall Catholic Secondary School,Caledon,0,0,2,2
2020-09-30,2020-10-01,Dufferin Peel Catholic District School Board,San Lorenzo Ruiz Elementary School,Mississauga,0,0,1,1
2020-09-30,2020-10-01,Dufferin Peel Catholic District School Board,St. Anne Elementary School,Brampton,0,0,1,1
2020-09-30,2020-10-01,Dufferin Peel Catholic District School Board,St. Benedict Catholic Elementary School,Orangeville,0,0,1,1
2020-09-30,2020-10-01,Dufferin Peel Catholic District School Board,St. Cecilia Elementary School,Brampton,0,0,1,1
2020-09-30,2020-10-01,Dufferin Peel Catholic District School Board,St. Jean Brebeuf Elementary School,Brampton,0,0,1,1
2020-09-30,2020-10-01,Dufferin Peel Catholic District School Board,St. Josephine Bakhita Catholic Elementary School,Brampton,0,0,1,1
2020-09-30,2020-10-01,Dufferin Peel Catholic District School Board,St. Marcellinus Secondary School,Mississauga,0,0,1,1
2020-09-30,2020-10-01,Dufferin Peel Catholic District School Board,St. Matthew Catholic School,Mississauga,0,0,1,1
2020-09-30,2020-10-01,Dufferin Peel Catholic District School Board,St. Roch Catholic Secondary School,Brampton,0,0,2,2
2020-09-30,2020-10-01,Dufferin-Peel Catholic District School Board,St. Charles Garnier,Mississauga,0,0,1,1
2020-09-30,2020-10-01,Dufferin-Peel Catholic District School Board,St. Evan Catholic Elementary School,Caledon,0,0,2,2
2020-09-30,2020-10-01,Durham Catholic District School Board,All Saints Catholic Secondary School,Whitby,1,0,0,1
2020-09-30,2020-10-01,Durham District School Board,C E Broughton Public School,Whitby,2,0,0,2
2020-09-30,2020-10-01,Durham District School Board,Cadarackque PS,Ajax,1,0,0,1
2020-09-30,2020-10-01,Durham District School Board,Dr Roberta Bondar Public School,Ajax,1,0,0,1
2020-09-30,2020-10-01,Durham District School Board,Lord Elgin Public School,Ajax,1,0,0,1
2020-09-30,2020-10-01,Durham District School Board,Maple Ridge Public School,Pickering,1,0,0,1
2020-09-30,2020-10-01,Durham District School Board,Nottingham Public School,Ajax,1,0,0,1
2020-09-30,2020-10-01,Durham District School Board,Pine Ridge Secondary School,Pickering,2,0,0,2
2020-09-30,2020-10-01,Durham District School Board,Port Perry High School,Scugog,2,0,0,2
2020-09-30,2020-10-01,Durham District School Board,Sinclair Secondary School,Whitby,1,0,0,1
2020-09-30,2020-10-01,Grand Erie District School Board,Cobblestone Elementary School,Brant,2,0,0,2
2020-09-30,2020-10-01,Grand Erie District School Board,Onondaga-Brant Public School,Brantford,0,1,0,1
2020-09-30,2020-10-01,Grand Erie District School Board,Russell Reid Elementary School,Brantford,0,1,0,1
2020-09-30,2020-10-01,Greater Essex County District School Board,Kingsville District High School,Kingsville,1,0,0,1
2020-09-30,2020-10-01,Halton Catholic District School Board,Holy Trinity Catholic Secondary School,Oakville,0,0,1,1
2020-09-30,2020-10-01,York Region District School Board,Nellie McClung Public School,Halton Hills,0,0,1,1
2020-09-30,2020-10-01,Halton Catholic District School Board,St. Andrew Catholic Elementary School,Oakville,0,0,1,1
2020-09-30,2020-10-01,Halton Catholic District School Board,St. Anthony of Padua Catholic Elementary School,Milton,0,0,2,2
2020-09-30,2020-10-01,Halton Catholic District School Board,St. Francis of Assisi Catholic Elementary School,Halton Hills,0,0,2,2
2020-09-30,2020-10-01,Halton Catholic District School Board,St. Francis Xavier Catholic Elementary School,Milton,0,0,1,1
2020-09-30,2020-10-01,Halton Catholic District School Board,St. Ignatius of Loyola Catholic Secondary School,Oakville,0,0,1,1
2020-09-30,2020-10-01,Halton Catholic District School Board,St. Patrick Catholic Elementary School,Burlington,0,0,3,3
2020-09-30,2020-10-01,Halton Catholic District School Board,St. Thomas Aquinas Catholic Secondary School,Oakville,0,0,1,1
2020-09-30,2020-10-01,Halton District School Board,Emily Carr Public School,Oakville,0,0,1,1
2020-09-30,2020-10-01,Halton District School Board,Garth Webb Secondary School,Oakville,0,0,1,1
2020-09-30,2020-10-01,Halton District School Board,Heritage Glen Public School,Oakville,0,0,1,1
2020-09-30,2020-10-01,Halton District School Board,Maple Grove Public School,Oakville,0,0,1,1
2020-09-30,2020-10-01,Halton District School Board,Mohawk Gardens Public School,Burlington,0,0,1,1
2020-09-30,2020-10-01,Halton District School Board,Nelson Secondary School,Burlington,0,0,2,2
2020-09-30,2020-10-01,Halton District School Board,Sunningdale Public School,Oakville,0,0,2,2
2020-09-30,2020-10-01,Halton District School Board,West Oak Public School,Oakville,0,0,1,1
2020-09-30,2020-10-01,Halton District School Board,White Oaks Secondary School,Oakville,0,0,1,1
2020-09-30,2020-10-01,Hamilton Wentworth Catholic District School Board,Bishop Tonnos Catholic Secondary School,Hamilton,1,0,0,1
2020-09-30,2020-10-01,Hamilton Wentworth Catholic District School Board,Guardian Angel Catholic ES,Hamilton,0,0,1,1
2020-09-30,2020-10-01,Hamilton Wentworth District School Board,R L Hyslop Elementary School,Hamilton,1,0,0,1
2020-09-30,2020-10-01,Hamilton Wentworth District School Board,St. Kateri Tekakwitha Catholic Elementary School,Hamilton,2,0,0,2
2020-09-30,2020-10-01,Kawartha Pine Ridge District School Board,Adam Scott Collegiate Vocational Institute,Peterborough ,3,0,0,3
2020-09-30,2020-10-01,Keewatin-Patricia District School Board,Golden Learning Centre,Red Lake,1,0,0,1
2020-09-30,2020-10-01,KidsAbility School Authority,KidsAbility School Authority,Cambridge ,0,1,0,1
2020-09-30,2020-10-01,Lakehead District School Board,Ecole Gron Morgan Public School,Thunder Bay,1,0,0,1
2020-09-30,2020-10-01,Niagara Catholic District School Board,Canadian Martyrs Catholic Elementary School,St. Catharines,1,0,0,1
2020-09-30,2020-10-01,Niagara Catholic District School Board,Holy Cross Catholic Secondary School,St. Catharines,1,0,0,1
2020-09-30,2020-10-01,Niagara Catholic District School Board,Mary Ward Catholic Elementary School,Niagara Falls,0,1,0,1
2020-09-30,2020-10-01,Niagara Catholic District School Board,St. Vincent de Paul Catholic Elementary School,Niagara Falls,1,0,0,1
2020-09-30,2020-10-01,Ottawa Catholic District School Board,Assumption Catholic Elementary School,Ottawa,2,0,0,2
2020-09-30,2020-10-01,Ottawa Catholic District School Board,Corpus Christi Elementary School,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Ottawa Catholic District School Board,Holy Spirit Elementary School,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Ottawa Catholic District School Board,Immaculata High School,Ottawa,0,1,0,1
2020-09-30,2020-10-01,Ottawa Catholic District School Board,Lester B Pearson Catholic High School,Ottawa,2,0,0,2
2020-09-30,2020-10-01,Ottawa Catholic District School Board,Monsignor Paul Baxter Elementary School,Ottawa,1,2,0,3
2020-09-30,2020-10-01,Ottawa Catholic District School Board,Notre Dame High School,Ottawa,7,0,0,7
2020-09-30,2020-10-01,Ottawa Catholic District School Board,Prince of Peace Elementary School,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Ottawa Catholic District School Board,St Clare Elementary School,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Ottawa Catholic District School Board,St Joseph High School,Ottawa,2,0,0,2
2020-09-30,2020-10-01,Ottawa Catholic District School Board,St Luke Elementary School,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Ottawa Catholic District School Board,St Martin de Porres Elementary School,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Ottawa Catholic District School Board,St Patrick's High School,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Ottawa Catholic District School Board,St Paul High School,Ottawa,2,0,0,2
2020-09-30,2020-10-01,Ottawa Catholic District School Board,St Peter High School,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Ottawa Catholic District School Board,St. Brother Andre Elementary School,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Ottawa Catholic District School Board,St. Francis Xavier (9-12) Catholic School,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Ottawa Catholic District School Board,St. John XXIII Elementary School,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Ottawa Catholic District School Board,St. Joseph High School,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Ottawa Catholic District School Board,St. Kateri Tekakwitha Elementary School,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Ottawa Catholic District School Board,St. Marguerite d’Youville Catholic Elementary School,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Ottawa Catholic District School Board,St. Mother Teresa High School,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Ottawa Catholic School Board,Prince of Peace Elementary School,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Ottawa Catholic School Board,St Elizabeth Elementary School,Ottawa,4,0,0,4
2020-09-30,2020-10-01,Ottawa Catholic School Board,St Patrick Elementary School,Ottawa,0,1,0,1
2020-09-30,2020-10-01,Ottawa-Carleton District School Board,Adrienne Clarkson Elementary School,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Ottawa-Carleton District School Board,Adult High School,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Ottawa-Carleton District School Board,Alta Vista Public School,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Ottawa-Carleton District School Board,Bayview Public School,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Ottawa-Carleton District School Board,Broadview Public School,Ottawa,0,1,0,1
2020-09-30,2020-10-01,Ottawa-Carleton District School Board,Cairine Wilson Secondary School,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Ottawa-Carleton District School Board,Elizabeth Wyn Wood Secondary Alternate,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Ottawa-Carleton District School Board,Fielding Drive Public School,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Ottawa-Carleton District School Board,Glen Ogilvie Public School,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Ottawa-Carleton District School Board,Lisgar Collegiate Institute,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Ottawa-Carleton District School Board,Manor Park Public School,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Ottawa-Carleton District School Board,Mutchmor Public School,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Ottawa-Carleton District School Board,Ottawa Technical Secondary School,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Ottawa-Carleton District School Board,Queen Mary Street Public School,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Ottawa-Carleton District School Board,Ridgemont High School,Ottawa,1,0,0,1
2020-09-30,2020-10-01,Peel District School Board,Applewood Heights Secondary School,Mississauga,0,0,1,1
2020-09-30,2020-10-01,Peel District School Board,Birchbank Public School,Brampton,0,0,1,1
2020-09-30,2020-10-01,Peel District School Board,Carberry Public School,Brampton,0,0,1,1
2020-09-30,2020-10-01,Peel District School Board,Castlemore Public School,Brampton,0,0,1,1
2020-09-30,2020-10-01,Peel District School Board,Central Peel Secondary School,Brampton,0,0,1,1
2020-09-30,2020-10-01,Peel District School Board,Darcel Avenue Senior Public School,Mississauga,0,0,1,1
2020-09-30,2020-10-01,Peel District School Board,David Leeder Middle School,Mississauga,0,0,1,1
2020-09-30,2020-10-01,Peel District School Board,David Suzuki Secondary School,Brampton,0,0,1,1
2020-09-30,2020-10-01,Peel District School Board,Derry West Village Public School,Mississauga,0,0,1,1
2020-09-30,2020-10-01,Peel District School Board,Dolphin Senior Public School,Mississauga,0,0,2,2
2020-09-30,2020-10-01,Peel District School Board,Ellwood Memorial Public School,Caledon,0,0,1,1
2020-09-30,2020-10-01,Peel District School Board,Erin Mills Middle School,Mississauga,0,0,1,1
2020-09-30,2020-10-01,Peel District School Board,Fletcher's Creek Senior Public School,Brampton,0,0,1,1
2020-09-30,2020-10-01,Peel District School Board,Folkstone Public School,Brampton,0,0,1,1
2020-09-30,2020-10-01,Peel District School Board,Goldcrest Public School,Brampton,0,0,2,2
2020-09-30,2020-10-01,Peel District School Board,Gordon Graydon Senior Public School,Brampton,0,0,1,1
2020-09-30,2020-10-01,Peel District School Board,Heart Lake Secondary School,Brampton,0,0,1,1
2020-09-30,2020-10-01,Peel District School Board,Kingswood Drive Public School,Brampton,0,0,1,1
2020-09-30,2020-10-01,Peel District School Board,Lougheed Middle School,Brampton,0,0,1,1
2020-09-30,2020-10-01,Peel District School Board,Mayfield Secondary School,Caledon,0,0,1,1
