"date","lhin_region","ICU","ICU_vented","hospitalizations"
"2020-07-18","CENTRAL",16,12,33
"2020-07-19","CENTRAL",15,11,33
"2020-07-20","CENTRAL",15,12,34
"2020-07-21","CENTRAL",15,11,37
"2020-07-22","CENTRAL",17,10,43
"2020-07-23","CENTRAL",17,9,40
"2020-07-24","CENTRAL",15,9,34
"2020-07-25","CENTRAL",15,9,34
"2020-07-26","CENTRAL",14,9,30
"2020-07-27","CENTRAL",16,8,29
"2020-07-28","CENTRAL",16,9,32
"2020-07-29","CENTRAL",13,8,31
"2020-07-30","CENTRAL",13,7,29
"2020-07-31","CENTRAL",12,7,27
"2020-08-01","CENTRAL",12,7,27
"2020-08-02","CENTRAL",11,8,26
"2020-08-03","CENTRAL",10,8,31
"2020-08-04","CENTRAL",10,8,29
"2020-08-05","CENTRAL",11,8,24
"2020-08-06","CENTRAL",11,7,29
"2020-08-07","CENTRAL",8,6,23
"2020-08-08","CENTRAL",7,7,16
"2020-08-09","CENTRAL",7,6,24
"2020-08-10","CENTRAL",8,7,19
"2020-08-11","CENTRAL",7,6,21
"2020-08-12","CENTRAL",7,6,19
"2020-08-13","CENTRAL",7,6,16
"2020-08-14","CENTRAL",6,5,16
"2020-08-15","CENTRAL",6,5,13
"2020-08-16","CENTRAL",6,5,11
"2020-08-17","CENTRAL",5,5,7
"2020-08-18","CENTRAL",5,5,12
"2020-08-19","CENTRAL",4,4,12
"2020-08-20","CENTRAL",4,3,10
"2020-08-21","CENTRAL",4,3,13
"2020-08-22","CENTRAL",4,3,13
"2020-08-23","CENTRAL",4,4,14
"2020-08-24","CENTRAL",4,4,13
"2020-08-25","CENTRAL",6,6,15
"2020-08-26","CENTRAL",8,6,19
"2020-08-27","CENTRAL",10,7,22
"2020-08-28","CENTRAL",10,8,31
"2020-08-29","CENTRAL",10,4,23
"2020-08-30","CENTRAL",11,7,21
"2020-08-31","CENTRAL",10,5,19
"2020-09-01","CENTRAL",11,6,24
"2020-09-02","CENTRAL",8,6,20
"2020-09-03","CENTRAL",7,6,22
"2020-09-04","CENTRAL",9,6,29
"2020-09-05","CENTRAL",10,6,26
"2020-09-06","CENTRAL",11,6,27
"2020-09-07","CENTRAL",13,6,28
"2020-09-08","CENTRAL",11,5,28
"2020-09-09","CENTRAL",8,5,30
"2020-09-10","CENTRAL",8,6,28
"2020-09-11","CENTRAL",8,6,23
"2020-09-12","CENTRAL",8,5,22
"2020-09-13","CENTRAL",8,6,19
"2020-09-14","CENTRAL",9,6,22
"2020-09-15","CENTRAL",10,5,25
"2020-09-16","CENTRAL",11,7,23
"2020-09-17","CENTRAL",12,7,22
"2020-09-18","CENTRAL",10,6,25
"2020-09-19","CENTRAL",10,6,28
"2020-09-20","CENTRAL",12,6,32
"2020-09-21","CENTRAL",12,7,37
"2020-09-22","CENTRAL",14,8,44
"2020-09-23","CENTRAL",14,6,46
"2020-09-24","CENTRAL",15,6,45
"2020-09-25","CENTRAL",14,6,45
"2020-09-26","CENTRAL",16,8,44
"2020-09-27","CENTRAL",16,9,47
"2020-09-28","CENTRAL",16,10,50
"2020-09-29","CENTRAL",15,10,53
"2020-09-30","CENTRAL",18,10,49
"2020-10-01","CENTRAL",18,10,52
"2020-10-02","CENTRAL",17,10,55
"2020-10-03","CENTRAL",18,11,52
"2020-10-04","CENTRAL",18,12,49
"2020-10-05","CENTRAL",19,12,52
"2020-10-06","CENTRAL",18,12,61
"2020-10-07","CENTRAL",16,12,61
"2020-10-08","CENTRAL",18,13,68
"2020-10-09","CENTRAL",19,13,82
"2020-10-10","CENTRAL",22,12,85
"2020-10-11","CENTRAL",23,13,88
"2020-10-12","CENTRAL",23,12,81
"2020-10-13","CENTRAL",27,14,89
"2020-10-14","CENTRAL",30,15,84
"2020-10-15","CENTRAL",30,13,105
"2020-10-16","CENTRAL",34,17,107
"2020-10-17","CENTRAL",32,17,119
"2020-10-18","CENTRAL",29,15,110
"2020-10-19","CENTRAL",28,14,117
"2020-10-20","CENTRAL",28,18,125
"2020-10-21","CENTRAL",27,20,118
"2020-10-22","CENTRAL",27,23,116
"2020-10-23","CENTRAL",28,18,115
"2020-10-24","CENTRAL",31,24,127
"2020-10-25","CENTRAL",31,24,127
"2020-10-26","CENTRAL",31,23,141
"2020-10-27","CENTRAL",30,23,139
"2020-10-28","CENTRAL",29,24,129
"2020-10-29","CENTRAL",31,23,127
"2020-10-30","CENTRAL",34,26,127
"2020-10-31","CENTRAL",35,30,133
"2020-11-01","CENTRAL",35,23,135
"2020-11-02","CENTRAL",34,21,140
"2020-11-03","CENTRAL",30,21,137
"2020-11-04","CENTRAL",30,20,148
"2020-11-05","CENTRAL",40,22,155
"2020-11-06","CENTRAL",39,24,151
"2020-11-07","CENTRAL",42,25,171
"2020-11-08","CENTRAL",38,25,160
"2020-11-09","CENTRAL",35,25,158
"2020-11-10","CENTRAL",35,23,180
"2020-11-11","CENTRAL",37,23,186
"2020-11-12","CENTRAL",40,26,200
"2020-11-13","CENTRAL",45,28,213
"2020-11-14","CENTRAL",43,27,231
"2020-11-15","CENTRAL",47,30,224
"2020-11-16","CENTRAL",50,29,231
"2020-11-17","CENTRAL",52,30,246
"2020-11-18","CENTRAL",53,34,249
"2020-11-19","CENTRAL",60,34,246
"2020-11-20","CENTRAL",59,35,246
"2020-11-21","CENTRAL",56,32,237
"2020-11-22","CENTRAL",60,32,234
"2020-11-23","CENTRAL",63,42,250
"2020-11-24","CENTRAL",68,42,242
"2020-11-25","CENTRAL",71,51,233
"2020-11-26","CENTRAL",70,50,258
"2020-11-27","CENTRAL",71,46,239
"2020-11-28","CENTRAL",72,48,277
"2020-11-29","CENTRAL",74,44,274
"2020-11-30","CENTRAL",77,54,272
"2020-12-01","CENTRAL",81,56,277
"2020-12-02","CENTRAL",77,47,275
"2020-04-02","EAST",38,31,99
"2020-04-03","EAST",47,39,101
"2020-04-04","EAST",45,36,113
"2020-04-05","EAST",49,45,111
"2020-04-06","EAST",53,45,129
"2020-04-07","EAST",53,46,136
"2020-04-08","EAST",59,47,129
"2020-04-09","EAST",63,52,136
"2020-04-10","EAST",63,56,145
"2020-04-11","EAST",62,54,150
"2020-04-12","EAST",60,45,142
"2020-04-13","EAST",56,46,155
"2020-04-14","EAST",58,42,146
"2020-04-15","EAST",54,38,139
"2020-04-16","EAST",47,38,138
"2020-04-17","EAST",45,33,134
"2020-04-18","EAST",49,33,137
"2020-04-19","EAST",46,32,136
"2020-04-20","EAST",47,29,136
"2020-04-21","EAST",44,28,135
"2020-04-22","EAST",43,27,141
"2020-04-23","EAST",35,23,134
"2020-04-24","EAST",33,25,143
"2020-04-25","EAST",33,25,137
"2020-04-26","EAST",35,27,140
"2020-04-27","EAST",35,28,138
"2020-04-28","EAST",36,28,142
"2020-04-29","EAST",36,29,152
"2020-04-30","EAST",37,28,161
"2020-05-01","EAST",41,31,158
"2020-05-02","EAST",40,27,148
"2020-05-03","EAST",42,30,157
"2020-05-04","EAST",45,33,159
"2020-05-05","EAST",43,31,160
"2020-05-06","EAST",41,31,160
"2020-05-07","EAST",42,29,165
"2020-05-08","EAST",42,32,168
"2020-05-09","EAST",39,28,170
"2020-05-10","EAST",34,26,170
"2020-05-11","EAST",34,26,186
"2020-05-12","EAST",31,21,166
"2020-05-13","EAST",30,21,165
"2020-05-14","EAST",32,23,163
"2020-05-15","EAST",30,19,150
"2020-05-16","EAST",28,21,147
"2020-05-17","EAST",28,21,148
"2020-05-18","EAST",27,20,144
"2020-05-19","EAST",27,17,144
"2020-05-20","EAST",25,19,141
"2020-05-21","EAST",24,20,140
"2020-05-22","EAST",26,21,139
"2020-05-23","EAST",24,22,134
"2020-05-24","EAST",23,14,127
"2020-05-25","EAST",24,21,125
"2020-05-26","EAST",22,18,119
"2020-05-27","EAST",24,20,125
"2020-05-28","EAST",24,20,117
"2020-05-29","EAST",25,18,122
"2020-05-30","EAST",21,17,120
"2020-05-31","EAST",20,17,120
"2020-06-01","EAST",22,19,117
"2020-06-02","EAST",23,17,121
"2020-06-03","EAST",23,18,117
"2020-06-04","EAST",21,19,114
"2020-06-05","EAST",21,18,112
"2020-06-06","EAST",21,17,105
"2020-06-07","EAST",21,17,100
"2020-06-08","EAST",21,13,97
"2020-06-09","EAST",21,15,94
"2020-06-10","EAST",21,13,94
"2020-06-11","EAST",18,13,87
"2020-06-12","EAST",17,14,89
"2020-06-13","EAST",17,12,72
"2020-06-14","EAST",18,15,62
"2020-06-15","EAST",19,14,57
"2020-06-16","EAST",18,12,60
"2020-06-17","EAST",16,12,53
"2020-06-18","EAST",15,11,52
"2020-06-19","EAST",39,36,50
"2020-06-20","EAST",13,11,45
"2020-06-21","EAST",14,12,34
"2020-06-22","EAST",14,12,34
"2020-06-23","EAST",15,9,35
"2020-06-24","EAST",14,8,35
"2020-06-25","EAST",12,5,32
"2020-06-26","EAST",13,5,28
"2020-06-27","EAST",11,5,32
"2020-06-28","EAST",9,5,31
"2020-06-29","EAST",8,5,27
"2020-06-30","EAST",8,5,21
"2020-07-01","EAST",10,5,24
"2020-07-02","EAST",8,5,19
"2020-07-03","EAST",8,3,19
"2020-07-05","EAST",7,5,17
"2020-07-06","EAST",6,5,18
"2020-07-07","EAST",6,4,17
"2020-07-08","EAST",5,3,15
"2020-07-09","EAST",3,2,13
"2020-07-10","EAST",3,2,12
"2020-07-11","EAST",4,1,12
"2020-07-12","EAST",4,2,12
"2020-07-13","EAST",4,2,12
"2020-07-14","EAST",4,2,12
"2020-07-15","EAST",5,2,12
"2020-07-16","EAST",3,2,15
"2020-07-17","EAST",4,2,12
"2020-07-18","EAST",5,3,14
"2020-07-19","EAST",4,3,13
"2020-07-20","EAST",4,3,15
"2020-07-21","EAST",7,4,17
"2020-07-22","EAST",7,4,14
"2020-07-23","EAST",7,5,15
"2020-07-24","EAST",6,4,15
"2020-07-25","EAST",5,4,17
"2020-07-26","EAST",6,4,13
"2020-07-27","EAST",6,4,15
"2020-07-28","EAST",7,4,16
"2020-07-29","EAST",7,4,15
"2020-07-30","EAST",6,3,16
"2020-07-31","EAST",7,3,16
"2020-08-01","EAST",5,1,17
"2020-08-02","EAST",4,1,17
"2020-08-03","EAST",4,1,14
"2020-08-04","EAST",4,1,18
"2020-08-05","EAST",3,0,14
"2020-08-06","EAST",3,0,12
"2020-08-07","EAST",4,0,13
"2020-08-08","EAST",4,0,12
"2020-08-09","EAST",4,0,9
"2020-08-10","EAST",4,0,8
"2020-08-11","EAST",3,0,11
"2020-08-12","EAST",3,0,11
"2020-08-13","EAST",4,0,9
"2020-08-14","EAST",3,0,9
"2020-08-15","EAST",4,0,11
"2020-08-16","EAST",4,0,8
"2020-08-17","EAST",3,0,8
"2020-08-18","EAST",3,1,9
"2020-08-19","EAST",3,1,9
"2020-08-20","EAST",4,1,6
"2020-08-21","EAST",3,1,5
"2020-08-22","EAST",3,1,9
"2020-08-23","EAST",3,1,11
"2020-08-24","EAST",4,1,11
"2020-08-25","EAST",3,1,8
"2020-08-26","EAST",3,1,10
"2020-08-27","EAST",4,1,12
"2020-08-28","EAST",4,1,14
"2020-08-29","EAST",4,1,12
"2020-08-30","EAST",4,0,12
"2020-08-31","EAST",3,1,11
"2020-09-01","EAST",3,1,11
"2020-09-02","EAST",2,1,13
"2020-09-03","EAST",3,1,9
"2020-09-04","EAST",2,0,11
"2020-09-05","EAST",2,0,13
"2020-09-06","EAST",2,1,10
"2020-09-07","EAST",3,1,11
"2020-09-08","EAST",3,0,12
"2020-09-09","EAST",3,1,10
"2020-09-10","EAST",4,1,14
"2020-09-11","EAST",4,1,11
"2020-09-12","EAST",1,1,10
"2020-09-13","EAST",1,1,10
"2020-09-14","EAST",1,1,11
"2020-09-15","EAST",2,1,9
"2020-09-16","EAST",2,1,8
"2020-09-17","EAST",1,1,9
"2020-09-18","EAST",2,0,10
"2020-09-19","EAST",2,0,15
"2020-09-20","EAST",3,0,11
"2020-09-21","EAST",3,1,10
"2020-09-22","EAST",3,0,10
"2020-09-23","EAST",4,0,14
"2020-09-24","EAST",4,0,15
"2020-09-25","EAST",4,2,16
"2020-09-26","EAST",5,2,25
"2020-09-27","EAST",6,3,32
"2020-09-28","EAST",6,3,39
"2020-09-29","EAST",8,3,42
"2020-09-30","EAST",9,4,54
"2020-10-01","EAST",9,5,56
"2020-10-02","EAST",10,6,60
"2020-10-03","EAST",11,7,55
"2020-10-04","EAST",12,8,59
"2020-10-05","EAST",12,8,59
"2020-10-06","EAST",11,9,63
"2020-10-07","EAST",12,9,66
"2020-10-08","EAST",15,11,66
"2020-10-09","EAST",16,11,69
"2020-10-10","EAST",16,11,60
"2020-10-11","EAST",19,13,64
"2020-10-12","EAST",21,12,63
"2020-10-13","EAST",21,13,78
"2020-10-14","EAST",20,12,76
"2020-10-15","EAST",20,11,75
"2020-10-16","EAST",22,11,81
"2020-10-17","EAST",25,15,74
"2020-10-18","EAST",24,16,68
"2020-10-19","EAST",25,16,63
"2020-10-20","EAST",26,15,68
"2020-10-21","EAST",26,16,72
"2020-10-22","EAST",27,14,80
"2020-10-23","EAST",26,14,79
"2020-10-24","EAST",26,16,82
"2020-10-25","EAST",25,18,75
"2020-10-26","EAST",25,16,81
"2020-10-27","EAST",26,16,85
"2020-10-28","EAST",26,16,88
"2020-10-29","EAST",27,17,98
"2020-10-30","EAST",25,16,99
"2020-10-31","EAST",24,17,94
"2020-11-01","EAST",23,14,97
"2020-11-02","EAST",24,14,106
"2020-11-03","EAST",24,14,111
"2020-11-04","EAST",24,13,122
"2020-11-05","EAST",24,13,124
"2020-11-06","EAST",29,15,120
"2020-11-07","EAST",28,16,115
"2020-11-08","EAST",30,17,115
"2020-11-09","EAST",31,19,118
"2020-11-10","EAST",27,17,128
"2020-11-11","EAST",31,19,128
"2020-11-12","EAST",34,20,117
"2020-11-13","EAST",32,19,132
"2020-11-14","EAST",30,16,136
"2020-11-15","EAST",33,17,122
"2020-11-16","EAST",32,20,122
"2020-11-17","EAST",31,20,120
"2020-11-18","EAST",30,19,125
"2020-11-19","EAST",35,21,121
"2020-11-20","EAST",34,24,120
"2020-11-21","EAST",32,22,116
"2020-11-22","EAST",30,20,108
"2020-11-23","EAST",32,19,112
"2020-11-24","EAST",34,15,115
"2020-11-25","EAST",34,17,110
"2020-11-26","EAST",29,16,106
"2020-11-27","EAST",29,17,98
"2020-11-28","EAST",28,16,99
"2020-11-29","EAST",29,19,104
"2020-11-30","EAST",33,18,119
"2020-12-01","EAST",39,21,124
"2020-12-02","EAST",39,19,128
"2020-04-02","NORTH",0,0,4
"2020-04-03","NORTH",3,1,8
"2020-04-04","NORTH",3,1,11
"2020-04-05","NORTH",4,1,7
"2020-04-06","NORTH",3,1,9
"2020-04-07","NORTH",3,1,10
"2020-04-08","NORTH",4,1,9
"2020-04-09","NORTH",5,1,11
"2020-04-10","NORTH",5,1,12
"2020-04-11","NORTH",4,2,12
"2020-04-12","NORTH",4,1,12
"2020-04-13","NORTH",4,1,12
"2020-04-14","NORTH",3,1,13
"2020-04-15","NORTH",3,2,13
"2020-04-16","NORTH",3,2,9
"2020-04-17","NORTH",3,3,9
"2020-04-18","NORTH",3,3,7
"2020-04-19","NORTH",3,3,10
"2020-04-20","NORTH",4,4,9
"2020-04-21","NORTH",4,3,9
"2020-04-22","NORTH",4,3,11
"2020-04-23","NORTH",4,4,13
"2020-04-24","NORTH",3,3,12
"2020-04-25","NORTH",3,3,11
"2020-04-26","NORTH",3,2,11
"2020-04-27","NORTH",3,2,12
"2020-04-28","NORTH",2,1,13
"2020-04-29","NORTH",2,1,10
"2020-04-30","NORTH",2,1,9
"2020-05-01","NORTH",2,1,10
"2020-05-02","NORTH",2,1,10
"2020-05-03","NORTH",3,1,11
"2020-05-04","NORTH",3,1,11
"2020-05-05","NORTH",3,1,11
"2020-05-06","NORTH",2,1,10
"2020-05-07","NORTH",2,0,9
"2020-05-08","NORTH",2,0,9
"2020-05-09","NORTH",2,0,8
"2020-05-10","NORTH",2,0,7
"2020-05-11","NORTH",1,0,7
"2020-05-12","NORTH",1,0,7
"2020-05-13","NORTH",1,0,7
"2020-05-14","NORTH",1,1,8
"2020-05-15","NORTH",0,0,7
"2020-05-16","NORTH",0,0,5
"2020-05-17","NORTH",0,0,5
"2020-05-18","NORTH",0,0,5
"2020-05-19","NORTH",0,0,3
"2020-05-20","NORTH",0,0,3
"2020-05-21","NORTH",0,0,3
"2020-05-22","NORTH",0,0,5
"2020-05-23","NORTH",0,0,5
"2020-05-24","NORTH",0,0,5
"2020-05-25","NORTH",0,0,5
"2020-05-26","NORTH",0,0,4
"2020-05-27","NORTH",0,0,6
"2020-05-28","NORTH",0,0,7
"2020-05-29","NORTH",0,0,4
"2020-05-30","NORTH",0,0,4
"2020-05-31","NORTH",0,0,4
"2020-06-01","NORTH",0,0,4
"2020-06-02","NORTH",0,0,3
"2020-06-03","NORTH",0,0,3
"2020-06-04","NORTH",0,0,5
"2020-06-05","NORTH",0,0,6
"2020-06-06","NORTH",0,0,4
"2020-06-07","NORTH",0,0,3
"2020-06-08","NORTH",0,0,3
"2020-06-09","NORTH",0,0,4
"2020-06-10","NORTH",0,0,4
"2020-06-11","NORTH",0,0,3
"2020-06-12","NORTH",0,0,3
"2020-06-13","NORTH",0,0,3
"2020-06-14","NORTH",0,0,4
"2020-06-15","NORTH",0,0,4
"2020-06-16","NORTH",0,0,4
"2020-06-17","NORTH",0,0,6
"2020-06-18","NORTH",0,0,6
"2020-06-19","NORTH",0,0,6
"2020-06-20","NORTH",0,0,8
"2020-06-21","NORTH",0,0,4
"2020-06-22","NORTH",0,0,4
"2020-06-23","NORTH",0,0,4
"2020-06-24","NORTH",0,0,6
"2020-06-25","NORTH",0,0,5
"2020-06-26","NORTH",0,0,4
"2020-06-27","NORTH",0,0,4
"2020-06-28","NORTH",0,0,4
"2020-06-29","NORTH",0,0,4
"2020-06-30","NORTH",0,0,3
"2020-07-01","NORTH",0,0,3
"2020-07-02","NORTH",0,0,0
"2020-07-03","NORTH",0,0,0
"2020-07-05","NORTH",0,0,2
"2020-07-06","NORTH",0,0,2
"2020-07-07","NORTH",0,0,2
"2020-07-08","NORTH",0,0,2
"2020-07-09","NORTH",0,0,2
"2020-07-10","NORTH",1,0,2
"2020-07-11","NORTH",0,0,3
"2020-07-12","NORTH",0,0,2
"2020-07-13","NORTH",0,0,2
"2020-07-14","NORTH",0,0,2
"2020-07-15","NORTH",0,0,4
"2020-07-16","NORTH",0,0,2
"2020-07-17","NORTH",0,0,0
"2020-07-18","NORTH",0,0,1
"2020-07-19","NORTH",0,0,1
"2020-07-20","NORTH",0,0,1
"2020-07-21","NORTH",0,0,0
"2020-07-22","NORTH",0,0,1
"2020-07-23","NORTH",0,0,2
"2020-07-24","NORTH",0,0,1
"2020-07-25","NORTH",0,0,1
"2020-07-26","NORTH",0,0,2
"2020-07-27","NORTH",0,0,2
"2020-07-28","NORTH",0,0,2
"2020-07-29","NORTH",0,0,2
"2020-07-30","NORTH",0,0,1
"2020-07-31","NORTH",0,0,2
"2020-08-01","NORTH",0,0,2
"2020-08-02","NORTH",0,0,2
"2020-08-03","NORTH",0,0,2
"2020-08-04","NORTH",0,0,2
"2020-08-05","NORTH",0,0,2
"2020-08-06","NORTH",0,0,1
"2020-08-07","NORTH",0,0,1
"2020-08-08","NORTH",0,0,1
"2020-08-09","NORTH",0,0,1
"2020-08-10","NORTH",0,0,1
"2020-08-11","NORTH",0,0,1
"2020-08-12","NORTH",0,0,1
"2020-08-13","NORTH",0,0,1
"2020-08-14","NORTH",0,0,1
"2020-08-15","NORTH",0,0,1
"2020-08-16","NORTH",0,0,1
"2020-08-17","NORTH",0,0,1
"2020-08-18","NORTH",0,0,1
"2020-08-19","NORTH",0,0,1
"2020-08-20","NORTH",0,0,1
"2020-08-21","NORTH",0,0,1
"2020-08-22","NORTH",0,0,1
"2020-08-23","NORTH",0,0,1
"2020-08-24","NORTH",0,0,1
"2020-08-25","NORTH",0,0,0
"2020-08-26","NORTH",0,0,0
"2020-08-27","NORTH",0,0,0
"2020-08-28","NORTH",0,0,0
"2020-08-29","NORTH",0,0,0
"2020-08-30","NORTH",0,0,0
"2020-08-31","NORTH",0,0,0
"2020-09-01","NORTH",0,0,0
"2020-09-02","NORTH",0,0,0
"2020-09-03","NORTH",0,0,0
"2020-09-04","NORTH",0,0,0
"2020-09-05","NORTH",0,0,0
"2020-09-06","NORTH",0,0,0
"2020-09-07","NORTH",0,0,0
"2020-09-08","NORTH",0,0,0
"2020-09-09","NORTH",0,0,0
"2020-09-10","NORTH",0,0,0
"2020-09-11","NORTH",0,0,0
"2020-09-12","NORTH",0,0,0
"2020-09-13","NORTH",0,0,0
"2020-09-14","NORTH",0,0,0
"2020-09-15","NORTH",0,0,0
"2020-09-16","NORTH",0,0,0
"2020-09-17","NORTH",0,0,2
"2020-09-18","NORTH",0,0,0
"2020-09-19","NORTH",0,0,0
"2020-09-20","NORTH",0,0,0
"2020-09-21","NORTH",0,0,0
"2020-09-22","NORTH",0,0,0
"2020-09-23","NORTH",0,0,0
"2020-09-24","NORTH",0,0,0
"2020-09-25","NORTH",0,0,0
"2020-09-26","NORTH",0,0,0
"2020-09-27","NORTH",0,0,0
"2020-09-28","NORTH",0,0,0
"2020-09-29","NORTH",0,0,0
"2020-09-30","NORTH",0,0,0
"2020-10-01","NORTH",0,0,2
"2020-10-02","NORTH",0,0,0
"2020-10-03","NORTH",0,0,0
"2020-10-04","NORTH",0,0,0
"2020-10-05","NORTH",0,0,0
"2020-10-06","NORTH",0,0,0
"2020-10-07","NORTH",0,0,1
"2020-10-08","NORTH",0,0,1
"2020-10-09","NORTH",0,0,1
"2020-10-10","NORTH",0,0,1
"2020-10-11","NORTH",0,0,0
"2020-10-12","NORTH",0,0,0
"2020-10-13","NORTH",0,0,0
"2020-10-14","NORTH",0,0,1
"2020-10-15","NORTH",0,0,0
"2020-10-16","NORTH",0,0,0
"2020-10-17","NORTH",0,0,0
"2020-10-18","NORTH",0,0,3
"2020-10-19","NORTH",0,0,0
"2020-10-20","NORTH",0,0,0
"2020-10-21","NORTH",0,0,0
"2020-10-22","NORTH",0,0,0
"2020-10-23","NORTH",0,0,0
"2020-10-24","NORTH",0,0,0
"2020-10-25","NORTH",0,0,0
"2020-10-26","NORTH",0,0,0
"2020-10-27","NORTH",0,0,1
"2020-10-28","NORTH",0,0,3
"2020-10-29","NORTH",0,0,2
"2020-10-30","NORTH",0,0,0
"2020-10-31","NORTH",0,0,0
"2020-11-01","NORTH",0,0,0
"2020-11-02","NORTH",0,0,0
"2020-11-03","NORTH",0,0,0
"2020-11-04","NORTH",1,0,1
"2020-11-05","NORTH",0,0,1
"2020-11-06","NORTH",0,0,1
"2020-11-07","NORTH",0,0,1
"2020-11-08","NORTH",0,0,1
"2020-11-09","NORTH",0,0,1
"2020-11-10","NORTH",0,0,1
"2020-11-11","NORTH",0,0,1
"2020-11-12","NORTH",0,0,1
"2020-11-13","NORTH",0,0,1
"2020-11-14","NORTH",0,0,0
"2020-11-15","NORTH",1,0,1
"2020-11-16","NORTH",2,0,2
"2020-11-17","NORTH",1,0,3
"2020-11-18","NORTH",1,0,3
"2020-11-19","NORTH",1,0,5
"2020-11-20","NORTH",1,0,4
"2020-11-21","NORTH",2,0,5
