pruid,prname,prnameFR,date,numconf,numprob,numdeaths,numtotal,numtested,numrecover,percentrecover,ratetested,numtoday,percentoday,ratetotal,ratedeaths,numdeathstoday,percentdeath,numtestedtoday,numrecoveredtoday,percentactive,numactive,rateactive,numtotal_last14,ratetotal_last14,numdeaths_last14,ratedeaths_last14
48,Alberta,Alberta,13-04-2020,1732,0,46.0,1732,77007.0,,,17616.0,81,4.91,39.62,1.05,2.0,2.66,2298.0,,97.34,1686.0,38.57,1042.0,23.84,38.0,0.87
47,Saskatchewan,Saskatchewan,13-04-2020,300,0,4.0,300,18995.0,,,16173.0,2,0.67,25.54,0.34,0.0,1.33,496.0,,98.67,296.0,25.2,125.0,10.64,2.0,0.17
46,Manitoba,Manitoba,13-04-2020,229,17,4.0,246,17119.0,,,12501.0,4,1.65,17.96,0.29,0.0,1.63,53.0,,98.37,242.0,17.67,150.0,10.95,3.0,0.22
35,Ontario,Ontario,13-04-2020,7470,0,291.0,7470,109764.0,,,7535.0,421,5.97,51.28,2.0,17.0,3.9,4980.0,,96.1,7179.0,49.28,5764.0,39.57,258.0,1.77
24,Quebec,Québec,13-04-2020,13557,0,360.0,13557,131570.0,,,15506.0,711,5.53,159.78,4.24,32.0,2.66,4799.0,,97.34,13197.0,155.53,10127.0,119.35,335.0,3.95
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,13-04-2020,244,0,3.0,244,4897.0,,,9389.0,2,0.83,46.78,0.58,0.0,1.23,85.0,,98.77,241.0,46.21,96.0,18.41,2.0,0.38
13,New Brunswick,Nouveau-Brunswick,13-04-2020,116,0,0.0,116,8004.0,,,10303.0,2,1.75,14.93,0.0,0.0,0.0,244.0,,100.0,116.0,14.93,48.0,6.18,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,13-04-2020,474,0,3.0,474,16548.0,,,17035.0,29,6.52,48.8,0.31,1.0,0.63,1219.0,,99.37,471.0,48.49,347.0,35.72,3.0,0.31
11,Prince Edward Island,Île-du-Prince-Édouard,13-04-2020,25,0,0.0,25,1715.0,,,10927.0,0,0.0,15.93,0.0,0.0,0.0,70.0,,100.0,25.0,15.93,7.0,4.46,0.0,0.0
60,Yukon,Yukon,13-04-2020,8,0,0.0,8,832.0,,,20365.0,0,0.0,19.58,0.0,0.0,0.0,17.0,,100.0,8.0,19.58,3.0,7.34,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,13-04-2020,5,0,0.0,5,1390.0,,,31009.0,0,0.0,11.15,0.0,0.0,0.0,4.0,,100.0,5.0,11.15,4.0,8.92,0.0,0.0
62,Nunavut,Nunavut,13-04-2020,0,0,0.0,0,264.0,,,6808.0,0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,13-04-2020,13,0,,13,76.0,,,,0,0.0,,,,,0.0,,,,,0.0,,0.0,
1,Canada,Canada,13-04-2020,25663,17,780.0,25680,437475.0,,,11638.0,1297,5.32,68.32,2.08,63.0,3.04,15275.0,,96.96,24900.0,66.24,18243.0,48.53,691.0,1.84
59,British Columbia,Colombie-Britannique,14-04-2020,1517,0,72.0,1517,50134.0,942.0,62.1,9886.0,27,1.81,29.91,1.42,3.0,4.75,764.0,16.0,33.16,503.0,9.92,547.0,10.79,53.0,1.05
48,Alberta,Alberta,14-04-2020,1870,0,48.0,1870,79695.0,,,18231.0,138,7.97,42.78,1.1,2.0,2.57,2688.0,,97.43,1822.0,41.68,1116.0,25.53,39.0,0.89
47,Saskatchewan,Saskatchewan,14-04-2020,301,0,4.0,301,19442.0,,,16554.0,1,0.33,25.63,0.34,0.0,1.33,447.0,,98.67,297.0,25.29,117.0,9.96,2.0,0.17
46,Manitoba,Manitoba,14-04-2020,229,17,4.0,246,17789.0,,,12990.0,0,0.0,17.96,0.29,0.0,1.63,670.0,,98.37,242.0,17.67,143.0,10.44,3.0,0.22
35,Ontario,Ontario,14-04-2020,7953,0,334.0,7953,115189.0,,,7908.0,483,6.47,54.6,2.29,43.0,4.2,5425.0,,95.8,7619.0,52.3,5987.0,41.1,301.0,2.07
24,Quebec,Québec,14-04-2020,14248,0,435.0,14248,137451.0,,,16199.0,691,5.1,167.92,5.13,75.0,3.05,5881.0,,96.95,13813.0,162.79,10086.0,118.87,404.0,4.76
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,14-04-2020,244,0,3.0,244,5370.0,,,10296.0,0,0.0,46.78,0.58,0.0,1.23,473.0,,98.77,241.0,46.21,92.0,17.64,2.0,0.38
13,New Brunswick,Nouveau-Brunswick,14-04-2020,116,0,0.0,116,8229.0,,,10593.0,0,0.0,14.93,0.0,0.0,0.0,225.0,,100.0,116.0,14.93,46.0,5.92,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,14-04-2020,517,0,3.0,517,17477.0,,,17992.0,43,9.07,53.22,0.31,0.0,0.58,929.0,,99.42,514.0,52.91,370.0,38.09,3.0,0.31
11,Prince Edward Island,Île-du-Prince-Édouard,14-04-2020,25,0,0.0,25,1715.0,,,10927.0,0,0.0,15.93,0.0,0.0,0.0,0.0,,100.0,25.0,15.93,4.0,2.55,0.0,0.0
60,Yukon,Yukon,14-04-2020,8,0,0.0,8,835.0,,,20439.0,0,0.0,19.58,0.0,0.0,0.0,3.0,,100.0,8.0,19.58,3.0,7.34,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,14-04-2020,5,0,0.0,5,1393.0,,,31076.0,0,0.0,11.15,0.0,0.0,0.0,3.0,,100.0,5.0,11.15,4.0,8.92,0.0,0.0
62,Nunavut,Nunavut,14-04-2020,0,0,0.0,0,264.0,,,6808.0,0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,14-04-2020,13,0,,13,76.0,,,,0,0.0,,,,,0.0,,,,,0.0,,0.0,
1,Canada,Canada,14-04-2020,27046,17,903.0,27063,454983.0,,,12104.0,1383,5.39,72.0,2.4,123.0,3.34,17508.0,,96.66,26160.0,69.59,18515.0,49.26,807.0,2.15
59,British Columbia,Colombie-Britannique,15-04-2020,1561,0,75.0,1561,50438.0,955.0,61.18,9946.0,44,2.9,30.78,1.48,3.0,4.8,304.0,13.0,34.02,531.0,10.47,495.0,9.76,50.0,0.99
48,Alberta,Alberta,15-04-2020,1996,0,48.0,1996,79695.0,,,18231.0,126,6.74,45.66,1.1,0.0,2.4,0.0,,97.6,1948.0,44.56,1242.0,28.41,39.0,0.89
47,Saskatchewan,Saskatchewan,15-04-2020,304,0,4.0,304,20013.0,,,17040.0,3,1.0,25.88,0.34,0.0,1.32,571.0,,98.68,300.0,25.54,111.0,9.45,1.0,0.09
46,Manitoba,Manitoba,15-04-2020,231,17,5.0,246,17789.0,,,12990.0,0,0.0,17.96,0.37,1.0,2.03,0.0,,97.97,241.0,17.6,119.0,8.69,4.0,0.29
35,Ontario,Ontario,15-04-2020,8447,0,385.0,8447,120182.0,,,8251.0,494,6.21,57.99,2.64,51.0,4.56,4993.0,,95.44,8062.0,55.35,6055.0,41.57,348.0,2.39
24,Quebec,Québec,15-04-2020,14860,0,487.0,14860,143174.0,,,16874.0,612,4.3,175.13,5.74,52.0,3.28,5723.0,,96.72,14373.0,169.39,10249.0,120.79,454.0,5.35
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,15-04-2020,247,0,3.0,247,5157.0,,,9888.0,3,1.23,47.36,0.58,0.0,1.21,-213.0,,98.79,244.0,46.78,72.0,13.81,2.0,0.38
13,New Brunswick,Nouveau-Brunswick,15-04-2020,117,0,0.0,117,8674.0,,,11166.0,1,0.86,15.06,0.0,0.0,0.0,445.0,,100.0,117.0,15.06,36.0,4.63,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,15-04-2020,549,0,3.0,549,18245.0,,,18782.0,32,6.19,56.52,0.31,0.0,0.55,768.0,,99.45,546.0,56.21,376.0,38.71,3.0,0.31
11,Prince Edward Island,Île-du-Prince-Édouard,15-04-2020,26,0,0.0,26,1863.0,,,11870.0,1,4.0,16.57,0.0,0.0,0.0,148.0,,100.0,26.0,16.57,5.0,3.19,0.0,0.0
60,Yukon,Yukon,15-04-2020,8,0,0.0,8,841.0,,,20585.0,0,0.0,19.58,0.0,0.0,0.0,6.0,,100.0,8.0,19.58,3.0,7.34,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,15-04-2020,5,0,0.0,5,1401.0,,,31254.0,0,0.0,11.15,0.0,0.0,0.0,8.0,,100.0,5.0,11.15,3.0,6.69,0.0,0.0
62,Nunavut,Nunavut,15-04-2020,0,0,0.0,0,264.0,,,6808.0,0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,15-04-2020,13,0,,13,76.0,,,,0,0.0,,,,,0.0,,,,,0.0,,0.0,
1,Canada,Canada,15-04-2020,28364,17,1010.0,28381,467736.0,,,12443.0,1318,4.87,75.5,2.69,107.0,3.56,12753.0,,96.44,27371.0,72.82,18768.0,49.93,901.0,2.4
59,British Columbia,Colombie-Britannique,16-04-2020,1561,0,75.0,1561,51297.0,955.0,61.18,10115.0,0,0.0,30.78,1.48,0.0,4.8,859.0,0.0,34.02,531.0,10.47,440.0,8.68,44.0,0.87
48,Alberta,Alberta,16-04-2020,2158,0,50.0,2158,85502.0,,,19560.0,162,8.12,49.37,1.14,2.0,2.32,5807.0,,97.68,2108.0,48.22,1190.0,27.22,37.0,0.85
47,Saskatchewan,Saskatchewan,16-04-2020,305,0,4.0,305,20631.0,,,17566.0,1,0.33,25.97,0.34,0.0,1.31,618.0,,98.69,301.0,25.63,99.0,8.43,1.0,0.09
46,Manitoba,Manitoba,16-04-2020,239,11,5.0,250,18318.0,,,13376.0,4,1.63,18.26,0.37,0.0,2.0,529.0,,98.0,245.0,17.89,83.0,6.06,4.0,0.29
35,Ontario,Ontario,16-04-2020,8961,0,423.0,8961,125309.0,,,8603.0,514,6.09,61.52,2.9,38.0,4.72,5127.0,,95.28,8538.0,58.61,6168.0,42.34,370.0,2.54
24,Quebec,Québec,16-04-2020,15857,0,630.0,15857,148571.0,,,17510.0,997,6.71,186.88,7.42,143.0,3.97,5397.0,,96.03,15227.0,179.46,10339.0,121.85,594.0,7.0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,16-04-2020,252,0,3.0,252,5305.0,,,10172.0,5,2.02,48.32,0.58,0.0,1.19,148.0,,98.81,249.0,47.74,69.0,13.23,2.0,0.38
13,New Brunswick,Nouveau-Brunswick,16-04-2020,117,0,0.0,117,8945.0,,,11515.0,0,0.0,15.06,0.0,0.0,0.0,271.0,,100.0,117.0,15.06,26.0,3.35,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,16-04-2020,579,0,3.0,579,19239.0,,,19806.0,30,5.46,59.61,0.31,0.0,0.52,994.0,,99.48,576.0,59.3,386.0,39.74,3.0,0.31
11,Prince Edward Island,Île-du-Prince-Édouard,16-04-2020,26,0,0.0,26,1946.0,,,12399.0,0,0.0,16.57,0.0,0.0,0.0,83.0,,100.0,26.0,16.57,4.0,2.55,0.0,0.0
60,Yukon,Yukon,16-04-2020,8,0,0.0,8,849.0,,,20781.0,0,0.0,19.58,0.0,0.0,0.0,8.0,,100.0,8.0,19.58,2.0,4.9,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,16-04-2020,5,0,0.0,5,1438.0,,,32080.0,0,0.0,11.15,0.0,0.0,0.0,37.0,,100.0,5.0,11.15,3.0,6.69,0.0,0.0
62,Nunavut,Nunavut,16-04-2020,0,0,0.0,0,275.0,,,7091.0,0,0.0,0.0,0.0,0.0,,11.0,,,,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,16-04-2020,13,0,,13,76.0,,,,0,0.0,,,,,0.0,,,,,0.0,,0.0,
1,Canada,Canada,16-04-2020,30081,11,1193.0,30092,487625.0,,,12972.0,1711,6.03,80.05,3.17,183.0,3.96,19889.0,,96.04,28899.0,76.88,18809.0,50.04,1055.0,2.81
59,British Columbia,Colombie-Britannique,17-04-2020,1575,0,77.0,1575,52378.0,955.0,60.63,10328.0,14,0.9,31.06,1.52,2.0,4.89,1081.0,0.0,34.48,543.0,10.71,401.0,7.91,42.0,0.83
48,Alberta,Alberta,17-04-2020,2397,0,50.0,2397,89144.0,,,20393.0,239,11.08,54.83,1.14,0.0,2.09,3642.0,,97.91,2347.0,53.69,1322.0,30.24,32.0,0.73
47,Saskatchewan,Saskatchewan,17-04-2020,306,1,4.0,307,21212.0,,,18061.0,2,0.66,26.14,0.34,0.0,1.3,581.0,,98.7,303.0,25.8,87.0,7.41,1.0,0.09
46,Manitoba,Manitoba,17-04-2020,239,11,5.0,250,18814.0,,,13738.0,0,0.0,18.26,0.37,0.0,2.0,496.0,,98.0,245.0,17.89,68.0,4.97,3.0,0.22
35,Ontario,Ontario,17-04-2020,9525,0,478.0,9525,132133.0,,,9071.0,564,6.29,65.39,3.28,55.0,5.02,6824.0,,94.98,9047.0,62.11,6270.0,43.04,411.0,2.82
24,Quebec,Québec,17-04-2020,16798,0,688.0,16798,153722.0,,,18117.0,941,5.93,197.97,8.11,58.0,4.1,5151.0,,95.9,16110.0,189.87,10697.0,126.07,627.0,7.39
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,17-04-2020,256,0,3.0,256,5584.0,,,10707.0,4,1.59,49.09,0.58,0.0,1.17,279.0,,98.83,253.0,48.51,73.0,14.0,2.0,0.38
13,New Brunswick,Nouveau-Brunswick,17-04-2020,117,0,0.0,117,9684.0,,,12466.0,0,0.0,15.06,0.0,0.0,0.0,739.0,,100.0,117.0,15.06,22.0,2.83,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,17-04-2020,606,0,4.0,606,20432.0,,,21034.0,27,4.66,62.38,0.41,1.0,0.66,1193.0,,99.34,602.0,61.97,399.0,41.07,4.0,0.41
11,Prince Edward Island,Île-du-Prince-Édouard,17-04-2020,26,0,0.0,26,2013.0,,,12826.0,0,0.0,16.57,0.0,0.0,0.0,67.0,,100.0,26.0,16.57,4.0,2.55,0.0,0.0
60,Yukon,Yukon,17-04-2020,9,0,0.0,9,852.0,,,20855.0,1,12.5,22.03,0.0,0.0,0.0,3.0,,100.0,9.0,22.03,3.0,7.34,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,17-04-2020,5,0,0.0,5,1447.0,,,32280.0,0,0.0,11.15,0.0,0.0,0.0,9.0,,100.0,5.0,11.15,1.0,2.23,0.0,0.0
62,Nunavut,Nunavut,17-04-2020,0,0,0.0,0,286.0,,,7375.0,0,0.0,0.0,0.0,0.0,,11.0,,,,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,17-04-2020,13,0,,13,76.0,,,,0,0.0,,,,,0.0,,,,,0.0,,0.0,
1,Canada,Canada,17-04-2020,31872,12,1309.0,31884,507701.0,,,13507.0,1792,5.96,84.82,3.48,116.0,4.11,20076.0,,95.89,30575.0,81.34,19347.0,51.47,1122.0,2.98
59,British Columbia,Colombie-Britannique,18-04-2020,1618,0,78.0,1618,53569.0,966.0,59.7,10563.0,43,2.73,31.9,1.54,1.0,4.82,1191.0,11.0,35.48,574.0,11.32,415.0,8.18,40.0,0.79
48,Alberta,Alberta,18-04-2020,2562,0,51.0,2562,92962.0,1162.0,45.36,21266.0,165,6.88,58.61,1.17,1.0,1.99,3818.0,1162.0,52.65,1349.0,30.86,1487.0,34.02,33.0,0.75
47,Saskatchewan,Saskatchewan,18-04-2020,310,3,4.0,313,21997.0,234.0,74.76,18729.0,6,1.95,26.65,0.34,0.0,1.28,785.0,234.0,23.96,75.0,6.39,82.0,6.98,1.0,0.09
46,Manitoba,Manitoba,18-04-2020,243,10,5.0,253,19412.0,132.0,52.17,14175.0,3,1.2,18.47,0.37,0.0,1.98,598.0,132.0,45.85,116.0,8.47,59.0,4.31,3.0,0.22
35,Ontario,Ontario,18-04-2020,10010,0,514.0,10010,139448.0,4875.0,48.7,9573.0,485,5.09,68.72,3.53,36.0,5.13,7315.0,4875.0,46.16,4621.0,31.72,6380.0,43.8,420.0,2.88
24,Quebec,Québec,18-04-2020,17521,0,805.0,17521,158770.0,3315.0,18.92,18712.0,723,4.3,206.49,9.49,117.0,4.59,5048.0,3315.0,76.49,13401.0,157.94,10524.0,124.03,730.0,8.6
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,18-04-2020,257,0,3.0,257,5870.0,189.0,73.54,11255.0,1,0.39,49.28,0.58,0.0,1.17,286.0,189.0,25.29,65.0,12.46,62.0,11.89,2.0,0.38
13,New Brunswick,Nouveau-Brunswick,18-04-2020,118,0,0.0,118,9958.0,87.0,73.73,12819.0,1,0.85,15.19,0.0,0.0,0.0,274.0,87.0,26.27,31.0,3.99,20.0,2.57,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,18-04-2020,649,0,7.0,649,21363.0,184.0,28.35,21992.0,43,7.1,66.81,0.72,3.0,1.08,931.0,184.0,70.57,458.0,47.15,413.0,42.52,7.0,0.72
11,Prince Edward Island,Île-du-Prince-Édouard,18-04-2020,26,0,0.0,26,2086.0,23.0,88.46,13291.0,0,0.0,16.57,0.0,0.0,0.0,73.0,23.0,11.54,3.0,1.91,4.0,2.55,0.0,0.0
60,Yukon,Yukon,18-04-2020,9,0,0.0,9,859.0,8.0,88.89,21026.0,0,0.0,22.03,0.0,0.0,0.0,7.0,8.0,11.11,1.0,2.45,3.0,7.34,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,18-04-2020,5,0,0.0,5,1459.0,3.0,60.0,32548.0,0,0.0,11.15,0.0,0.0,0.0,12.0,3.0,40.0,2.0,4.46,1.0,2.23,0.0,0.0
62,Nunavut,Nunavut,18-04-2020,0,0,0.0,0,304.0,0.0,,7839.0,0,0.0,0.0,0.0,0.0,,18.0,0.0,,,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,18-04-2020,13,0,,13,76.0,,,,0,0.0,,,,,0.0,,,,,0.0,,0.0,
1,Canada,Canada,18-04-2020,33341,13,1467.0,33354,528057.0,11178.0,33.51,14048.0,1470,4.61,88.73,3.9,158.0,4.4,20356.0,11178.0,62.09,20709.0,55.09,19450.0,51.74,1236.0,3.29
59,British Columbia,Colombie-Britannique,19-04-2020,1618,0,78.0,1618,54778.0,966.0,59.7,10801.0,0,0.0,31.9,1.54,0.0,4.82,1209.0,0.0,35.48,574.0,11.32,415.0,8.18,40.0,0.79
48,Alberta,Alberta,19-04-2020,2562,0,51.0,2562,97180.0,1162.0,45.36,22231.0,0,0.0,58.61,1.17,0.0,1.99,4218.0,0.0,52.65,1349.0,30.86,1312.0,30.01,28.0,0.64
47,Saskatchewan,Saskatchewan,19-04-2020,314,1,4.0,315,22759.0,234.0,74.29,19378.0,2,0.64,26.82,0.34,0.0,1.27,762.0,0.0,24.44,77.0,6.56,66.0,5.62,1.0,0.09
46,Manitoba,Manitoba,19-04-2020,245,8,5.0,253,19634.0,143.0,56.52,14337.0,0,0.0,18.47,0.37,0.0,1.98,222.0,11.0,41.5,105.0,7.67,50.0,3.65,3.0,0.22
35,Ontario,Ontario,19-04-2020,10578,0,553.0,10578,148106.0,5209.0,49.24,10168.0,568,5.67,72.62,3.8,39.0,5.23,8658.0,334.0,45.53,4816.0,33.06,6540.0,44.9,434.0,2.98
24,Quebec,Québec,19-04-2020,18357,0,877.0,18357,163548.0,3555.0,19.37,19275.0,836,4.77,216.35,10.34,72.0,4.78,4778.0,240.0,75.86,13925.0,164.11,10413.0,122.72,783.0,9.23
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,19-04-2020,257,0,3.0,257,6128.0,191.0,74.32,11750.0,0,0.0,49.28,0.58,0.0,1.17,258.0,2.0,24.51,63.0,12.08,40.0,7.67,2.0,0.38
13,New Brunswick,Nouveau-Brunswick,19-04-2020,118,0,0.0,118,10290.0,92.0,77.97,13246.0,0,0.0,15.19,0.0,0.0,0.0,332.0,5.0,22.03,26.0,3.35,17.0,2.19,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,19-04-2020,675,0,9.0,675,22029.0,200.0,29.63,22678.0,26,4.01,69.49,0.93,2.0,1.33,666.0,16.0,69.04,466.0,47.97,413.0,42.52,9.0,0.93
11,Prince Edward Island,Île-du-Prince-Édouard,19-04-2020,26,0,0.0,26,2239.0,23.0,88.46,14266.0,0,0.0,16.57,0.0,0.0,0.0,153.0,0.0,11.54,3.0,1.91,4.0,2.55,0.0,0.0
60,Yukon,Yukon,19-04-2020,9,0,0.0,9,878.0,8.0,88.89,21491.0,0,0.0,22.03,0.0,0.0,0.0,19.0,0.0,11.11,1.0,2.45,3.0,7.34,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,19-04-2020,5,0,0.0,5,1476.0,3.0,60.0,32927.0,0,0.0,11.15,0.0,0.0,0.0,17.0,0.0,40.0,2.0,4.46,1.0,2.23,0.0,0.0
62,Nunavut,Nunavut,19-04-2020,0,0,0.0,0,304.0,0.0,,7839.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,19-04-2020,13,0,,13,76.0,,,,0,0.0,,,,,0.0,,,,,0.0,,0.0,
1,Canada,Canada,19-04-2020,34777,9,1580.0,34786,549349.0,11786.0,33.88,14615.0,1432,4.29,92.54,4.2,113.0,4.54,21292.0,608.0,61.58,21420.0,56.98,19274.0,51.28,1300.0,3.46
59,British Columbia,Colombie-Britannique,20-04-2020,1699,0,86.0,1699,55779.0,1039.0,61.15,10999.0,81,5.01,33.5,1.7,8.0,5.06,1001.0,73.0,33.78,574.0,11.32,433.0,8.54,47.0,0.93
48,Alberta,Alberta,20-04-2020,2908,0,59.0,2908,100898.0,1230.0,42.3,23082.0,346,13.51,66.52,1.35,8.0,2.03,3718.0,68.0,55.67,1619.0,37.04,1560.0,35.69,35.0,0.8
47,Saskatchewan,Saskatchewan,20-04-2020,316,0,4.0,316,22759.0,238.0,75.32,19378.0,1,0.32,26.91,0.34,0.0,1.27,0.0,4.0,23.42,74.0,6.3,63.0,5.36,1.0,0.09
46,Manitoba,Manitoba,20-04-2020,246,8,6.0,254,19924.0,143.0,56.3,14549.0,1,0.4,18.55,0.44,1.0,2.36,290.0,0.0,41.34,105.0,7.67,50.0,3.65,4.0,0.29
35,Ontario,Ontario,20-04-2020,11184,0,584.0,11184,148106.0,5515.0,49.31,10168.0,606,5.73,76.78,4.01,31.0,5.22,0.0,306.0,45.47,5085.0,34.91,6837.0,46.94,452.0,3.1
24,Quebec,Québec,20-04-2020,19319,0,939.0,19319,167801.0,3847.0,19.91,19776.0,962,5.24,227.69,11.07,62.0,4.86,4253.0,292.0,75.23,14533.0,171.28,10739.0,126.57,818.0,9.64
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,20-04-2020,257,0,3.0,257,6233.0,191.0,74.32,11951.0,0,0.0,49.28,0.58,0.0,1.17,105.0,0.0,24.51,63.0,12.08,31.0,5.94,1.0,0.19
13,New Brunswick,Nouveau-Brunswick,20-04-2020,118,0,0.0,118,10492.0,98.0,83.05,13506.0,0,0.0,15.19,0.0,0.0,0.0,202.0,6.0,16.95,20.0,2.57,15.0,1.93,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,20-04-2020,721,0,9.0,721,22669.0,248.0,34.4,23337.0,46,6.81,74.22,0.93,0.0,1.25,640.0,48.0,64.36,464.0,47.77,428.0,44.06,9.0,0.93
11,Prince Edward Island,Île-du-Prince-Édouard,20-04-2020,26,0,0.0,26,2239.0,23.0,88.46,14266.0,0,0.0,16.57,0.0,0.0,0.0,0.0,0.0,11.54,3.0,1.91,4.0,2.55,0.0,0.0
60,Yukon,Yukon,20-04-2020,11,0,0.0,11,878.0,8.0,72.73,21491.0,2,22.22,26.93,0.0,0.0,0.0,0.0,0.0,27.27,3.0,7.34,4.0,9.79,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,20-04-2020,5,0,0.0,5,1495.0,5.0,100.0,33351.0,0,0.0,11.15,0.0,0.0,0.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,20-04-2020,0,0,0.0,0,305.0,0.0,,7865.0,0,0.0,0.0,0.0,0.0,,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,20-04-2020,13,0,,13,76.0,,,,0,0.0,,,,,0.0,,,,,0.0,,0.0,
1,Canada,Canada,20-04-2020,36823,8,1690.0,36831,559578.0,12585.0,34.17,14887.0,2045,5.88,97.98,4.5,110.0,4.59,10229.0,799.0,61.24,22556.0,60.01,20164.0,53.64,1367.0,3.64
59,British Columbia,Colombie-Britannique,21-04-2020,1724,0,87.0,1724,56526.0,1041.0,60.38,11146.0,25,1.47,33.99,1.72,1.0,5.05,747.0,2.0,34.57,596.0,11.75,433.0,8.54,44.0,0.87
48,Alberta,Alberta,21-04-2020,3095,0,61.0,3095,104370.0,1273.0,41.13,23876.0,187,6.43,70.8,1.4,2.0,1.97,3472.0,43.0,56.9,1761.0,40.29,1722.0,39.39,35.0,0.8
47,Saskatchewan,Saskatchewan,21-04-2020,320,0,4.0,320,23554.0,252.0,78.75,20055.0,4,1.27,27.25,0.34,0.0,1.25,795.0,14.0,20.0,64.0,5.45,60.0,5.11,1.0,0.09
46,Manitoba,Manitoba,21-04-2020,246,9,6.0,255,20328.0,150.0,58.82,14844.0,1,0.39,18.62,0.44,0.0,2.35,404.0,7.0,38.82,99.0,7.23,38.0,2.77,3.0,0.22
35,Ontario,Ontario,21-04-2020,11735,0,622.0,11735,148106.0,5806.0,49.48,10168.0,551,4.93,80.56,4.27,38.0,5.3,0.0,291.0,45.22,5307.0,36.43,7009.0,48.12,469.0,3.22
24,Quebec,Québec,21-04-2020,20126,0,1041.0,20126,171520.0,4048.0,20.11,20215.0,807,4.18,237.2,12.27,102.0,5.17,3719.0,201.0,74.71,15037.0,177.22,10786.0,127.12,891.0,10.5
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,21-04-2020,257,0,3.0,257,6383.0,194.0,75.49,12239.0,0,0.0,49.28,0.58,0.0,1.17,150.0,3.0,23.35,60.0,11.5,29.0,5.56,1.0,0.19
13,New Brunswick,Nouveau-Brunswick,21-04-2020,118,0,0.0,118,10799.0,102.0,86.44,13901.0,0,0.0,15.19,0.0,0.0,0.0,307.0,4.0,13.56,16.0,2.06,13.0,1.67,0.0,0.0
12,Nova Scotia,Nouvelle-Écosse,21-04-2020,737,0,10.0,737,23261.0,286.0,38.81,23946.0,16,2.22,75.87,1.03,1.0,1.36,592.0,38.0,59.84,441.0,45.4,427.0,43.96,10.0,1.03
11,Prince Edward Island,Île-du-Prince-Édouard,21-04-2020,26,0,0.0,26,2330.0,23.0,88.46,14846.0,0,0.0,16.57,0.0,0.0,0.0,91.0,0.0,11.54,3.0,1.91,4.0,2.55,0.0,0.0
60,Yukon,Yukon,21-04-2020,11,0,0.0,11,872.0,8.0,72.73,21344.0,0,0.0,26.93,0.0,0.0,0.0,-6.0,0.0,27.27,3.0,7.34,4.0,9.79,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,21-04-2020,5,0,0.0,5,1509.0,5.0,100.0,33663.0,0,0.0,11.15,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,21-04-2020,0,0,0.0,0,320.0,0.0,,8252.0,0,0.0,0.0,0.0,0.0,,15.0,0.0,,,0.0,0.0,0.0,0.0,0.0
