Date,RHA,Daily_Cases,Cumulative_Cases,Active_Cases,Recoveries,Deaths,ObjectId
2020-04-06,Northern,1,3,2,1,0,98
2020-04-06,Prairie Mountain Health,0,11,4,7,0,99
2020-04-06,Southern Health-Santé Sud,0,24,18,6,0,100
2020-04-06,Winnipeg,12,167,106,58,3,101
2020-05-10,Northern,0,3,0,3,0,102
2020-05-10,Prairie Mountain Health,2,26,11,14,1,103
2020-05-10,Southern Health-Santé Sud,0,30,0,29,1,104
2020-05-10,Winnipeg,0,210,7,198,5,105
2020-05-11,All,0,289,16,266,7,106
2020-05-11,Interlake-Eastern,0,20,0,20,0,107
2020-05-11,Northern,0,3,0,3,0,108
2020-05-11,Prairie Mountain Health,0,26,10,15,1,109
2020-05-11,Southern Health-Santé Sud,0,30,0,29,1,110
2020-05-11,Winnipeg,0,210,6,199,5,111
2020-05-12,All,0,289,15,267,7,112
2020-05-12,Interlake-Eastern,0,20,0,20,0,113
2020-05-12,Northern,0,3,0,3,0,114
2020-05-12,Prairie Mountain Health,0,26,10,15,1,115
2020-05-12,Southern Health-Santé Sud,0,30,0,29,1,116
2020-05-12,Winnipeg,0,210,5,200,5,117
2020-05-13,All,0,289,13,269,7,118
2020-05-13,Interlake-Eastern,0,20,0,20,0,119
2020-05-13,Northern,0,3,0,3,0,120
2020-05-13,Prairie Mountain Health,0,26,9,16,1,121
2020-05-13,Southern Health-Santé Sud,0,30,0,29,1,122
2020-05-13,Winnipeg,0,210,4,201,5,123
2020-05-14,All,0,289,12,270,7,124
2020-05-14,Interlake-Eastern,0,20,0,20,0,125
2020-05-14,Northern,0,3,0,3,0,126
2020-05-14,Prairie Mountain Health,0,26,9,16,1,127
2020-05-14,Southern Health-Santé Sud,0,30,0,29,1,128
2020-05-14,Winnipeg,0,210,3,202,5,129
2020-05-15,All,0,289,9,273,7,130
2020-05-15,Interlake-Eastern,0,20,0,20,0,131
2020-05-15,Northern,0,3,0,3,0,132
2020-05-15,Prairie Mountain Health,0,26,8,17,1,133
2020-05-15,Southern Health-Santé Sud,0,30,0,29,1,134
2020-05-15,Winnipeg,0,210,1,204,5,135
2020-05-16,All,0,289,9,273,7,136
2020-05-16,Interlake-Eastern,0,20,0,20,0,137
2020-05-16,Northern,0,3,0,3,0,138
2020-05-16,Prairie Mountain Health,0,26,8,17,1,139
2020-05-16,Southern Health-Santé Sud,0,30,0,29,1,140
2020-05-16,Winnipeg,0,210,1,204,5,141
2020-05-17,All,1,290,8,275,7,142
2020-05-17,Interlake-Eastern,0,20,0,20,0,143
2020-05-17,Northern,0,3,0,3,0,144
2020-05-17,Prairie Mountain Health,0,26,6,19,1,145
2020-05-17,Southern Health-Santé Sud,0,30,0,29,1,146
2020-05-17,Winnipeg,1,211,2,204,5,147
2020-05-18,All,0,290,8,275,7,148
2020-05-18,Interlake-Eastern,0,20,0,20,0,149
2020-05-18,Northern,0,3,0,3,0,150
2020-05-18,Prairie Mountain Health,0,26,6,19,1,151
2020-05-02,All,1,280,23,251,6,152
2020-05-02,Interlake-Eastern,0,20,1,19,0,153
2020-05-02,Northern,0,3,0,3,0,154
2020-05-02,Prairie Mountain Health,1,18,4,13,1,155
2020-05-02,Southern Health-Santé Sud,0,30,2,28,0,156
2020-05-02,Winnipeg,0,209,16,188,5,157
2020-05-03,All,0,280,22,252,6,158
2020-05-03,Interlake-Eastern,0,20,1,19,0,159
2020-05-03,Northern,0,3,0,3,0,160
2020-05-03,Prairie Mountain Health,0,18,4,13,1,161
2020-05-03,Southern Health-Santé Sud,0,30,1,29,0,162
2020-05-03,Winnipeg,0,209,16,188,5,163
2020-05-04,All,1,281,19,255,7,164
2020-05-04,Interlake-Eastern,0,20,1,19,0,165
2020-05-04,Northern,0,3,0,3,0,166
2020-05-04,Prairie Mountain Health,1,19,5,13,1,167
2020-05-04,Southern Health-Santé Sud,0,30,0,29,1,168
2020-05-04,Winnipeg,0,209,13,191,5,169
2020-05-05,All,2,283,20,256,7,170
2020-05-05,Interlake-Eastern,0,20,1,19,0,171
2020-05-05,Northern,0,3,0,3,0,172
2020-05-05,Prairie Mountain Health,2,21,7,13,1,173
2020-05-05,Southern Health-Santé Sud,0,30,0,29,1,174
2020-05-05,Winnipeg,0,209,12,192,5,175
2020-05-06,All,0,283,16,260,7,176
2020-05-06,Interlake-Eastern,0,20,0,20,0,177
2020-05-06,Northern,0,3,0,3,0,178
2020-05-06,Prairie Mountain Health,0,21,7,13,1,179
2020-05-06,Southern Health-Santé Sud,0,30,0,29,1,180
2020-05-06,Winnipeg,0,209,9,195,5,181
2020-05-07,All,1,284,16,261,7,182
2020-05-07,Interlake-Eastern,0,20,0,20,0,183
2020-05-07,Northern,0,3,0,3,0,184
2020-05-07,Prairie Mountain Health,1,22,7,14,1,185
2020-05-07,Southern Health-Santé Sud,0,30,0,29,1,186
2020-03-21,Northern,0,0,0,0,0,187
2020-05-07,Winnipeg,0,209,9,195,5,188
2020-05-08,All,1,285,15,263,7,189
2020-05-08,Interlake-Eastern,0,20,0,20,0,190
2020-05-08,Northern,0,3,0,3,0,191
2020-05-08,Prairie Mountain Health,0,22,7,14,1,192
2020-05-08,Southern Health-Santé Sud,0,30,0,29,1,193
2020-05-08,Winnipeg,1,210,8,197,5,194
2020-05-09,All,2,287,16,264,7,195
2020-05-09,Interlake-Eastern,0,20,0,20,0,196
2020-05-09,Northern,0,3,0,3,0,197
2020-05-09,Prairie Mountain Health,2,24,9,14,1,198
2020-05-09,Southern Health-Santé Sud,0,30,0,29,1,199
2020-05-09,Winnipeg,0,210,7,198,5,200
2020-05-10,All,2,289,18,264,7,201
2020-05-10,Interlake-Eastern,0,20,0,20,0,202
2020-03-21,Prairie Mountain Health,0,0,0,1,0,203
2020-03-21,Southern Health-Santé Sud,0,2,2,0,0,204
2020-03-21,Winnipeg,0,13,13,0,0,205
2020-03-22,All,1,17,16,1,0,206
2020-03-22,Interlake-Eastern,0,1,1,0,0,207
2020-03-22,Northern,0,0,0,0,0,208
2020-03-22,Prairie Mountain Health,0,0,0,1,0,209
2020-03-22,Southern Health-Santé Sud,0,2,2,0,0,210
2020-03-22,Winnipeg,1,14,14,0,0,211
2020-03-23,All,3,20,18,2,0,212
2020-03-23,Interlake-Eastern,0,1,1,0,0,213
2020-03-23,Northern,0,0,0,0,0,214
2020-03-23,Prairie Mountain Health,0,0,0,1,0,215
2020-03-23,Southern Health-Santé Sud,0,2,2,0,0,216
2020-03-23,Winnipeg,3,17,16,1,0,217
2020-03-24,All,1,21,19,2,0,218
2020-03-24,Interlake-Eastern,0,1,1,0,0,219
2020-03-24,Northern,0,0,0,0,0,220
2020-03-24,Prairie Mountain Health,1,1,0,1,0,221
2020-03-24,Southern Health-Santé Sud,0,2,2,0,0,222
2020-03-24,Winnipeg,0,17,16,1,0,223
2020-03-25,All,6,27,23,4,0,224
2020-03-25,Interlake-Eastern,0,1,1,0,0,225
2020-03-25,Northern,0,0,0,0,0,226
2020-03-25,Prairie Mountain Health,0,1,0,1,0,227
2020-03-25,Southern Health-Santé Sud,1,3,3,0,0,228
2020-03-25,Winnipeg,5,22,19,3,0,229
2020-03-26,All,9,36,30,5,1,230
2020-03-26,Interlake-Eastern,0,1,1,0,0,231
2020-03-26,Northern,0,0,0,0,0,232
2020-03-26,Prairie Mountain Health,2,3,2,1,0,233
2020-03-26,Southern Health-Santé Sud,1,4,4,0,0,234
2020-03-26,Winnipeg,6,28,23,4,1,235
2020-03-27,All,27,63,55,7,1,236
2020-03-27,Interlake-Eastern,0,1,1,0,0,237
2020-03-27,Northern,0,0,0,0,0,238
2020-03-27,Prairie Mountain Health,0,3,2,1,0,239
2020-03-27,Southern Health-Santé Sud,1,5,3,2,0,240
2020-03-27,Winnipeg,26,54,49,4,1,241
2020-03-28,All,10,73,63,9,1,242
2020-03-28,Interlake-Eastern,2,3,3,0,0,243
2020-03-28,Northern,0,0,0,0,0,244
2020-03-28,Prairie Mountain Health,4,7,6,1,0,245
2020-03-28,Southern Health-Santé Sud,0,5,2,3,0,246
2020-03-28,Winnipeg,4,58,52,5,1,247
2020-03-29,All,23,96,85,10,1,248
2020-03-29,Interlake-Eastern,1,4,4,0,0,249
2020-03-29,Northern,1,1,1,0,0,250
2020-03-29,Prairie Mountain Health,2,9,8,1,0,251
2020-04-23,Southern Health-Santé Sud,1,29,3,26,0,252
2020-04-23,Winnipeg,1,199,20,174,5,253
2020-04-24,All,3,266,23,237,6,254
2020-04-24,Interlake-Eastern,0,19,1,18,0,255
2020-04-24,Northern,0,3,0,3,0,256
2020-04-24,Prairie Mountain Health,1,14,1,12,1,257
2020-04-24,Southern Health-Santé Sud,0,29,2,27,0,258
2020-04-24,Winnipeg,2,201,19,177,5,259
2020-04-25,All,4,270,26,238,6,260
2020-04-25,Interlake-Eastern,1,20,2,18,0,261
2020-04-25,Northern,0,3,0,3,0,262
2020-04-25,Prairie Mountain Health,0,14,1,12,1,263
2020-04-25,Southern Health-Santé Sud,1,30,3,27,0,264
2020-04-25,Winnipeg,2,203,20,178,5,265
2020-04-26,All,1,271,27,238,6,266
2020-04-26,Interlake-Eastern,0,20,2,18,0,267
2020-04-26,Northern,0,3,0,3,0,268
2020-04-26,Prairie Mountain Health,0,14,1,12,1,269
2020-04-26,Southern Health-Santé Sud,0,30,3,27,0,270
2020-04-26,Winnipeg,1,204,21,178,5,271
2020-04-27,All,2,273,28,239,6,272
2020-04-27,Interlake-Eastern,0,20,2,18,0,273
2020-04-27,Northern,0,3,0,3,0,274
2020-04-27,Prairie Mountain Health,1,15,2,12,1,275
2020-04-27,Southern Health-Santé Sud,0,30,3,27,0,276
2020-04-27,Winnipeg,1,205,21,179,5,277
2020-04-28,All,0,273,22,245,6,278
2020-04-28,Interlake-Eastern,0,20,2,18,0,279
2020-04-28,Northern,0,3,0,3,0,280
2020-04-28,Prairie Mountain Health,0,15,1,13,1,281
2020-04-28,Southern Health-Santé Sud,0,30,3,27,0,282
2020-04-28,Winnipeg,0,205,16,184,5,283
2020-04-29,All,1,274,21,247,6,284
2020-04-29,Interlake-Eastern,0,20,2,18,0,285
2020-04-29,Northern,0,3,0,3,0,286
2020-04-29,Prairie Mountain Health,0,15,1,13,1,287
2020-04-29,Southern Health-Santé Sud,0,30,3,27,0,288
2020-04-29,Winnipeg,1,206,15,186,5,289
2020-04-30,All,4,278,23,249,6,290
2020-04-30,Interlake-Eastern,0,20,2,18,0,291
2020-04-30,Northern,0,3,0,3,0,292
2020-04-30,Prairie Mountain Health,2,17,3,13,1,293
2020-04-30,Southern Health-Santé Sud,0,30,2,28,0,294
2020-04-30,Winnipeg,2,208,16,187,5,295
2020-05-01,All,1,279,22,251,6,296
2020-05-01,Interlake-Eastern,0,20,1,19,0,297
2020-05-01,Northern,0,3,0,3,0,298
2020-05-01,Prairie Mountain Health,0,17,3,13,1,299
2020-05-01,Southern Health-Santé Sud,0,30,2,28,0,300
2020-05-01,Winnipeg,1,209,16,188,5,301
2020-04-15,Prairie Mountain Health,0,12,2,9,1,302
2020-04-15,Southern Health-Santé Sud,0,28,2,26,0,303
2020-04-15,Winnipeg,3,186,48,134,4,304
2020-04-16,All,1,249,48,196,5,305
2020-04-16,Interlake-Eastern,0,19,6,13,0,306
2020-04-16,Northern,0,3,0,3,0,307
2020-04-16,Prairie Mountain Health,0,12,0,11,1,308
2020-04-16,Southern Health-Santé Sud,0,28,2,26,0,309
2020-04-16,Winnipeg,1,187,40,143,4,310
2020-04-17,All,5,254,42,207,5,311
2020-04-17,Interlake-Eastern,0,19,4,15,0,312
2020-04-17,Northern,0,3,0,3,0,313
2020-04-17,Prairie Mountain Health,1,13,1,11,1,314
2020-04-17,Southern Health-Santé Sud,0,28,2,26,0,315
2020-04-17,Winnipeg,4,191,35,152,4,316
2020-04-18,All,2,256,43,208,5,317
2020-04-18,Interlake-Eastern,0,19,3,16,0,318
2020-04-18,Northern,0,3,0,3,0,319
2020-04-18,Prairie Mountain Health,0,13,1,11,1,320
2020-04-18,Southern Health-Santé Sud,0,28,2,26,0,321
2020-04-18,Winnipeg,2,193,37,152,4,322
2020-04-19,All,1,257,44,208,5,323
2020-04-19,Interlake-Eastern,0,19,3,16,0,324
2020-04-19,Northern,0,3,0,3,0,325
2020-04-19,Prairie Mountain Health,0,13,1,11,1,326
2020-04-19,Southern Health-Santé Sud,0,28,2,26,0,327
2020-04-19,Winnipeg,1,194,38,152,4,328
2020-04-20,All,1,258,38,214,6,329
2020-04-20,Interlake-Eastern,0,19,3,16,0,330
2020-04-20,Northern,0,3,0,3,0,331
2020-04-20,Prairie Mountain Health,0,13,1,11,1,332
2020-04-20,Southern Health-Santé Sud,0,28,2,26,0,333
2020-04-20,Winnipeg,1,195,32,158,5,334
2020-04-21,All,0,258,29,223,6,335
2020-04-21,Interlake-Eastern,0,19,2,17,0,336
2020-04-21,Northern,0,3,0,3,0,337
2020-04-21,Prairie Mountain Health,0,13,1,11,1,338
2020-04-21,Southern Health-Santé Sud,0,28,2,26,0,339
2020-04-21,Winnipeg,0,195,24,166,5,340
2020-04-22,All,3,261,25,230,6,341
2020-04-22,Interlake-Eastern,0,19,2,17,0,342
2020-04-22,Northern,0,3,0,3,0,343
2020-04-22,Prairie Mountain Health,0,13,1,11,1,344
2020-04-22,Southern Health-Santé Sud,0,28,2,26,0,345
2020-04-22,Winnipeg,3,198,20,173,5,346
2020-04-23,All,2,263,26,231,6,347
2020-04-23,Interlake-Eastern,0,19,2,17,0,348
2020-04-23,Northern,0,3,0,3,0,349
2020-04-23,Prairie Mountain Health,0,13,1,11,1,350
2020-04-07,All,3,219,118,98,3,351
2020-04-07,Interlake-Eastern,2,13,12,1,0,352
2020-04-07,Northern,0,3,0,3,0,353
2020-04-07,Prairie Mountain Health,0,11,4,7,0,354
2020-04-07,Southern Health-Santé Sud,0,24,14,10,0,355
2020-04-07,Winnipeg,1,168,88,77,3,356
2020-04-08,All,2,221,102,116,3,357
2020-04-08,Interlake-Eastern,1,14,11,3,0,358
2020-04-08,Northern,0,3,0,3,0,359
2020-04-08,Prairie Mountain Health,0,11,4,7,0,360
2020-04-08,Southern Health-Santé Sud,0,24,14,10,0,361
2020-04-08,Winnipeg,1,169,73,93,3,362
2020-04-09,All,6,227,93,130,4,363
2020-04-09,Interlake-Eastern,2,16,12,4,0,364
2020-04-09,Northern,0,3,0,3,0,365
2020-04-09,Prairie Mountain Health,0,11,3,8,0,366
2020-04-09,Southern Health-Santé Sud,0,24,6,18,0,367
2020-04-09,Winnipeg,4,173,72,97,4,368
2020-04-10,All,12,239,94,141,4,369
2020-04-10,Interlake-Eastern,1,17,13,4,0,370
2020-04-10,Northern,0,3,0,3,0,371
2020-04-10,Prairie Mountain Health,0,11,2,9,0,372
2020-04-10,Southern Health-Santé Sud,3,27,4,23,0,373
2020-04-10,Winnipeg,8,181,75,102,4,374
2020-04-11,All,0,239,91,144,4,375
2020-04-11,Interlake-Eastern,0,17,13,4,0,376
2020-04-11,Northern,0,3,0,3,0,377
2020-04-11,Prairie Mountain Health,0,11,2,9,0,378
2020-04-11,Southern Health-Santé Sud,0,27,3,24,0,379
2020-04-11,Winnipeg,0,181,73,104,4,380
2020-04-12,All,2,241,88,149,4,381
2020-04-12,Interlake-Eastern,0,17,12,5,0,382
2020-04-12,Northern,0,3,0,3,0,383
2020-04-12,Prairie Mountain Health,0,11,2,9,0,384
2020-04-12,Southern Health-Santé Sud,1,28,4,24,0,385
2020-04-12,Winnipeg,1,182,70,108,4,386
2020-04-13,All,0,241,80,156,5,387
2020-04-13,Interlake-Eastern,0,17,11,6,0,388
2020-04-13,Northern,0,3,0,3,0,389
2020-04-13,Prairie Mountain Health,0,11,1,9,1,390
2020-04-13,Southern Health-Santé Sud,0,28,3,25,0,391
2020-04-13,Winnipeg,0,182,65,113,4,392
2020-04-14,All,3,244,67,172,5,393
2020-04-14,Interlake-Eastern,1,18,8,10,0,394
2020-04-14,Northern,0,3,0,3,0,395
2020-04-14,Prairie Mountain Health,1,12,2,9,1,396
2020-04-14,Southern Health-Santé Sud,0,28,2,26,0,397
2020-04-14,Winnipeg,1,183,55,124,4,398
2020-04-15,All,4,248,59,184,5,399
2020-04-15,Interlake-Eastern,1,19,7,12,0,400
2020-06-21,All,1,314,14,293,7,401
2020-06-21,Interlake-Eastern,0,20,0,20,0,402
2020-06-21,Northern,0,3,0,3,0,403
2020-06-21,Prairie Mountain Health,0,26,0,25,1,404
2020-06-21,Southern Health-Santé Sud,1,37,3,33,1,405
2020-06-21,Winnipeg,0,228,11,212,5,406
2020-06-22,All,1,315,14,294,7,407
2020-06-22,Interlake-Eastern,0,20,0,20,0,408
2020-06-22,Northern,0,3,0,3,0,409
2020-06-22,Prairie Mountain Health,0,26,0,25,1,410
2020-06-22,Southern Health-Santé Sud,0,37,3,33,1,411
2020-06-22,Winnipeg,1,229,11,213,5,412
2020-06-23,All,0,315,13,295,7,413
2020-06-23,Interlake-Eastern,0,20,0,20,0,414
2020-07-07,Southern Health-Santé Sud,0,40,0,41,1,415
2020-06-23,Northern,0,3,0,3,0,416
2020-07-07,Winnipeg,0,236,4,227,5,417
2020-06-23,Prairie Mountain Health,0,26,0,25,1,418
2020-07-08,All,0,325,0,318,7,419
2020-06-23,Southern Health-Santé Sud,0,37,3,33,1,420
2020-07-08,Interlake-Eastern,0,20,0,20,0,421
2020-06-23,Winnipeg,0,229,10,214,5,422
2020-07-08,Northern,0,3,0,3,0,423
2020-06-24,All,1,316,11,298,7,424
2020-07-08,Prairie Mountain Health,0,26,0,26,1,425
2020-06-24,Interlake-Eastern,0,20,0,20,0,426
2020-07-08,Southern Health-Santé Sud,0,40,0,41,1,427
2020-06-24,Northern,0,3,0,3,0,428
2020-07-08,Winnipeg,0,236,3,228,5,429
2020-06-24,Prairie Mountain Health,0,26,0,25,1,430
2020-07-09,All,0,325,0,320,7,431
2020-06-24,Southern Health-Santé Sud,1,38,4,33,1,432
2020-07-09,Interlake-Eastern,0,20,0,20,0,433
2020-06-24,Winnipeg,0,229,7,217,5,434
2020-07-09,Northern,0,3,0,3,0,435
2020-06-25,All,2,318,9,302,7,436
2020-07-09,Prairie Mountain Health,0,26,0,26,1,437
2020-06-25,Interlake-Eastern,0,20,0,20,0,438
2020-07-09,Southern Health-Santé Sud,0,40,0,41,1,439
2020-06-25,Northern,0,3,0,3,0,440
2020-07-09,Winnipeg,0,236,1,230,5,441
2020-06-25,Prairie Mountain Health,0,26,0,25,1,442
2020-07-10,All,0,325,0,321,7,443
2020-06-25,Southern Health-Santé Sud,0,38,2,35,1,444
2020-07-10,Interlake-Eastern,0,20,0,20,0,445
2020-06-25,Winnipeg,2,231,7,219,5,446
2020-07-10,Northern,0,3,0,3,0,447
2020-06-26,All,4,322,12,303,7,448
2020-07-10,Prairie Mountain Health,0,26,0,26,1,449
2020-07-10,Southern Health-Santé Sud,0,40,0,41,1,450
2020-05-27,All,0,294,4,283,7,451
2020-06-26,Interlake-Eastern,0,20,0,20,0,452
2020-07-10,Winnipeg,0,236,0,231,5,453
2020-05-27,Interlake-Eastern,0,20,0,20,0,454
2020-06-26,Northern,0,3,0,3,0,455
2020-07-11,All,0,325,0,321,7,456
2020-05-27,Northern,0,3,0,3,0,457
2020-06-26,Prairie Mountain Health,0,26,0,26,1,458
2020-07-11,Interlake-Eastern,0,20,0,20,0,459
2020-05-27,Prairie Mountain Health,0,26,0,25,1,460
2020-06-26,Southern Health-Santé Sud,2,40,4,35,1,461
2020-07-11,Northern,0,3,0,3,0,462
2020-05-27,Southern Health-Santé Sud,0,30,0,29,1,463
2020-06-26,Winnipeg,2,233,9,219,5,464
2020-07-11,Prairie Mountain Health,0,26,0,26,1,465
2020-06-27,All,0,322,9,306,7,466
2020-05-27,Winnipeg,0,215,4,206,5,467
2020-06-27,Interlake-Eastern,0,20,0,20,0,468
2020-07-11,Southern Health-Santé Sud,0,40,0,41,1,469
2020-05-28,All,0,294,4,283,7,470
2020-06-27,Northern,0,3,0,3,0,471
2020-07-11,Winnipeg,0,236,0,231,5,472
2020-05-28,Interlake-Eastern,0,20,0,20,0,473
2020-06-27,Prairie Mountain Health,0,26,0,26,1,474
2020-07-12,All,0,325,0,322,7,475
2020-05-28,Northern,0,3,0,3,0,476
2020-06-27,Southern Health-Santé Sud,0,40,4,35,1,477
2020-07-12,Interlake-Eastern,0,20,0,20,0,478
2020-05-28,Prairie Mountain Health,0,26,0,25,1,479
2020-06-27,Winnipeg,0,233,6,222,5,480
2020-07-12,Northern,0,3,0,3,0,481
2020-05-28,Southern Health-Santé Sud,0,30,0,29,1,482
2020-06-28,All,2,324,11,306,7,483
2020-07-12,Prairie Mountain Health,0,26,0,26,1,484
2020-05-28,Winnipeg,0,215,4,206,5,485
2020-06-28,Interlake-Eastern,0,20,0,20,0,486
2020-07-12,Southern Health-Santé Sud,0,40,0,41,1,487
2020-05-29,All,0,294,4,283,7,488
2020-06-28,Northern,0,3,0,3,0,489
2020-07-12,Winnipeg,0,236,0,232,5,490
2020-05-29,Interlake-Eastern,0,20,0,20,0,491
2020-06-28,Prairie Mountain Health,0,26,0,26,1,492
2020-07-13,All,5,330,0,323,7,493
2020-05-29,Northern,0,3,0,3,0,494
2020-06-28,Southern Health-Santé Sud,0,40,4,35,1,495
2020-07-13,Interlake-Eastern,1,21,1,20,0,496
2020-05-29,Prairie Mountain Health,0,26,0,25,1,497
2020-06-28,Winnipeg,2,235,8,222,5,498
2020-07-13,Northern,0,3,0,3,0,499
2020-05-29,Southern Health-Santé Sud,0,30,0,29,1,500
2020-06-29,All,1,325,11,307,7,501
2020-07-13,Prairie Mountain Health,0,26,0,26,1,502
2020-05-29,Winnipeg,0,215,4,206,5,503
2020-06-29,Interlake-Eastern,0,20,0,20,0,504
2020-07-13,Southern Health-Santé Sud,2,42,0,42,1,505
2020-05-30,All,1,295,5,283,7,506
2020-07-13,Winnipeg,2,238,1,232,5,507
2020-05-30,Interlake-Eastern,0,20,0,20,0,508
2020-07-14,All,0,330,0,323,7,509
2020-05-30,Northern,0,3,0,3,0,510
2020-07-14,Interlake-Eastern,0,21,1,20,0,511
2020-05-30,Prairie Mountain Health,0,26,0,25,1,512
2020-05-30,Southern Health-Santé Sud,1,31,1,29,1,513
2020-07-14,Northern,0,3,0,3,0,514
2020-05-30,Winnipeg,0,215,4,206,5,515
2020-07-14,Prairie Mountain Health,0,26,0,26,1,516
2020-07-14,Southern Health-Santé Sud,0,42,0,42,1,517
2020-05-31,All,0,295,5,283,7,518
