Date,RHA,Daily_Cases,Cumulative_Cases,Active_Cases,Recoveries,Deaths,ObjectId
2020-03-29,Interlake-Eastern,1,4,4,0,0,98
2020-03-29,Northern,1,1,1,0,0,99
2020-03-29,Prairie Mountain Health,2,9,8,1,0,100
2020-03-29,Southern Health-Santé Sud,1,6,3,3,0,101
2020-03-29,Winnipeg,18,76,69,6,1,102
2020-03-30,All,9,105,91,13,1,103
2020-03-30,Interlake-Eastern,0,4,4,0,0,104
2020-03-30,Northern,0,1,1,0,0,105
2020-03-30,Prairie Mountain Health,0,9,8,1,0,106
2020-03-30,Southern Health-Santé Sud,0,6,2,4,0,107
2020-03-30,Winnipeg,9,85,76,8,1,108
2020-03-31,All,27,132,114,17,1,109
2020-03-31,Interlake-Eastern,1,5,5,0,0,110
2020-03-31,Northern,0,1,1,0,0,111
2020-03-31,Prairie Mountain Health,1,10,9,1,0,112
2020-03-31,Southern Health-Santé Sud,2,8,4,4,0,113
2020-03-31,Winnipeg,23,108,95,12,1,114
2020-04-01,All,33,165,143,21,1,115
2020-04-01,Interlake-Eastern,3,8,8,0,0,116
2020-04-01,Northern,1,2,1,1,0,117
2020-04-01,Prairie Mountain Health,0,10,8,2,0,118
2020-04-01,Southern Health-Santé Sud,7,15,11,4,0,119
2020-04-01,Winnipeg,22,130,115,14,1,120
2020-04-02,All,16,181,154,25,2,121
2020-04-02,Interlake-Eastern,1,9,9,0,0,122
2020-04-02,Northern,0,2,1,1,0,123
2020-04-02,Prairie Mountain Health,1,11,9,2,0,124
2020-04-02,Southern Health-Santé Sud,4,19,15,4,0,125
2020-04-02,Winnipeg,10,140,120,18,2,126
2020-04-03,All,10,191,152,37,2,127
2020-04-03,Interlake-Eastern,2,11,10,1,0,128
2020-04-03,Northern,0,2,1,1,0,129
2020-04-03,Prairie Mountain Health,0,11,7,4,0,130
2020-04-03,Southern Health-Santé Sud,1,20,15,5,0,131
2020-04-03,Winnipeg,7,147,119,26,2,132
2020-04-04,All,11,202,162,38,2,133
2020-04-04,Interlake-Eastern,0,11,10,1,0,134
2020-04-04,Northern,0,2,1,1,0,135
2020-04-04,Prairie Mountain Health,0,11,7,4,0,136
2020-04-04,Southern Health-Santé Sud,4,24,18,6,0,137
2020-04-04,Winnipeg,7,154,126,26,2,138
2020-04-05,All,1,203,159,42,2,139
2020-04-05,Interlake-Eastern,0,11,10,1,0,140
2020-04-05,Northern,0,2,1,1,0,141
2020-04-05,Prairie Mountain Health,0,11,6,5,0,142
2020-04-05,Southern Health-Santé Sud,0,24,18,6,0,143
2020-04-05,Winnipeg,1,155,124,29,2,144
2020-04-06,All,13,216,140,73,3,145
2020-04-06,Interlake-Eastern,0,11,10,1,0,146
2020-04-06,Northern,1,3,2,1,0,147
2020-04-06,Prairie Mountain Health,0,11,4,7,0,148
2020-04-06,Southern Health-Santé Sud,0,24,18,6,0,149
2020-04-06,Winnipeg,12,167,106,58,3,150
2020-04-07,All,3,219,118,98,3,151
2020-04-07,Interlake-Eastern,2,13,12,1,0,152
2020-04-07,Northern,0,3,0,3,0,153
2020-04-07,Prairie Mountain Health,0,11,4,7,0,154
2020-04-07,Southern Health-Santé Sud,0,24,14,10,0,155
2020-04-07,Winnipeg,1,168,88,77,3,156
2020-04-08,All,2,221,102,116,3,157
2020-04-08,Interlake-Eastern,1,14,11,3,0,158
2020-04-08,Northern,0,3,0,3,0,159
2020-04-08,Prairie Mountain Health,0,11,4,7,0,160
2020-04-08,Southern Health-Santé Sud,0,24,14,10,0,161
2020-04-08,Winnipeg,1,169,73,93,3,162
2020-04-09,All,6,227,93,130,4,163
2020-04-09,Interlake-Eastern,2,16,12,4,0,164
2020-04-09,Northern,0,3,0,3,0,165
2020-04-09,Prairie Mountain Health,0,11,3,8,0,166
2020-04-09,Southern Health-Santé Sud,0,24,6,18,0,167
2020-04-09,Winnipeg,4,173,72,97,4,168
2020-04-10,All,12,239,94,141,4,169
2020-04-10,Interlake-Eastern,1,17,13,4,0,170
2020-04-10,Northern,0,3,0,3,0,171
2020-04-10,Prairie Mountain Health,0,11,2,9,0,172
2020-04-10,Southern Health-Santé Sud,3,27,4,23,0,173
2020-04-10,Winnipeg,8,181,75,102,4,174
2020-04-11,All,0,239,91,144,4,175
2020-04-11,Interlake-Eastern,0,17,13,4,0,176
2020-04-11,Northern,0,3,0,3,0,177
2020-04-11,Prairie Mountain Health,0,11,2,9,0,178
2020-04-11,Southern Health-Santé Sud,0,27,3,24,0,179
2020-04-11,Winnipeg,0,181,73,104,4,180
2020-04-12,All,2,241,88,149,4,181
2020-04-12,Interlake-Eastern,0,17,12,5,0,182
2020-04-12,Northern,0,3,0,3,0,183
2020-04-12,Prairie Mountain Health,0,11,2,9,0,184
2020-04-12,Southern Health-Santé Sud,1,28,4,24,0,185
2020-04-12,Winnipeg,1,182,70,108,4,186
2020-04-13,All,0,241,80,156,5,187
2020-04-13,Interlake-Eastern,0,17,11,6,0,188
2020-04-13,Northern,0,3,0,3,0,189
2020-04-13,Prairie Mountain Health,0,11,1,9,1,190
2020-04-13,Southern Health-Santé Sud,0,28,3,25,0,191
2020-04-13,Winnipeg,0,182,65,113,4,192
2020-04-14,All,3,244,67,172,5,193
2020-04-14,Interlake-Eastern,1,18,8,10,0,194
2020-04-14,Northern,0,3,0,3,0,195
2020-04-14,Prairie Mountain Health,1,12,2,9,1,196
2020-04-14,Southern Health-Santé Sud,0,28,2,26,0,197
2020-04-14,Winnipeg,1,183,55,124,4,198
2020-04-15,All,4,248,59,184,5,199
2020-04-15,Interlake-Eastern,1,19,7,12,0,200
2020-04-15,Northern,0,3,0,3,0,201
2020-04-15,Prairie Mountain Health,0,12,2,9,1,202
2020-04-15,Southern Health-Santé Sud,0,28,2,26,0,203
2020-04-15,Winnipeg,3,186,48,134,4,204
2020-04-16,All,1,249,48,196,5,205
2020-04-16,Interlake-Eastern,0,19,6,13,0,206
2020-04-16,Northern,0,3,0,3,0,207
2020-04-16,Prairie Mountain Health,0,12,0,11,1,208
2020-04-16,Southern Health-Santé Sud,0,28,2,26,0,209
2020-04-16,Winnipeg,1,187,40,143,4,210
2020-04-17,All,5,254,42,207,5,211
2020-04-17,Interlake-Eastern,0,19,4,15,0,212
2020-04-17,Northern,0,3,0,3,0,213
2020-04-17,Prairie Mountain Health,1,13,1,11,1,214
2020-04-17,Southern Health-Santé Sud,0,28,2,26,0,215
2020-04-17,Winnipeg,4,191,35,152,4,216
2020-04-18,All,2,256,43,208,5,217
2020-04-18,Interlake-Eastern,0,19,3,16,0,218
2020-04-18,Northern,0,3,0,3,0,219
2020-04-18,Prairie Mountain Health,0,13,1,11,1,220
2020-04-18,Southern Health-Santé Sud,0,28,2,26,0,221
2020-04-18,Winnipeg,2,193,37,152,4,222
2020-04-19,All,1,257,44,208,5,223
2020-04-19,Interlake-Eastern,0,19,3,16,0,224
2020-04-19,Northern,0,3,0,3,0,225
2020-04-19,Prairie Mountain Health,0,13,1,11,1,226
2020-04-19,Southern Health-Santé Sud,0,28,2,26,0,227
2020-04-19,Winnipeg,1,194,38,152,4,228
2020-04-20,All,1,258,38,214,6,229
2020-04-20,Interlake-Eastern,0,19,3,16,0,230
2020-04-20,Northern,0,3,0,3,0,231
2020-04-20,Prairie Mountain Health,0,13,1,11,1,232
2020-04-20,Southern Health-Santé Sud,0,28,2,26,0,233
2020-04-20,Winnipeg,1,195,32,158,5,234
2020-04-21,All,0,258,29,223,6,235
2020-04-21,Interlake-Eastern,0,19,2,17,0,236
2020-04-21,Northern,0,3,0,3,0,237
2020-04-21,Prairie Mountain Health,0,13,1,11,1,238
2020-04-21,Southern Health-Santé Sud,0,28,2,26,0,239
2020-04-21,Winnipeg,0,195,24,166,5,240
2020-04-22,All,3,261,25,230,6,241
2020-04-22,Interlake-Eastern,0,19,2,17,0,242
2020-04-22,Northern,0,3,0,3,0,243
2020-04-22,Prairie Mountain Health,0,13,1,11,1,244
2020-04-22,Southern Health-Santé Sud,0,28,2,26,0,245
2020-04-22,Winnipeg,3,198,20,173,5,246
2020-04-23,All,2,263,26,231,6,247
2020-04-23,Interlake-Eastern,0,19,2,17,0,248
2020-04-23,Northern,0,3,0,3,0,249
2020-04-23,Prairie Mountain Health,0,13,1,11,1,250
2020-04-23,Southern Health-Santé Sud,1,29,3,26,0,251
2020-04-23,Winnipeg,1,199,20,174,5,252
2020-04-24,All,3,266,23,237,6,253
2020-04-24,Interlake-Eastern,0,19,1,18,0,254
2020-04-24,Northern,0,3,0,3,0,255
2020-04-24,Prairie Mountain Health,1,14,1,12,1,256
2020-04-24,Southern Health-Santé Sud,0,29,2,27,0,257
2020-04-24,Winnipeg,2,201,19,177,5,258
2020-04-25,All,4,270,26,238,6,259
2020-04-25,Interlake-Eastern,1,20,2,18,0,260
2020-04-25,Northern,0,3,0,3,0,261
2020-04-25,Prairie Mountain Health,0,14,1,12,1,262
2020-04-25,Southern Health-Santé Sud,1,30,3,27,0,263
2020-04-25,Winnipeg,2,203,20,178,5,264
2020-04-26,All,1,271,27,238,6,265
2020-04-26,Interlake-Eastern,0,20,2,18,0,266
2020-04-26,Northern,0,3,0,3,0,267
2020-04-26,Prairie Mountain Health,0,14,1,12,1,268
2020-04-26,Southern Health-Santé Sud,0,30,3,27,0,269
2020-04-26,Winnipeg,1,204,21,178,5,270
2020-04-27,All,2,273,28,239,6,271
2020-04-27,Interlake-Eastern,0,20,2,18,0,272
2020-04-27,Northern,0,3,0,3,0,273
2020-04-27,Prairie Mountain Health,1,15,2,12,1,274
2020-04-27,Southern Health-Santé Sud,0,30,3,27,0,275
2020-04-27,Winnipeg,1,205,21,179,5,276
2020-04-28,All,0,273,22,245,6,277
2020-04-28,Interlake-Eastern,0,20,2,18,0,278
2020-04-28,Northern,0,3,0,3,0,279
2020-04-28,Prairie Mountain Health,0,15,1,13,1,280
2020-04-28,Southern Health-Santé Sud,0,30,3,27,0,281
2020-04-28,Winnipeg,0,205,16,184,5,282
2020-04-29,All,1,274,21,247,6,283
2020-04-29,Interlake-Eastern,0,20,2,18,0,284
2020-04-29,Northern,0,3,0,3,0,285
2020-04-29,Prairie Mountain Health,0,15,1,13,1,286
2020-04-29,Southern Health-Santé Sud,0,30,3,27,0,287
2020-04-29,Winnipeg,1,206,15,186,5,288
2020-04-30,All,4,278,23,249,6,289
2020-04-30,Interlake-Eastern,0,20,2,18,0,290
2020-04-30,Northern,0,3,0,3,0,291
2020-04-30,Prairie Mountain Health,2,17,3,13,1,292
2020-04-30,Southern Health-Santé Sud,0,30,2,28,0,293
2020-04-30,Winnipeg,2,208,16,187,5,294
2020-05-01,All,1,279,22,251,6,295
2020-05-01,Interlake-Eastern,0,20,1,19,0,296
2020-05-01,Northern,0,3,0,3,0,297
2020-05-01,Prairie Mountain Health,0,17,3,13,1,298
2020-05-01,Southern Health-Santé Sud,0,30,2,28,0,299
2020-05-01,Winnipeg,1,209,16,188,5,300
2020-05-02,All,1,280,23,251,6,301
2020-05-02,Interlake-Eastern,0,20,1,19,0,302
2020-05-02,Northern,0,3,0,3,0,303
2020-05-02,Prairie Mountain Health,1,18,4,13,1,304
2020-05-02,Southern Health-Santé Sud,0,30,2,28,0,305
2020-05-02,Winnipeg,0,209,16,188,5,306
2020-05-03,All,0,280,22,252,6,307
2020-05-03,Interlake-Eastern,0,20,1,19,0,308
2020-05-03,Northern,0,3,0,3,0,309
2020-05-03,Prairie Mountain Health,0,18,4,13,1,310
2020-05-03,Southern Health-Santé Sud,0,30,1,29,0,311
2020-05-03,Winnipeg,0,209,16,188,5,312
2020-05-04,All,1,281,19,255,7,313
2020-05-04,Interlake-Eastern,0,20,1,19,0,314
2020-05-04,Northern,0,3,0,3,0,315
2020-05-04,Prairie Mountain Health,1,19,5,13,1,316
2020-05-04,Southern Health-Santé Sud,0,30,0,29,1,317
2020-05-04,Winnipeg,0,209,13,191,5,318
2020-05-05,All,2,283,20,256,7,319
2020-05-05,Interlake-Eastern,0,20,1,19,0,320
2020-05-05,Northern,0,3,0,3,0,321
2020-05-05,Prairie Mountain Health,2,21,7,13,1,322
2020-05-05,Southern Health-Santé Sud,0,30,0,29,1,323
2020-05-05,Winnipeg,0,209,12,192,5,324
2020-05-06,All,0,283,16,260,7,325
2020-05-06,Interlake-Eastern,0,20,0,20,0,326
2020-05-06,Northern,0,3,0,3,0,327
2020-05-06,Prairie Mountain Health,0,21,7,13,1,328
2020-05-06,Southern Health-Santé Sud,0,30,0,29,1,329
2020-05-06,Winnipeg,0,209,9,195,5,330
2020-05-07,All,1,284,16,261,7,331
2020-05-07,Interlake-Eastern,0,20,0,20,0,332
2020-05-07,Northern,0,3,0,3,0,333
2020-05-07,Prairie Mountain Health,1,22,7,14,1,334
2020-05-07,Southern Health-Santé Sud,0,30,0,29,1,335
2020-05-07,Winnipeg,0,209,9,195,5,336
2020-05-08,All,1,285,15,263,7,337
2020-05-08,Interlake-Eastern,0,20,0,20,0,338
2020-05-08,Northern,0,3,0,3,0,339
2020-05-08,Prairie Mountain Health,0,22,7,14,1,340
2020-05-08,Southern Health-Santé Sud,0,30,0,29,1,341
2020-05-08,Winnipeg,1,210,8,197,5,342
2020-05-09,All,2,287,16,264,7,343
2020-05-09,Interlake-Eastern,0,20,0,20,0,344
2020-05-09,Northern,0,3,0,3,0,345
2020-05-09,Prairie Mountain Health,2,24,9,14,1,346
2020-05-09,Southern Health-Santé Sud,0,30,0,29,1,347
2020-05-09,Winnipeg,0,210,7,198,5,348
2020-05-10,All,2,289,18,264,7,349
2020-05-10,Interlake-Eastern,0,20,0,20,0,350
2020-05-10,Northern,0,3,0,3,0,351
2020-05-10,Prairie Mountain Health,2,26,11,14,1,352
2020-05-10,Southern Health-Santé Sud,0,30,0,29,1,353
2020-05-10,Winnipeg,0,210,7,198,5,354
2020-05-11,All,0,289,16,266,7,355
2020-05-11,Interlake-Eastern,0,20,0,20,0,356
2020-05-11,Northern,0,3,0,3,0,357
2020-05-11,Prairie Mountain Health,0,26,10,15,1,358
2020-05-11,Southern Health-Santé Sud,0,30,0,29,1,359
2020-05-11,Winnipeg,0,210,6,199,5,360
2020-05-12,All,0,289,15,267,7,361
2020-05-12,Interlake-Eastern,0,20,0,20,0,362
2020-05-12,Northern,0,3,0,3,0,363
2020-05-12,Prairie Mountain Health,0,26,10,15,1,364
2020-05-12,Southern Health-Santé Sud,0,30,0,29,1,365
2020-05-12,Winnipeg,0,210,5,200,5,366
2020-05-13,All,0,289,13,269,7,367
2020-05-13,Interlake-Eastern,0,20,0,20,0,368
2020-05-13,Northern,0,3,0,3,0,369
2020-05-13,Prairie Mountain Health,0,26,9,16,1,370
2020-05-13,Southern Health-Santé Sud,0,30,0,29,1,371
2020-05-13,Winnipeg,0,210,4,201,5,372
2020-05-14,All,0,289,12,270,7,373
2020-05-14,Interlake-Eastern,0,20,0,20,0,374
2020-05-14,Northern,0,3,0,3,0,375
2020-05-14,Prairie Mountain Health,0,26,9,16,1,376
2020-05-14,Southern Health-Santé Sud,0,30,0,29,1,377
2020-05-14,Winnipeg,0,210,3,202,5,378
2020-05-15,All,0,289,9,273,7,379
2020-05-15,Interlake-Eastern,0,20,0,20,0,380
2020-05-15,Northern,0,3,0,3,0,381
2020-05-15,Prairie Mountain Health,0,26,8,17,1,382
2020-05-15,Southern Health-Santé Sud,0,30,0,29,1,383
2020-05-15,Winnipeg,0,210,1,204,5,384
2020-05-16,All,0,289,9,273,7,385
2020-05-16,Interlake-Eastern,0,20,0,20,0,386
2020-05-16,Northern,0,3,0,3,0,387
2020-05-16,Prairie Mountain Health,0,26,8,17,1,388
2020-05-16,Southern Health-Santé Sud,0,30,0,29,1,389
2020-05-16,Winnipeg,0,210,1,204,5,390
2020-05-17,All,1,290,8,275,7,391
2020-05-17,Interlake-Eastern,0,20,0,20,0,392
2020-05-17,Northern,0,3,0,3,0,393
2020-05-17,Prairie Mountain Health,0,26,6,19,1,394
2020-05-17,Southern Health-Santé Sud,0,30,0,29,1,395
2020-05-17,Winnipeg,1,211,2,204,5,396
2020-05-18,All,0,290,8,275,7,397
2020-05-18,Interlake-Eastern,0,20,0,20,0,398
2020-05-18,Northern,0,3,0,3,0,399
2020-05-18,Prairie Mountain Health,0,26,6,19,1,400
2020-05-18,Southern Health-Santé Sud,0,30,0,29,1,401
2020-05-18,Winnipeg,0,211,2,204,5,402
2020-05-19,All,0,290,7,276,7,403
2020-05-19,Interlake-Eastern,0,20,0,20,0,404
2020-05-19,Northern,0,3,0,3,0,405
2020-05-19,Prairie Mountain Health,0,26,6,19,1,406
2020-05-19,Southern Health-Santé Sud,0,30,0,29,1,407
2020-05-19,Winnipeg,0,211,1,205,5,408
2020-05-20,All,0,290,2,281,7,409
2020-05-20,Interlake-Eastern,0,20,0,20,0,410
2020-05-20,Northern,0,3,0,3,0,411
2020-05-20,Prairie Mountain Health,0,26,1,24,1,412
2020-05-20,Southern Health-Santé Sud,0,30,0,29,1,413
2020-05-20,Winnipeg,0,211,1,205,5,414
2020-05-21,All,2,292,4,281,7,415
2020-05-21,Interlake-Eastern,0,20,0,20,0,416
2020-05-21,Northern,0,3,0,3,0,417
2020-05-21,Prairie Mountain Health,0,26,1,24,1,418
2020-05-21,Southern Health-Santé Sud,0,30,0,29,1,419
2020-05-21,Winnipeg,2,213,3,205,5,420
2020-05-22,All,0,292,3,282,7,421
2020-05-22,Interlake-Eastern,0,20,0,20,0,422
2020-05-22,Northern,0,3,0,3,0,423
2020-05-22,Prairie Mountain Health,0,26,0,25,1,424
2020-05-22,Southern Health-Santé Sud,0,30,0,29,1,425
2020-05-22,Winnipeg,0,213,3,205,5,426
2020-05-23,All,0,292,3,282,7,427
2020-05-23,Interlake-Eastern,0,20,0,20,0,428
2020-05-23,Northern,0,3,0,3,0,429
2020-05-23,Prairie Mountain Health,0,26,0,25,1,430
2020-05-23,Southern Health-Santé Sud,0,30,0,29,1,431
2020-05-23,Winnipeg,0,213,3,205,5,432
2020-05-24,All,0,292,3,282,7,433
2020-05-24,Interlake-Eastern,0,20,0,20,0,434
2020-05-24,Northern,0,3,0,3,0,435
2020-05-24,Prairie Mountain Health,0,26,0,25,1,436
2020-05-24,Southern Health-Santé Sud,0,30,0,29,1,437
2020-05-24,Winnipeg,0,213,3,205,5,438
2020-05-25,All,0,292,2,283,7,439
2020-05-25,Interlake-Eastern,0,20,0,20,0,440
2020-05-25,Northern,0,3,0,3,0,441
2020-05-25,Prairie Mountain Health,0,26,0,25,1,442
2020-05-25,Southern Health-Santé Sud,0,30,0,29,1,443
2020-05-25,Winnipeg,0,213,2,206,5,444
2020-05-26,All,2,294,4,283,7,445
2020-05-26,Interlake-Eastern,0,20,0,20,0,446
2020-05-26,Northern,0,3,0,3,0,447
2020-05-26,Prairie Mountain Health,0,26,0,25,1,448
2020-05-26,Southern Health-Santé Sud,0,30,0,29,1,449
2020-05-26,Winnipeg,2,215,4,206,5,450
2020-05-27,All,0,294,4,283,7,451
2020-05-27,Interlake-Eastern,0,20,0,20,0,452
2020-05-27,Northern,0,3,0,3,0,453
2020-05-27,Prairie Mountain Health,0,26,0,25,1,454
2020-05-27,Southern Health-Santé Sud,0,30,0,29,1,455
2020-05-27,Winnipeg,0,215,4,206,5,456
2020-05-28,All,0,294,4,283,7,457
2020-05-28,Interlake-Eastern,0,20,0,20,0,458
2020-05-28,Northern,0,3,0,3,0,459
2020-05-28,Prairie Mountain Health,0,26,0,25,1,460
2020-05-28,Southern Health-Santé Sud,0,30,0,29,1,461
2020-05-28,Winnipeg,0,215,4,206,5,462
2020-05-29,All,0,294,4,283,7,463
2020-05-29,Interlake-Eastern,0,20,0,20,0,464
2020-05-29,Northern,0,3,0,3,0,465
2020-05-29,Prairie Mountain Health,0,26,0,25,1,466
2020-05-29,Southern Health-Santé Sud,0,30,0,29,1,467
2020-05-29,Winnipeg,0,215,4,206,5,468
2020-05-30,All,1,295,5,283,7,469
2020-05-30,Interlake-Eastern,0,20,0,20,0,470
2020-05-30,Northern,0,3,0,3,0,471
2020-05-30,Prairie Mountain Health,0,26,0,25,1,472
2020-05-30,Southern Health-Santé Sud,1,31,1,29,1,473
2020-05-30,Winnipeg,0,215,4,206,5,474
2020-05-31,All,0,295,5,283,7,475
2020-05-31,Interlake-Eastern,0,20,0,20,0,476
2020-05-31,Northern,0,3,0,3,0,477
2020-05-31,Prairie Mountain Health,0,26,0,25,1,478
2020-05-31,Southern Health-Santé Sud,0,31,1,29,1,479
2020-05-31,Winnipeg,0,215,4,206,5,480
2020-06-01,All,3,298,8,283,7,481
2020-06-01,Interlake-Eastern,0,20,0,20,0,482
2020-06-01,Northern,0,3,0,3,0,483
2020-06-01,Prairie Mountain Health,0,26,0,25,1,484
2020-06-01,Southern Health-Santé Sud,3,34,4,29,1,485
2020-06-01,Winnipeg,0,215,4,206,5,486
2020-06-02,All,0,298,6,285,7,487
2020-06-02,Interlake-Eastern,0,20,0,20,0,488
2020-06-02,Northern,0,3,0,3,0,489
2020-06-02,Prairie Mountain Health,0,26,0,25,1,490
2020-06-02,Southern Health-Santé Sud,0,34,4,29,1,491
2020-06-02,Winnipeg,0,215,2,208,5,492
2020-06-03,All,2,300,8,285,7,493
2020-06-03,Interlake-Eastern,0,20,0,20,0,494
2020-06-03,Northern,0,3,0,3,0,495
2020-06-03,Prairie Mountain Health,0,26,0,25,1,496
2020-06-03,Southern Health-Santé Sud,0,34,4,29,1,497
2020-06-03,Winnipeg,2,217,4,208,5,498
2020-06-04,All,0,300,8,285,7,499
2020-06-04,Interlake-Eastern,0,20,0,20,0,500
2020-06-04,Northern,0,3,0,3,0,501
2020-06-04,Prairie Mountain Health,0,26,0,25,1,502
2020-06-04,Southern Health-Santé Sud,0,34,4,29,1,503
2020-06-04,Winnipeg,0,217,4,208,5,504
2020-06-05,All,0,300,8,285,7,505
2020-06-05,Interlake-Eastern,0,20,0,20,0,506
2020-06-05,Northern,0,3,0,3,0,507
2020-06-05,Prairie Mountain Health,0,26,0,25,1,508
2020-06-05,Southern Health-Santé Sud,0,34,4,29,1,509
2020-06-05,Winnipeg,0,217,4,208,5,510
2020-06-06,All,0,300,8,285,7,511
2020-06-06,Interlake-Eastern,0,20,0,20,0,512
2020-06-06,Northern,0,3,0,3,0,513
2020-06-06,Prairie Mountain Health,0,26,0,25,1,514
2020-06-06,Southern Health-Santé Sud,0,34,4,29,1,515
2020-06-06,Winnipeg,0,217,4,208,5,516
2020-06-07,All,0,300,8,285,7,517
2020-06-07,Interlake-Eastern,0,20,0,20,0,518
