Collected_Date,Report_Date,LCC_Name,Municipality,Confirmed_Child_Cases,Confirmed_Staff_Provider_Cases,Confirmed_Unspecified_Cases,Total_Confirmed_Cases
2020-09-18,2020-09-21,Our Lady of Fatima School Age,Woodbridge,0,1,0,1
2020-09-18,2020-09-21,Palmerston Community Daycare,Toronto,1,0,0,1
2020-09-18,2020-09-21,PLASP - Dixie Public School,Mississauga,0,1,0,1
2020-09-18,2020-09-21,Rexdale Home Child Care Agency (PHDC) (three locations),Toronto,2,3,0,5
2020-09-18,2020-09-21,The Alderbuds Child Care Centre of Etobicoke,Toronto,1,0,0,1
2020-09-18,2020-09-21,Toronto Home Child Care Agency (#0000415) (City of Toronto) (one location),Toronto,1,0,0,1
2020-09-18,2020-09-21,Trillium School Age Program,Orleans,1,0,0,1
2020-09-18,2020-09-21,Umbrella Family - Templemead,Hamilton,0,1,0,1
2020-09-18,2020-09-21,Wee Watch Private Home Daycare - Kanata / Hunt Club (one location),Nepean,1,0,0,1
2020-09-18,2020-09-21,Woodgreen Community Services (Enderby Child Care),Toronto,1,0,0,1
