FILE_DATE,PHU_NAME,PHU_NUM,ACTIVE_CASES,RESOLVED_CASES,DEATHS,,,,,,
20200411,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,29,74,18,,,,,,
20200411,HALTON REGION,2236,109,147,10,,,,,,
20200411,HASTINGS & PRINCE EDWARD COUNTIES,2238,12,12,1,,,,,,
20200411,HURON PERTH,5183,18,10,1,,,,,,
20200411,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,7,45,0,,,,,,
20200411,LAMBTON COUNTY,2242,61,33,9,,,,,,
20200411,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,108,39,10,,,,,,
20200411,MIDDLESEX-LONDON,2244,120,57,8,,,,,,
20200411,NIAGARA REGION,2246,90,102,15,,,,,,
20200411,NORTH BAY PARRY SOUND DISTRICT,2247,3,4,0,,,,,,
20200411,NORTHWESTERN,2249,0,9,0,,,,,,
20200411,OXFORD ELGIN-ST.THOMAS,4913,12,14,2,,,,,,
20200411,PEEL REGION,2253,603,257,15,,,,,,
20200411,PETERBOROUGH COUNTY-CITY,2255,15,36,0,,,,,,
20200411,PORCUPINE,2256,17,19,2,,,,,,
20200411,RENFREW COUNTY AND DISTRICT,2257,4,7,1,,,,,,
20200411,SIMCOE MUSKOKA DISTRICT,2260,69,62,6,,,,,,
20200411,SUDBURY AND DISTRICT,2261,6,22,1,,,,,,
20200411,THUNDER BAY DISTRICT,2262,13,11,0,,,,,,
20200411,TIMISKAMING,2263,3,4,0,,,,,,
20200411,TORONTO,3895,999,636,69,,,,,,
20200411,WATERLOO REGION,2265,90,105,6,,,,,,
20200411,WELLINGTON-DUFFERIN-GUELPH,2266,87,43,2,,,,,,
20200411,WINDSOR-ESSEX COUNTY,2268,185,80,7,,,,,,
20200411,YORK REGION,2270,319,309,24,,,,,,
20200412,ALGOMA DISTRICT,2226,3,7,0,,,,,,
20200412,BRANT COUNTY,2227,22,43,1,,,,,,
20200412,CHATHAM-KENT,2240,7,11,1,,,,,,
20200412,CITY OF HAMILTON,2237,79,140,8,,,,,,
20200412,CITY OF OTTAWA,2251,226,302,8,,,,,,
20200412,DURHAM REGION,2230,132,180,20,,,,,,
20200412,EASTERN ONTARIO,2258,18,39,0,,,,,,
20200412,GREY BRUCE,2233,19,15,0,,,,,,
20200412,HALDIMAND-NORFOLK,2234,80,31,10,,,,,,
20200412,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,29,81,18,,,,,,
20200412,HALTON REGION,2236,111,154,10,,,,,,
20200412,HASTINGS & PRINCE EDWARD COUNTIES,2238,10,15,1,,,,,,
20200412,HURON PERTH,5183,18,11,1,,,,,,
20200412,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,5,48,0,,,,,,
20200412,LAMBTON COUNTY,2242,60,40,10,,,,,,
20200412,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,128,46,10,,,,,,
20200412,MIDDLESEX-LONDON,2244,116,74,9,,,,,,
20200412,NIAGARA REGION,2246,94,110,20,,,,,,
20200412,NORTH BAY PARRY SOUND DISTRICT,2247,4,4,0,,,,,,
20200412,NORTHWESTERN,2249,0,9,0,,,,,,
20200412,OXFORD ELGIN-ST.THOMAS,4913,15,15,2,,,,,,
20200412,PEEL REGION,2253,636,284,17,,,,,,
20200412,PETERBOROUGH COUNTY-CITY,2255,13,38,0,,,,,,
20200412,PORCUPINE,2256,15,23,2,,,,,,
20200412,RENFREW COUNTY AND DISTRICT,2257,5,8,1,,,,,,
20200412,SIMCOE MUSKOKA DISTRICT,2260,64,67,7,,,,,,
20200412,SUDBURY AND DISTRICT,2261,5,24,1,,,,,,
20200412,THUNDER BAY DISTRICT,2262,11,13,0,,,,,,
20200412,TIMISKAMING,2263,3,4,0,,,,,,
20200412,TORONTO,3895,1065,689,76,,,,,,
20200412,WATERLOO REGION,2265,89,113,6,,,,,,
20200412,WELLINGTON-DUFFERIN-GUELPH,2266,83,47,2,,,,,,
20200412,WINDSOR-ESSEX COUNTY,2268,190,89,7,,,,,,
20200412,YORK REGION,2270,299,347,26,,,,,,
20200413,ALGOMA DISTRICT,2226,3,7,0,,,,,,
20200413,BRANT COUNTY,2227,24,43,1,,,,,,
20200413,CHATHAM-KENT,2240,12,12,1,,,,,,
20200413,CITY OF HAMILTON,2237,80,150,8,,,,,,
20200413,CITY OF OTTAWA,2251,234,319,8,,,,,,
20200413,DURHAM REGION,2230,137,193,20,,,,,,
20200413,EASTERN ONTARIO,2258,18,40,0,,,,,,
20200413,GREY BRUCE,2233,19,17,0,,,,,,
20200413,HALDIMAND-NORFOLK,2234,79,36,13,,,,,,
20200413,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,28,83,18,,,,,,
20200413,HALTON REGION,2236,118,162,11,,,,,,
20200413,HASTINGS & PRINCE EDWARD COUNTIES,2238,10,15,1,,,,,,
20200413,HURON PERTH,5183,18,11,2,,,,,,
20200413,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,2,51,0,,,,,,
20200413,LAMBTON COUNTY,2242,62,43,10,,,,,,
20200413,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,141,48,12,,,,,,
20200413,MIDDLESEX-LONDON,2244,127,85,11,,,,,,
20200413,NIAGARA REGION,2246,93,124,21,,,,,,
20200413,NORTH BAY PARRY SOUND DISTRICT,2247,5,4,0,,,,,,
20200413,NORTHWESTERN,2249,0,9,0,,,,,,
20200413,OXFORD ELGIN-ST.THOMAS,4913,15,16,2,,,,,,
20200413,PEEL REGION,2253,648,323,18,,,,,,
20200413,PETERBOROUGH COUNTY-CITY,2255,13,38,1,,,,,,
20200413,PORCUPINE,2256,12,25,2,,,,,,
20200413,RENFREW COUNTY AND DISTRICT,2257,5,8,1,,,,,,
20200413,SIMCOE MUSKOKA DISTRICT,2260,70,71,7,,,,,,
20200413,SUDBURY AND DISTRICT,2261,8,25,1,,,,,,
20200413,THUNDER BAY DISTRICT,2262,12,15,0,,,,,,
20200413,TIMISKAMING,2263,3,4,0,,,,,,
20200413,TORONTO,3895,1201,721,78,,,,,,
20200413,WATERLOO REGION,2265,90,121,6,,,,,,
20200413,WELLINGTON-DUFFERIN-GUELPH,2266,82,49,2,,,,,,
20200413,WINDSOR-ESSEX COUNTY,2268,180,103,7,,,,,,
20200413,YORK REGION,2270,273,386,29,,,,,,
20200414,ALGOMA DISTRICT,2226,3,7,0,,,,,,
20200414,BRANT COUNTY,2227,22,45,1,,,,,,
20200414,CHATHAM-KENT,2240,11,13,1,,,,,,
20200414,CITY OF HAMILTON,2237,83,154,9,,,,,,
20200414,CITY OF OTTAWA,2251,251,333,8,,,,,,
20200414,DURHAM REGION,2230,162,202,22,,,,,,
20200414,EASTERN ONTARIO,2258,16,45,0,,,,,,
20200414,GREY BRUCE,2233,19,18,0,,,,,,
20200414,HALDIMAND-NORFOLK,2234,63,50,16,,,,,,
20200414,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,26,85,18,,,,,,
20200414,HALTON REGION,2236,148,171,11,,,,,,
20200414,HASTINGS & PRINCE EDWARD COUNTIES,2238,10,15,1,,,,,,
20200414,HURON PERTH,5183,15,14,2,,,,,,
20200414,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,3,51,0,,,,,,
20200414,LAMBTON COUNTY,2242,55,52,10,,,,,,
20200414,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,131,51,24,,,,,,
20200414,MIDDLESEX-LONDON,2244,131,99,11,,,,,,
20200414,NIAGARA REGION,2246,93,135,23,,,,,,
20200414,NORTH BAY PARRY SOUND DISTRICT,2247,6,4,0,,,,,,
20200414,NORTHWESTERN,2249,1,9,0,,,,,,
20200414,OXFORD ELGIN-ST.THOMAS,4913,15,17,2,,,,,,
20200414,PEEL REGION,2253,683,343,19,,,,,,
20200414,PETERBOROUGH COUNTY-CITY,2255,12,40,1,,,,,,
20200414,PORCUPINE,2256,12,25,2,,,,,,
20200414,RENFREW COUNTY AND DISTRICT,2257,5,8,1,,,,,,
20200414,SIMCOE MUSKOKA DISTRICT,2260,67,79,7,,,,,,
20200414,SUDBURY AND DISTRICT,2261,9,27,1,,,,,,
20200414,THUNDER BAY DISTRICT,2262,12,20,0,,,,,,
20200414,TIMISKAMING,2263,3,4,0,,,,,,
20200414,TORONTO,3895,1295,760,93,,,,,,
20200414,WATERLOO REGION,2265,87,128,6,,,,,,
20200414,WELLINGTON-DUFFERIN-GUELPH,2266,101,51,2,,,,,,
20200414,WINDSOR-ESSEX COUNTY,2268,191,108,7,,,,,,
20200414,YORK REGION,2270,310,405,36,,,,,,
20200415,ALGOMA DISTRICT,2226,3,7,0,,,,,,
20200415,BRANT COUNTY,2227,21,49,1,,,,,,
20200415,CHATHAM-KENT,2240,11,13,1,,,,,,
20200415,CITY OF HAMILTON,2237,94,160,9,,,,,,
20200415,CITY OF OTTAWA,2251,245,364,9,,,,,,
20200415,DURHAM REGION,2230,198,219,30,,,,,,
20200415,EASTERN ONTARIO,2258,13,48,0,,,,,,
20200415,GREY BRUCE,2233,20,18,0,,,,,,
20200415,HALDIMAND-NORFOLK,2234,69,55,20,,,,,,
20200415,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,24,88,18,,,,,,
20200415,HALTON REGION,2236,145,182,11,,,,,,
20200415,HASTINGS & PRINCE EDWARD COUNTIES,2238,8,17,1,,,,,,
20200415,HURON PERTH,5183,14,16,3,,,,,,
20200415,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,2,52,0,,,,,,
20200415,LAMBTON COUNTY,2242,42,64,11,,,,,,
20200415,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,140,59,26,,,,,,
20200415,MIDDLESEX-LONDON,2244,126,111,11,,,,,,
20200415,NIAGARA REGION,2246,105,145,25,,,,,,
20200415,NORTH BAY PARRY SOUND DISTRICT,2247,6,6,0,,,,,,
20200415,NORTHWESTERN,2249,1,9,0,,,,,,
20200415,OXFORD ELGIN-ST.THOMAS,4913,15,18,2,,,,,,
20200415,PEEL REGION,2253,698,402,22,,,,,,
20200415,PETERBOROUGH COUNTY-CITY,2255,12,40,1,,,,,,
20200415,PORCUPINE,2256,7,30,2,,,,,,
20200415,RENFREW COUNTY AND DISTRICT,2257,5,8,1,,,,,,
20200415,SIMCOE MUSKOKA DISTRICT,2260,64,84,8,,,,,,
20200415,SUDBURY AND DISTRICT,2261,8,29,1,,,,,,
20200415,THUNDER BAY DISTRICT,2262,9,23,0,,,,,,
20200415,TIMISKAMING,2263,4,6,0,,,,,,
20200415,TORONTO,3895,1333,834,116,,,,,,
20200415,WATERLOO REGION,2265,78,141,6,,,,,,
20200415,WELLINGTON-DUFFERIN-GUELPH,2266,103,56,3,,,,,,
20200415,WINDSOR-ESSEX COUNTY,2268,216,119,7,,,,,,
20200415,YORK REGION,2270,321,430,40,,,,,,
20200416,ALGOMA DISTRICT,2226,3,7,0,,,,,,
20200416,BRANT COUNTY,2227,19,50,2,,,,,,
20200416,CHATHAM-KENT,2240,9,15,1,,,,,,
20200416,CITY OF HAMILTON,2237,120,162,10,,,,,,
20200416,CITY OF OTTAWA,2251,257,384,9,,,,,,
20200416,DURHAM REGION,2230,200,229,34,,,,,,
20200416,EASTERN ONTARIO,2258,16,48,0,,,,,,
20200416,GREY BRUCE,2233,22,18,0,,,,,,
20200416,HALDIMAND-NORFOLK,2234,64,61,20,,,,,,
20200416,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,23,90,18,,,,,,
20200416,HALTON REGION,2236,138,198,11,,,,,,
20200416,HASTINGS & PRINCE EDWARD COUNTIES,2238,9,18,1,,,,,,
20200416,HURON PERTH,5183,13,17,3,,,,,,
20200416,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,2,52,0,,,,,,
20200416,LAMBTON COUNTY,2242,44,71,11,,,,,,
20200416,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,152,68,28,,,,,,
20200416,MIDDLESEX-LONDON,2244,117,119,14,,,,,,
20200416,NIAGARA REGION,2246,131,157,26,,,,,,
20200416,NORTH BAY PARRY SOUND DISTRICT,2247,6,6,0,,,,,,
20200416,NORTHWESTERN,2249,1,9,0,,,,,,
20200416,OXFORD ELGIN-ST.THOMAS,4913,14,20,3,,,,,,
20200416,PEEL REGION,2253,712,456,27,,,,,,
20200416,PETERBOROUGH COUNTY-CITY,2255,10,42,1,,,,,,
20200416,PORCUPINE,2256,9,31,2,,,,,,
20200416,RENFREW COUNTY AND DISTRICT,2257,3,10,1,,,,,,
20200416,SIMCOE MUSKOKA DISTRICT,2260,71,88,10,,,,,,
20200416,SUDBURY AND DISTRICT,2261,8,30,1,,,,,,
20200416,THUNDER BAY DISTRICT,2262,10,24,0,,,,,,
20200416,TIMISKAMING,2263,3,7,0,,,,,,
20200416,TORONTO,3895,1388,901,125,,,,,,
20200416,WATERLOO REGION,2265,77,151,6,,,,,,
20200416,WELLINGTON-DUFFERIN-GUELPH,2266,96,65,6,,,,,,
20200416,WINDSOR-ESSEX COUNTY,2268,254,135,9,,,,,,
20200416,YORK REGION,2270,343,455,44,,,,,,
20200417,ALGOMA DISTRICT,2226,3,8,0,,,,,,
20200417,BRANT COUNTY,2227,15,55,2,,,,,,
20200417,CHATHAM-KENT,2240,8,16,1,,,,,,
20200417,CITY OF HAMILTON,2237,120,170,11,,,,,,
20200417,CITY OF OTTAWA,2251,276,410,16,,,,,,
20200417,DURHAM REGION,2230,222,247,37,,,,,,
20200417,EASTERN ONTARIO,2258,13,52,0,,,,,,
20200417,GREY BRUCE,2233,23,19,0,,,,,,
20200417,HALDIMAND-NORFOLK,2234,62,68,20,,,,,,
20200417,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,21,89,19,,,,,,
20200417,HALTON REGION,2236,128,215,12,,,,,,
20200417,HASTINGS & PRINCE EDWARD COUNTIES,2238,7,20,1,,,,,,
20200417,HURON PERTH,5183,11,20,3,,,,,,
20200417,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,2,52,0,,,,,,
20200417,LAMBTON COUNTY,2242,34,80,12,,,,,,
20200417,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,140,82,31,,,,,,
20200417,MIDDLESEX-LONDON,2244,122,136,15,,,,,,
20200417,NIAGARA REGION,2246,150,167,26,,,,,,
20200417,NORTH BAY PARRY SOUND DISTRICT,2247,5,7,0,,,,,,
20200417,NORTHWESTERN,2249,1,9,0,,,,,,
20200417,OXFORD ELGIN-ST.THOMAS,4913,15,20,3,,,,,,
20200417,PEEL REGION,2253,732,497,32,,,,,,
20200417,PETERBOROUGH COUNTY-CITY,2255,8,43,1,,,,,,
20200417,PORCUPINE,2256,10,34,2,,,,,,
20200417,RENFREW COUNTY AND DISTRICT,2257,3,10,1,,,,,,
20200417,SIMCOE MUSKOKA DISTRICT,2260,74,95,11,,,,,,
20200417,SUDBURY AND DISTRICT,2261,8,32,1,,,,,,
20200417,THUNDER BAY DISTRICT,2262,10,26,0,,,,,,
20200417,TIMISKAMING,2263,3,7,0,,,,,,
20200417,TORONTO,3895,1502,1005,149,,,,,,
20200417,WATERLOO REGION,2265,74,157,6,,,,,,
20200417,WELLINGTON-DUFFERIN-GUELPH,2266,87,77,9,,,,,,
20200417,WINDSOR-ESSEX COUNTY,2268,252,151,12,,,,,,
20200417,YORK REGION,2270,350,480,45,,,,,,
20200418,ALGOMA DISTRICT,2226,3,9,0,,,,,,
20200418,BRANT COUNTY,2227,16,56,3,,,,,,
20200418,CHATHAM-KENT,2240,10,18,1,,,,,,
20200418,CITY OF HAMILTON,2237,121,176,12,,,,,,
20200418,CITY OF OTTAWA,2251,288,426,17,,,,,,
20200418,DURHAM REGION,2230,238,259,40,,,,,,
20200418,EASTERN ONTARIO,2258,14,53,0,,,,,,
20200418,GREY BRUCE,2233,22,21,0,,,,,,
20200418,HALDIMAND-NORFOLK,2234,57,77,21,,,,,,
20200418,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,16,94,19,,,,,,
20200418,HALTON REGION,2236,130,224,12,,,,,,
20200418,HASTINGS & PRINCE EDWARD COUNTIES,2238,7,22,1,,,,,,
20200418,HURON PERTH,5183,9,22,3,,,,,,
20200418,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,2,52,0,,,,,,
20200418,LAMBTON COUNTY,2242,31,85,13,,,,,,
20200418,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,132,89,32,,,,,,
20200418,MIDDLESEX-LONDON,2244,119,149,16,,,,,,
20200418,NIAGARA REGION,2246,149,179,27,,,,,,
20200418,NORTH BAY PARRY SOUND DISTRICT,2247,3,9,0,,,,,,
20200418,NORTHWESTERN,2249,3,9,0,,,,,,
20200418,OXFORD ELGIN-ST.THOMAS,4913,16,21,3,,,,,,
20200418,PEEL REGION,2253,749,545,34,,,,,,
20200418,PETERBOROUGH COUNTY-CITY,2255,9,45,1,,,,,,
20200418,PORCUPINE,2256,11,35,2,,,,,,
20200418,RENFREW COUNTY AND DISTRICT,2257,3,10,1,,,,,,
20200418,SIMCOE MUSKOKA DISTRICT,2260,72,95,10,,,,,,
20200418,SUDBURY AND DISTRICT,2261,8,32,1,,,,,,
20200418,THUNDER BAY DISTRICT,2262,14,28,0,,,,,,
20200418,TIMISKAMING,2263,3,7,0,,,,,,
20200418,TORONTO,3895,1595,1109,157,,,,,,
20200418,WATERLOO REGION,2265,79,161,6,,,,,,
20200418,WELLINGTON-DUFFERIN-GUELPH,2266,84,83,11,,,,,,
20200418,WINDSOR-ESSEX COUNTY,2268,229,171,24,,,,,,
20200418,YORK REGION,2270,379,504,47,,,,,,
20200419,ALGOMA DISTRICT,2226,2,10,0,,,,,,
20200419,BRANT COUNTY,2227,15,58,3,,,,,,
20200419,CHATHAM-KENT,2240,8,20,1,,,,,,
20200419,CITY OF HAMILTON,2237,113,182,14,,,,,,
20200419,CITY OF OTTAWA,2251,315,442,18,,,,,,
20200419,DURHAM REGION,2230,252,271,48,,,,,,
20200419,EASTERN ONTARIO,2258,13,54,0,,,,,,
20200419,GREY BRUCE,2233,32,25,0,,,,,,
20200419,HALDIMAND-NORFOLK,2234,50,84,23,,,,,,
20200419,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,18,94,19,,,,,,
20200419,HALTON REGION,2236,127,234,15,,,,,,
20200419,HASTINGS & PRINCE EDWARD COUNTIES,2238,9,22,1,,,,,,
20200419,HURON PERTH,5183,6,25,3,,,,,,
20200419,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,1,53,0,,,,,,
20200419,LAMBTON COUNTY,2242,28,89,13,,,,,,
20200419,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,130,103,34,,,,,,
20200419,MIDDLESEX-LONDON,2244,129,154,18,,,,,,
20200419,NIAGARA REGION,2246,132,198,31,,,,,,
20200419,NORTH BAY PARRY SOUND DISTRICT,2247,4,9,0,,,,,,
20200419,NORTHWESTERN,2249,3,9,0,,,,,,
20200419,OXFORD ELGIN-ST.THOMAS,4913,16,21,3,,,,,,
20200419,PEEL REGION,2253,785,603,37,,,,,,
20200419,PETERBOROUGH COUNTY-CITY,2255,9,46,1,,,,,,
20200419,PORCUPINE,2256,10,36,2,,,,,,
20200419,RENFREW COUNTY AND DISTRICT,2257,2,11,1,,,,,,
20200419,SIMCOE MUSKOKA DISTRICT,2260,74,101,10,,,,,,
20200419,SUDBURY AND DISTRICT,2261,5,35,1,,,,,,
20200419,THUNDER BAY DISTRICT,2262,18,29,0,,,,,,
20200419,TIMISKAMING,2263,3,7,0,,,,,,
20200419,TORONTO,3895,1715,1203,167,,,,,,
20200419,WATERLOO REGION,2265,72,170,6,,,,,,
20200419,WELLINGTON-DUFFERIN-GUELPH,2266,84,87,11,,,,,,
20200419,WINDSOR-ESSEX COUNTY,2268,224,190,26,,,,,,
20200419,YORK REGION,2270,412,534,47,,,,,,
20200420,ALGOMA DISTRICT,2226,2,10,0,,,,,,
20200420,BRANT COUNTY,2227,14,60,4,,,,,,
20200420,CHATHAM-KENT,2240,8,21,1,,,,,,
20200420,CITY OF HAMILTON,2237,112,193,15,,,,,,
20200420,CITY OF OTTAWA,2251,349,461,20,,,,,,
20200420,DURHAM REGION,2230,286,286,51,,,,,,
20200420,EASTERN ONTARIO,2258,15,54,0,,,,,,
20200420,GREY BRUCE,2233,35,26,0,,,,,,
20200420,HALDIMAND-NORFOLK,2234,47,87,23,,,,,,
20200420,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,20,98,19,,,,,,
20200420,HALTON REGION,2236,125,243,16,,,,,,
20200420,HASTINGS & PRINCE EDWARD COUNTIES,2238,11,22,1,,,,,,
20200420,HURON PERTH,5183,7,23,4,,,,,,
20200420,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,2,53,0,,,,,,
20200420,LAMBTON COUNTY,2242,28,91,13,,,,,,
20200420,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,123,113,34,,,,,,
20200420,MIDDLESEX-LONDON,2244,133,159,20,,,,,,
20200420,NIAGARA REGION,2246,123,216,32,,,,,,
20200420,NORTH BAY PARRY SOUND DISTRICT,2247,4,9,0,,,,,,
20200420,NORTHWESTERN,2249,3,9,0,,,,,,
20200420,OXFORD ELGIN-ST.THOMAS,4913,14,25,3,,,,,,
20200420,PEEL REGION,2253,932,635,44,,,,,,
20200420,PETERBOROUGH COUNTY-CITY,2255,7,48,1,,,,,,
20200420,PORCUPINE,2256,10,36,3,,,,,,
20200420,RENFREW COUNTY AND DISTRICT,2257,2,11,1,,,,,,
20200420,SIMCOE MUSKOKA DISTRICT,2260,72,108,10,,,,,,
20200420,SUDBURY AND DISTRICT,2261,6,35,1,,,,,,
20200420,THUNDER BAY DISTRICT,2262,18,29,0,,,,,,
20200420,TIMISKAMING,2263,3,8,0,,,,,,
20200420,TORONTO,3895,1773,1292,176,,,,,,
20200420,WATERLOO REGION,2265,67,180,7,,,,,,
20200420,WELLINGTON-DUFFERIN-GUELPH,2266,91,91,11,,,,,,
20200420,WINDSOR-ESSEX COUNTY,2268,228,204,26,,,,,,
20200420,YORK REGION,2270,415,579,48,,,,,,
20200421,ALGOMA DISTRICT,2226,2,10,0,,,,,,
20200421,BRANT COUNTY,2227,15,62,4,,,,,,
20200421,CHATHAM-KENT,2240,8,22,1,,,,,,
20200421,CITY OF HAMILTON,2237,115,203,16,,,,,,
20200421,CITY OF OTTAWA,2251,370,479,20,,,,,,
20200421,DURHAM REGION,2230,310,299,60,,,,,,
20200421,EASTERN ONTARIO,2258,16,54,0,,,,,,
20200421,GREY BRUCE,2233,30,31,0,,,,,,
20200421,HALDIMAND-NORFOLK,2234,47,90,25,,,,,,
20200421,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,19,97,19,,,,,,
20200421,HALTON REGION,2236,116,253,16,,,,,,
20200421,HASTINGS & PRINCE EDWARD COUNTIES,2238,10,23,1,,,,,,
20200421,HURON PERTH,5183,5,27,4,,,,,,
20200421,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,3,53,0,,,,,,
20200421,LAMBTON COUNTY,2242,40,92,14,,,,,,
20200421,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,116,123,37,,,,,,
20200421,MIDDLESEX-LONDON,2244,152,167,22,,,,,,
20200421,NIAGARA REGION,2246,122,226,33,,,,,,
20200421,NORTH BAY PARRY SOUND DISTRICT,2247,4,10,0,,,,,,
20200421,NORTHWESTERN,2249,2,11,0,,,,,,
20200421,OXFORD ELGIN-ST.THOMAS,4913,10,29,3,,,,,,
20200421,PEEL REGION,2253,1009,681,48,,,,,,
20200421,PETERBOROUGH COUNTY-CITY,2255,7,50,1,,,,,,
20200421,PORCUPINE,2256,10,36,3,,,,,,
20200421,RENFREW COUNTY AND DISTRICT,2257,2,11,1,,,,,,
20200421,SIMCOE MUSKOKA DISTRICT,2260,76,116,10,,,,,,
20200421,SUDBURY AND DISTRICT,2261,7,36,1,,,,,,
20200421,THUNDER BAY DISTRICT,2262,16,32,0,,,,,,
20200421,TIMISKAMING,2263,4,8,0,,,,,,
20200421,TORONTO,3895,1819,1370,183,,,,,,
20200421,WATERLOO REGION,2265,72,185,7,,,,,,
20200421,WELLINGTON-DUFFERIN-GUELPH,2266,89,97,11,,,,,,
20200421,WINDSOR-ESSEX COUNTY,2268,238,217,29,,,,,,
20200421,YORK REGION,2270,446,606,53,,,,,,
20200422,ALGOMA DISTRICT,2226,2,10,0,,,,,,
20200422,BRANT COUNTY,2227,15,63,4,,,,,,
20200422,CHATHAM-KENT,2240,6,24,1,,,,,,
20200422,CITY OF HAMILTON,2237,111,214,17,,,,,,
20200422,CITY OF OTTAWA,2251,382,504,27,,,,,,
20200422,DURHAM REGION,2230,330,317,66,,,,,,
20200422,EASTERN ONTARIO,2258,14,56,0,,,,,,
20200422,GREY BRUCE,2233,27,36,0,,,,,,
20200422,HALDIMAND-NORFOLK,2234,36,103,25,,,,,,
20200422,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,17,101,19,,,,,,
20200422,HALTON REGION,2236,116,259,18,,,,,,
20200422,HASTINGS & PRINCE EDWARD COUNTIES,2238,10,24,1,,,,,,
20200422,HURON PERTH,5183,4,28,4,,,,,,
20200422,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,5,53,0,,,,,,
20200422,LAMBTON COUNTY,2242,34,98,14,,,,,,
