province,health_region,date_report,cases,cumulative_cases,deaths,cumulative_deaths,numtotal_last14,numdeaths_last14,avgtotal_last14,avgdeaths_last14,numtotal_last7,numdeaths_last7,avgtotal_last7,avgdeaths_last7
Manitoba,Northern,28-04-2020,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Not Reported,28-04-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Southwestern,28-04-2020,2.0,59.0,0.0,4.0,23.0,1.0,1.6428571428571428,0.07142857142857142,12.0,1.0,1.7142857142857142,0.14285714285714285
Ontario,Wellington Dufferin Guelph,28-04-2020,13.0,270.0,1.0,19.0,112.0,16.0,8.0,1.1428571428571428,71.0,7.0,10.142857142857142,1.0
Saskatchewan,Central,28-04-2020,0.0,11.0,0.0,1.0,1.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0
Ontario,Peel,28-04-2020,46.0,2358.0,3.0,89.0,1295.0,67.0,92.5,4.785714285714286,606.0,38.0,86.57142857142857,5.428571428571429
NL,Not Reported,28-04-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Brunswick,Not Reported,28-04-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manitoba,Not Reported,28-04-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,Not Reported,28-04-2020,0.0,11.0,0.0,0.0,2.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0
NL,Central,28-04-2020,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Lambton,28-04-2020,8.0,178.0,0.0,14.0,59.0,4.0,4.214285714285714,0.2857142857142857,30.0,0.0,4.285714285714286,0.0
Alberta,Central,28-04-2020,0.0,84.0,0.0,1.0,10.0,0.0,0.7142857142857143,0.0,7.0,0.0,1.0,0.0
Ontario,Brant,28-04-2020,2.0,92.0,0.0,3.0,25.0,2.0,1.7857142857142858,0.14285714285714285,14.0,0.0,2.0,0.0
Saskatchewan,Regina,28-04-2020,1.0,75.0,0.0,1.0,10.0,0.0,0.7142857142857143,0.0,4.0,0.0,0.5714285714285714,0.0
New Brunswick,Zone 1 (Moncton area),28-04-2020,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Repatriated,Repatriated,28-04-2020,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Sudbury,28-04-2020,1.0,58.0,0.0,1.0,20.0,0.0,1.4285714285714286,0.0,12.0,0.0,1.7142857142857142,0.0
Ontario,Peterborough,28-04-2020,0.0,67.0,1.0,2.0,14.0,1.0,1.0,0.07142857142857142,8.0,1.0,1.1428571428571428,0.14285714285714285
BC,Not Reported,28-04-2020,0.0,17.0,0.0,0.0,5.0,0.0,0.35714285714285715,0.0,4.0,0.0,0.5714285714285714,0.0
BC,Interior,28-04-2020,4.0,166.0,0.0,2.0,27.0,2.0,1.9285714285714286,0.14285714285714285,15.0,1.0,2.142857142857143,0.14285714285714285
Ontario,Not Reported,28-04-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nova Scotia,Not Reported,28-04-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Bas-Saint-Laurent,28-04-2020,0.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,Central,29-04-2020,0.0,84.0,0.0,1.0,9.0,0.0,0.6428571428571429,0.0,5.0,0.0,0.7142857142857143,0.0
Ontario,Haliburton Kawartha Pineridge,29-04-2020,0.0,155.0,0.0,32.0,26.0,0.0,1.8571428571428572,0.0,18.0,0.0,2.5714285714285716,0.0
Quebec,Laurentides,29-04-2020,58.0,1241.0,4.0,23.0,551.0,20.0,39.357142857142854,1.4285714285714286,305.0,9.0,43.57142857142857,1.2857142857142858
Quebec,Outaouais,29-04-2020,3.0,273.0,1.0,3.0,92.0,3.0,6.571428571428571,0.21428571428571427,54.0,2.0,7.714285714285714,0.2857142857142857
Ontario,Hastings Prince Edward,29-04-2020,0.0,39.0,1.0,3.0,12.0,2.0,0.8571428571428571,0.14285714285714285,3.0,2.0,0.42857142857142855,0.2857142857142857
Ontario,Peterborough,29-04-2020,0.0,67.0,0.0,2.0,14.0,1.0,1.0,0.07142857142857142,8.0,1.0,1.1428571428571428,0.14285714285714285
Saskatchewan,Saskatoon,29-04-2020,1.0,151.0,1.0,2.0,4.0,1.0,0.2857142857142857,0.07142857142857142,1.0,1.0,0.14285714285714285,0.14285714285714285
New Brunswick,Zone 3 (Fredericton area),29-04-2020,0.0,48.0,0.0,0.0,1.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0
Ontario,Renfrew,29-04-2020,0.0,15.0,0.0,1.0,1.0,0.0,0.07142857142857142,0.0,1.0,0.0,0.14285714285714285,0.0
Ontario,Simcoe Muskoka,29-04-2020,5.0,263.0,0.0,15.0,100.0,4.0,7.142857142857143,0.2857142857142857,47.0,0.0,6.714285714285714,0.0
Ontario,North Bay Parry Sound,29-04-2020,0.0,14.0,0.0,0.0,2.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0
Ontario,Brant,29-04-2020,1.0,93.0,0.0,3.0,25.0,2.0,1.7857142857142858,0.14285714285714285,15.0,0.0,2.142857142857143,0.0
Saskatchewan,Regina,29-04-2020,0.0,75.0,0.0,1.0,8.0,0.0,0.5714285714285714,0.0,4.0,0.0,0.5714285714285714,0.0
Quebec,Chaudière-Appalaches,29-04-2020,5.0,387.0,0.0,7.0,96.0,1.0,6.857142857142857,0.07142857142857142,41.0,0.0,5.857142857142857,0.0
Nova Scotia,Zone 2 - Northern,29-04-2020,0.0,52.0,0.0,0.0,6.0,0.0,0.42857142857142855,0.0,3.0,0.0,0.42857142857142855,0.0
New Brunswick,Zone 5 (Campbellton area),29-04-2020,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Côte-Nord,29-04-2020,0.0,106.0,0.0,0.0,8.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0
Ontario,Haldimand-Norfolk,29-04-2020,2.0,190.0,0.0,30.0,39.0,8.0,2.7857142857142856,0.5714285714285714,23.0,2.0,3.2857142857142856,0.2857142857142857
New Brunswick,Zone 1 (Moncton area),29-04-2020,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Huron Perth,29-04-2020,1.0,45.0,0.0,4.0,11.0,1.0,0.7857142857142857,0.07142857142857142,6.0,0.0,0.8571428571428571,0.0
Alberta,North,29-04-2020,3.0,205.0,0.0,14.0,89.0,8.0,6.357142857142857,0.5714285714285714,55.0,0.0,7.857142857142857,0.0
Quebec,Mauricie,29-04-2020,43.0,1219.0,3.0,96.0,357.0,44.0,25.5,3.142857142857143,173.0,24.0,24.714285714285715,3.4285714285714284
Nova Scotia,Zone 3 - Eastern,29-04-2020,0.0,51.0,0.0,4.0,8.0,2.0,0.5714285714285714,0.14285714285714285,3.0,1.0,0.42857142857142855,0.14285714285714285
Quebec,Terres-Cries-de-la-Baie-James,29-04-2020,0.0,8.0,0.0,0.0,3.0,0.0,0.21428571428571427,0.0,3.0,0.0,0.42857142857142855,0.0
Nova Scotia,Zone 4 - Central,29-04-2020,20.0,780.0,1.0,23.0,364.0,22.0,26.0,1.5714285714285714,157.0,14.0,22.428571428571427,2.0
Manitoba,Northern,29-04-2020,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Abitibi-Témiscamingue,29-04-2020,0.0,149.0,0.0,3.0,10.0,1.0,0.7142857142857143,0.07142857142857142,1.0,0.0,0.14285714285714285,0.0
Saskatchewan,North,29-04-2020,5.0,74.0,0.0,1.0,16.0,0.0,1.1428571428571428,0.0,13.0,0.0,1.8571428571428572,0.0
NWT,NWT,29-04-2020,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Leeds Grenville and Lanark,29-04-2020,3.0,303.0,0.0,40.0,68.0,13.0,4.857142857142857,0.9285714285714286,24.0,1.0,3.4285714285714284,0.14285714285714285
Ontario,Sudbury,29-04-2020,0.0,58.0,0.0,1.0,20.0,0.0,1.4285714285714286,0.0,11.0,0.0,1.5714285714285714,0.0
Saskatchewan,Far North,29-04-2020,11.0,57.0,0.0,1.0,50.0,1.0,3.5714285714285716,0.07142857142857142,39.0,1.0,5.571428571428571,0.14285714285714285
BC,Northern,29-04-2020,1.0,44.0,0.0,0.0,16.0,0.0,1.1428571428571428,0.0,6.0,0.0,0.8571428571428571,0.0
Manitoba,Prairie Mountain,29-04-2020,1.0,15.0,0.0,1.0,3.0,0.0,0.21428571428571427,0.0,2.0,0.0,0.2857142857142857,0.0
New Brunswick,Zone 2 (Saint John area),29-04-2020,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Niagara,29-04-2020,6.0,478.0,2.0,44.0,179.0,18.0,12.785714285714286,1.2857142857142858,73.0,10.0,10.428571428571429,1.4285714285714286
Quebec,Bas-Saint-Laurent,29-04-2020,0.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manitoba,Southern Health,29-04-2020,0.0,30.0,0.0,0.0,3.0,0.0,0.21428571428571427,0.0,2.0,0.0,0.2857142857142857,0.0
Yukon,Yukon,29-04-2020,0.0,11.0,0.0,0.0,3.0,0.0,0.21428571428571427,0.0,0.0,0.0,0.0,0.0
Nova Scotia,Zone 1 - Western,29-04-2020,0.0,52.0,0.0,1.0,8.0,1.0,0.5714285714285714,0.07142857142857142,0.0,1.0,0.0,0.14285714285714285
NL,Central,29-04-2020,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saskatchewan,Central,29-04-2020,0.0,11.0,0.0,1.0,1.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0
Quebec,Laval,29-04-2020,163.0,3082.0,15.0,281.0,1627.0,196.0,116.21428571428571,14.0,786.0,87.0,112.28571428571429,12.428571428571429
BC,Fraser,29-04-2020,23.0,937.0,1.0,32.0,313.0,16.0,22.357142857142858,1.1428571428571428,190.0,6.0,27.142857142857142,0.8571428571428571
Ontario,Chatham-Kent,29-04-2020,4.0,82.0,0.0,1.0,57.0,0.0,4.071428571428571,0.0,45.0,0.0,6.428571428571429,0.0
Quebec,Lanaudière,29-04-2020,105.0,2088.0,3.0,77.0,1062.0,51.0,75.85714285714286,3.642857142857143,554.0,31.0,79.14285714285714,4.428571428571429
Ontario,Ottawa,29-04-2020,76.0,1297.0,5.0,76.0,654.0,63.0,46.714285714285715,4.5,354.0,44.0,50.57142857142857,6.285714285714286
Ontario,Northwestern,29-04-2020,0.0,16.0,0.0,0.0,5.0,0.0,0.35714285714285715,0.0,0.0,0.0,0.0,0.0
Ontario,Peel,29-04-2020,45.0,2403.0,10.0,99.0,1247.0,74.0,89.07142857142857,5.285714285714286,440.0,35.0,62.857142857142854,5.0
New Brunswick,Zone 4 (Edmundston area),29-04-2020,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Nord-du-Québec,29-04-2020,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Thunder Bay,29-04-2020,0.0,69.0,0.0,1.0,33.0,1.0,2.357142857142857,0.07142857142857142,14.0,1.0,2.0,0.14285714285714285
BC,Not Reported,29-04-2020,0.0,17.0,0.0,0.0,5.0,0.0,0.35714285714285715,0.0,4.0,0.0,0.5714285714285714,0.0
Ontario,Lambton,29-04-2020,3.0,181.0,0.0,14.0,62.0,3.0,4.428571428571429,0.21428571428571427,31.0,0.0,4.428571428571429,0.0
Ontario,Durham,29-04-2020,10.0,933.0,3.0,103.0,477.0,70.0,34.07142857142857,5.0,176.0,29.0,25.142857142857142,4.142857142857143
Manitoba,Not Reported,29-04-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,York,29-04-2020,29.0,1487.0,6.0,96.0,604.0,54.0,43.142857142857146,3.857142857142857,237.0,31.0,33.857142857142854,4.428571428571429
Quebec,Montérégie,29-04-2020,123.0,3096.0,12.0,95.0,1410.0,74.0,100.71428571428571,5.285714285714286,523.0,26.0,74.71428571428571,3.7142857142857144
New Brunswick,Not Reported,29-04-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,Not Reported,29-04-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Estrie,29-04-2020,1.0,827.0,0.0,24.0,89.0,6.0,6.357142857142857,0.42857142857142855,30.0,1.0,4.285714285714286,0.14285714285714285
Nova Scotia,Not Reported,29-04-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Toronto,29-04-2020,232.0,5360.0,42.0,347.0,2690.0,226.0,192.14285714285714,16.142857142857142,1291.0,137.0,184.42857142857142,19.571428571428573
Quebec,Gaspésie-Îles-de-la-Madeleine,29-04-2020,0.0,164.0,0.0,6.0,61.0,0.0,4.357142857142857,0.0,18.0,0.0,2.5714285714285716,0.0
New Brunswick,Zone 6 (Bathurst area),29-04-2020,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Not Reported,29-04-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BC,Island,29-04-2020,1.0,120.0,0.0,4.0,28.0,2.0,2.0,0.14285714285714285,10.0,1.0,1.4285714285714286,0.14285714285714285
Alberta,Not Reported,29-04-2020,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saskatchewan,Not Reported,29-04-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Algoma,29-04-2020,0.0,13.0,0.0,0.0,3.0,0.0,0.21428571428571427,0.0,1.0,0.0,0.14285714285714285,0.0
Ontario,Halton,29-04-2020,5.0,448.0,1.0,22.0,104.0,11.0,7.428571428571429,0.7857142857142857,54.0,6.0,7.714285714285714,0.8571428571428571
Quebec,Saguenay,29-04-2020,0.0,272.0,1.0,21.0,97.0,16.0,6.928571428571429,1.1428571428571428,23.0,6.0,3.2857142857142856,0.8571428571428571
Manitoba,Winnipeg,29-04-2020,0.0,206.0,0.0,5.0,19.0,1.0,1.3571428571428572,0.07142857142857142,11.0,0.0,1.5714285714285714,0.0
NL,Western,29-04-2020,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Capitale-Nationale,29-04-2020,18.0,807.0,1.0,46.0,279.0,26.0,19.928571428571427,1.8571428571428572,160.0,10.0,22.857142857142858,1.4285714285714286
Ontario,Wellington Dufferin Guelph,29-04-2020,1.0,271.0,1.0,20.0,109.0,16.0,7.785714285714286,1.1428571428571428,70.0,7.0,10.0,1.0
Canada,Canada,29-04-2020,1693.0,52637.0,175.0,3133.0,23406.0,2063.0,1671.857142857143,147.35714285714286,11284.0,1061.0,1612.0,151.57142857142858
New Brunswick,Zone 7 (Miramichi area),29-04-2020,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Hamilton,29-04-2020,4.0,425.0,0.0,19.0,149.0,9.0,10.642857142857142,0.6428571428571429,71.0,2.0,10.142857142857142,0.2857142857142857
Repatriated,Repatriated,29-04-2020,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Middlesex-London,29-04-2020,9.0,393.0,4.0,36.0,143.0,24.0,10.214285714285714,1.7142857142857142,50.0,13.0,7.142857142857143,1.8571428571428572
Ontario,Windsor-Essex,29-04-2020,5.0,586.0,6.0,49.0,178.0,33.0,12.714285714285714,2.357142857142857,68.0,18.0,9.714285714285714,2.5714285714285716
Ontario,Kingston Frontenac Lennox & Addington,29-04-2020,0.0,59.0,0.0,0.0,4.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0
Ontario,Southwestern,29-04-2020,0.0,59.0,0.0,4.0,19.0,1.0,1.3571428571428572,0.07142857142857142,8.0,0.0,1.1428571428571428,0.0
Alberta,South,29-04-2020,151.0,839.0,0.0,4.0,792.0,4.0,56.57142857142857,0.2857142857142857,536.0,4.0,76.57142857142857,0.5714285714285714
Saskatchewan,South,29-04-2020,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Porcupine,29-04-2020,0.0,59.0,1.0,4.0,17.0,2.0,1.2142857142857142,0.14285714285714285,5.0,1.0,0.7142857142857143,0.14285714285714285
Ontario,Waterloo,29-04-2020,22.0,731.0,1.0,67.0,352.0,52.0,25.142857142857142,3.7142857142857144,181.0,36.0,25.857142857142858,5.142857142857143
Ontario,Not Reported,29-04-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nunavut,Nunavut,29-04-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,Calgary,29-04-2020,158.0,3529.0,7.0,57.0,2193.0,24.0,156.64285714285714,1.7142857142857142,1130.0,15.0,161.42857142857142,2.142857142857143
Ontario,Timiskaming,29-04-2020,0.0,10.0,0.0,0.0,2.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0
BC,Vancouver Coastal,29-04-2020,8.0,802.0,3.0,71.0,141.0,15.0,10.071428571428571,1.0714285714285714,66.0,11.0,9.428571428571429,1.5714285714285714
BC,Interior,29-04-2020,1.0,167.0,0.0,2.0,23.0,1.0,1.6428571428571428,0.07142857142857142,16.0,1.0,2.2857142857142856,0.14285714285714285
NL,Eastern,29-04-2020,0.0,240.0,0.0,3.0,11.0,0.0,0.7857142857142857,0.0,2.0,0.0,0.2857142857142857,0.0
Quebec,Montréal,29-04-2020,324.0,12813.0,39.0,1078.0,5983.0,836.0,427.35714285714283,59.714285714285715,2957.0,431.0,422.42857142857144,61.57142857142857
NL,Labrador-Grenfell,29-04-2020,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEI,Prince Edward Island,29-04-2020,0.0,27.0,0.0,0.0,1.0,0.0,0.07142857142857142,0.0,1.0,0.0,0.14285714285714285,0.0
Manitoba,Interlake-Eastern,29-04-2020,0.0,19.0,0.0,0.0,2.0,0.0,0.14285714285714285,0.0,1.0,0.0,0.14285714285714285,0.0
Quebec,Nunavik,29-04-2020,0.0,16.0,0.0,0.0,4.0,0.0,0.2857142857142857,0.0,2.0,0.0,0.2857142857142857,0.0
Alberta,Edmonton,29-04-2020,3.0,497.0,0.0,11.0,86.0,3.0,6.142857142857143,0.21428571428571427,38.0,2.0,5.428571428571429,0.2857142857142857
Ontario,Grey Bruce,29-04-2020,0.0,80.0,0.0,0.0,38.0,0.0,2.7142857142857144,0.0,14.0,0.0,2.0,0.0
Ontario,Eastern,29-04-2020,0.0,91.0,0.0,0.0,30.0,0.0,2.142857142857143,0.0,20.0,0.0,2.857142857142857,0.0
Nova Scotia,Zone 3 - Eastern,30-04-2020,0.0,51.0,0.0,4.0,7.0,2.0,0.5,0.14285714285714285,2.0,0.0,0.2857142857142857,0.0
Ontario,Windsor-Essex,30-04-2020,8.0,594.0,1.0,50.0,167.0,32.0,11.928571428571429,2.2857142857142856,69.0,18.0,9.857142857142858,2.5714285714285716
Ontario,Sudbury,30-04-2020,0.0,58.0,0.0,1.0,17.0,0.0,1.2142857142857142,0.0,9.0,0.0,1.2857142857142858,0.0
Alberta,Calgary,30-04-2020,69.0,3598.0,0.0,57.0,2129.0,23.0,152.07142857142858,1.6428571428571428,960.0,15.0,137.14285714285714,2.142857142857143
New Brunswick,Zone 4 (Edmundston area),30-04-2020,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Nord-du-Québec,30-04-2020,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Middlesex-London,30-04-2020,9.0,402.0,1.0,37.0,144.0,23.0,10.285714285714286,1.6428571428571428,55.0,11.0,7.857142857142857,1.5714285714285714
Manitoba,Prairie Mountain,30-04-2020,0.0,15.0,0.0,1.0,3.0,0.0,0.21428571428571427,0.0,2.0,0.0,0.2857142857142857,0.0
BC,Not Reported,30-04-2020,0.0,17.0,0.0,0.0,5.0,0.0,0.35714285714285715,0.0,2.0,0.0,0.2857142857142857,0.0
Ontario,Simcoe Muskoka,30-04-2020,12.0,275.0,1.0,16.0,103.0,4.0,7.357142857142857,0.2857142857142857,45.0,1.0,6.428571428571429,0.14285714285714285
Ontario,Hamilton,30-04-2020,6.0,431.0,1.0,20.0,125.0,9.0,8.928571428571429,0.6428571428571429,67.0,3.0,9.571428571428571,0.42857142857142855
Canada,Canada,30-04-2020,1573.0,54210.0,145.0,3278.0,23247.0,2029.0,1660.5,144.92857142857142,10994.0,1046.0,1570.5714285714287,149.42857142857142
Ontario,Chatham-Kent,30-04-2020,1.0,83.0,0.0,1.0,58.0,0.0,4.142857142857143,0.0,43.0,0.0,6.142857142857143,0.0
Saskatchewan,Saskatoon,30-04-2020,2.0,153.0,0.0,2.0,6.0,1.0,0.42857142857142855,0.07142857142857142,3.0,1.0,0.42857142857142855,0.14285714285714285
PEI,Prince Edward Island,30-04-2020,0.0,27.0,0.0,0.0,1.0,0.0,0.07142857142857142,0.0,1.0,0.0,0.14285714285714285,0.0
Ontario,Haldimand-Norfolk,30-04-2020,1.0,191.0,0.0,30.0,39.0,8.0,2.7857142857142856,0.5714285714285714,18.0,2.0,2.5714285714285716,0.2857142857142857
Manitoba,Winnipeg,30-04-2020,2.0,208.0,0.0,5.0,18.0,1.0,1.2857142857142858,0.07142857142857142,8.0,0.0,1.1428571428571428,0.0
Quebec,Saguenay,30-04-2020,7.0,279.0,0.0,21.0,77.0,14.0,5.5,1.0,22.0,4.0,3.142857142857143,0.5714285714285714
Saskatchewan,Not Reported,30-04-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Repatriated,Repatriated,30-04-2020,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Nunavik,30-04-2020,0.0,16.0,0.0,0.0,3.0,0.0,0.21428571428571427,0.0,2.0,0.0,0.2857142857142857,0.0
NL,Central,30-04-2020,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saskatchewan,Central,30-04-2020,0.0,11.0,0.0,1.0,1.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0
Alberta,Not Reported,30-04-2020,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Bas-Saint-Laurent,30-04-2020,1.0,35.0,0.0,1.0,1.0,0.0,0.07142857142857142,0.0,1.0,0.0,0.14285714285714285,0.0
Ontario,Peterborough,30-04-2020,0.0,67.0,0.0,2.0,14.0,1.0,1.0,0.07142857142857142,7.0,1.0,1.0,0.14285714285714285
Ontario,Waterloo,30-04-2020,20.0,751.0,1.0,68.0,368.0,51.0,26.285714285714285,3.642857142857143,169.0,29.0,24.142857142857142,4.142857142857143
Ontario,Southwestern,30-04-2020,0.0,59.0,0.0,4.0,18.0,1.0,1.2857142857142858,0.07142857142857142,6.0,0.0,0.8571428571428571,0.0
Ontario,Northwestern,30-04-2020,0.0,16.0,0.0,0.0,5.0,0.0,0.35714285714285715,0.0,0.0,0.0,0.0,0.0
Ontario,Huron Perth,30-04-2020,1.0,46.0,1.0,5.0,11.0,2.0,0.7857142857142857,0.14285714285714285,7.0,1.0,1.0,0.14285714285714285
Quebec,Lanaudière,30-04-2020,99.0,2187.0,5.0,82.0,1047.0,55.0,74.78571428571429,3.9285714285714284,604.0,34.0,86.28571428571429,4.857142857142857
New Brunswick,Zone 3 (Fredericton area),30-04-2020,0.0,48.0,0.0,0.0,1.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0
BC,Interior,30-04-2020,1.0,168.0,0.0,2.0,21.0,1.0,1.5,0.07142857142857142,14.0,1.0,2.0,0.14285714285714285
NWT,NWT,30-04-2020,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Brunswick,Zone 1 (Moncton area),30-04-2020,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Timiskaming,30-04-2020,6.0,16.0,0.0,0.0,8.0,0.0,0.5714285714285714,0.0,6.0,0.0,0.8571428571428571,0.0
Quebec,Gaspésie-Îles-de-la-Madeleine,30-04-2020,3.0,167.0,1.0,7.0,64.0,1.0,4.571428571428571,0.07142857142857142,18.0,1.0,2.5714285714285716,0.14285714285714285
Alberta,Central,30-04-2020,1.0,85.0,0.0,1.0,10.0,0.0,0.7142857142857143,0.0,5.0,0.0,0.7142857142857143,0.0
Nova Scotia,Zone 2 - Northern,30-04-2020,0.0,52.0,0.0,0.0,6.0,0.0,0.42857142857142855,0.0,1.0,0.0,0.14285714285714285,0.0
Quebec,Montérégie,30-04-2020,134.0,3230.0,3.0,98.0,1423.0,72.0,101.64285714285714,5.142857142857143,580.0,28.0,82.85714285714286,4.0
Ontario,Durham,30-04-2020,22.0,955.0,4.0,107.0,459.0,70.0,32.785714285714285,5.0,174.0,31.0,24.857142857142858,4.428571428571429
Manitoba,Not Reported,30-04-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Renfrew,30-04-2020,1.0,16.0,0.0,1.0,2.0,0.0,0.14285714285714285,0.0,2.0,0.0,0.2857142857142857,0.0
Ontario,Lambton,30-04-2020,1.0,182.0,0.0,14.0,54.0,3.0,3.857142857142857,0.21428571428571427,23.0,0.0,3.2857142857142856,0.0
Ontario,Hastings Prince Edward,30-04-2020,2.0,41.0,1.0,4.0,14.0,3.0,1.0,0.21428571428571427,5.0,3.0,0.7142857142857143,0.42857142857142855
New Brunswick,Not Reported,30-04-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,Not Reported,30-04-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nova Scotia,Not Reported,30-04-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saskatchewan,Regina,30-04-2020,0.0,75.0,0.0,1.0,7.0,0.0,0.5,0.0,4.0,0.0,0.5714285714285714,0.0
Quebec,Not Reported,30-04-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Chaudière-Appalaches,30-04-2020,0.0,387.0,0.0,7.0,94.0,1.0,6.714285714285714,0.07142857142857142,38.0,0.0,5.428571428571429,0.0
Saskatchewan,North,30-04-2020,3.0,77.0,0.0,1.0,19.0,0.0,1.3571428571428572,0.0,15.0,0.0,2.142857142857143,0.0
