ï»¿Report_Data_Extracted,PHU_Num,PHU,LTC_Homes_with_Active_Outbreak,LTC_Homes_with_Resolved_Outbreak,Confirmed_Active_LTC_Resident_Cases,Confirmed_Active_LTC_HCW_Cases,Total_LTC_Resident_Deaths,Total_LTC_HCW_Deaths
2020-05-31,2247.0,NORTH BAY-PARRY SOUND,0,2,0.0,0.0,0.0,0.0
2020-05-31,2249.0,NORTHWESTERN,0,0,0.0,0.0,0.0,0.0
2020-05-31,2251.0,OTTAWA,8,8,51.0,82.0,208.0,3.0
2020-05-31,2253.0,PEEL,11,7,93.0,94.0,151.0,1.0
2020-05-31,2255.0,PETERBOROUGH,0,3,0.0,0.0,1.0,0.0
2020-05-31,2256.0,PORCUPINE,0,3,0.0,0.0,0.0,0.0
2020-05-31,2257.0,RENFREW,0,2,0.0,0.0,0.0,0.0
2020-05-31,2258.0,EASTERN ONTARIO,1,4,1.0,0.0,11.0,0.0
2020-05-31,2260.0,SIMCOE-MUSKOKA,1,5,0.0,1.0,24.0,0.0
2020-05-31,2261.0,SUDBURY,2,6,1.0,2.0,1.0,0.0
2020-05-31,2262.0,THUNDER BAY,0,1,0.0,0.0,0.0,0.0
2020-05-31,2263.0,TIMISKAMING,0,2,0.0,0.0,0.0,0.0
2020-05-31,2265.0,WATERLOO,7,11,65.0,91.0,77.0,0.0
2020-05-31,2266.0,WELLINGTON-DUFFERIN-GUELPH,0,8,1.0,0.0,18.0,0.0
2020-05-31,2268.0,WINDSOR-ESSEX,5,8,23.0,4.0,43.0,0.0
2020-05-31,2270.0,YORK REGION,7,10,109.0,96.0,137.0,0.0
2020-05-31,3895.0,TORONTO,39,34,719.0,522.0,713.0,2.0
2020-05-31,4913.0,SOUTH WEST,1,1,0.0,7.0,0.0,0.0
2020-05-31,5183.0,Huron Perth,1,5,1.0,0.0,4.0,0.0
2020-06-01,2226.0,ALGOMA,0,1,0.0,0.0,0.0,0.0
2020-06-01,2227.0,BRANT,1,2,28.0,29.0,23.0,0.0
2020-06-01,2230.0,DURHAM,3,12,28.0,11.0,129.0,0.0
2020-06-01,2233.0,GREY-BRUCE,0,4,0.0,1.0,0.0,0.0
2020-06-01,2234.0,HALDIMAND-NORFOLK,2,3,0.0,3.0,0.0,0.0
2020-06-01,2235.0,HALIBURTON KAWARTHA PR,0,4,0.0,0.0,29.0,0.0
2020-06-01,2236.0,HALTON,5,6,3.0,4.0,0.0,0.0
2020-06-01,2237.0,HAMILTON,2,12,1.0,1.0,6.0,0.0
2020-06-01,2238.0,HASTINGS PRINCE EDWARD,0,5,5.0,3.0,3.0,0.0
2020-06-01,2240.0,CHATHAM-KENT,0,0,0.0,1.0,0.0,0.0
2020-06-01,2241.0,KINGSTON FRONTENAC L & A,0,1,0.0,0.0,0.0,0.0
2020-06-01,2242.0,LAMBTON,3,1,10.0,15.0,8.0,0.0
2020-06-01,2243.0,"LEEDS,GRENVILLE,LANARK",3,2,1.0,3.0,36.0,0.0
2020-06-01,2244.0,MIDDLESEX-LONDON,4,6,4.0,3.0,8.0,1.0
2020-06-01,2246.0,NIAGARA,2,9,2.0,2.0,19.0,0.0
2020-06-01,2247.0,NORTH BAY-PARRY SOUND,0,2,0.0,0.0,0.0,0.0
2020-06-01,2249.0,NORTHWESTERN,0,0,0.0,0.0,0.0,0.0
2020-06-01,2251.0,OTTAWA,8,8,51.0,82.0,208.0,3.0
2020-06-01,2253.0,PEEL,11,7,89.0,93.0,151.0,1.0
2020-06-01,2255.0,PETERBOROUGH,0,3,0.0,0.0,1.0,0.0
2020-06-01,2256.0,PORCUPINE,0,3,0.0,0.0,0.0,0.0
2020-06-01,2257.0,RENFREW,0,2,0.0,0.0,0.0,0.0
2020-06-01,2258.0,EASTERN ONTARIO,1,4,1.0,0.0,11.0,0.0
2020-06-01,2260.0,SIMCOE-MUSKOKA,1,5,0.0,1.0,24.0,0.0
2020-06-01,2261.0,SUDBURY,1,7,1.0,1.0,1.0,0.0
2020-06-01,2262.0,THUNDER BAY,0,1,0.0,0.0,0.0,0.0
2020-06-01,2263.0,TIMISKAMING,0,2,0.0,0.0,0.0,0.0
2020-06-01,2265.0,WATERLOO,7,11,65.0,92.0,78.0,0.0
2020-06-01,2266.0,WELLINGTON-DUFFERIN-GUELPH,0,8,1.0,0.0,18.0,0.0
2020-06-01,2268.0,WINDSOR-ESSEX,5,8,22.0,4.0,44.0,0.0
2020-06-01,2270.0,YORK REGION,7,10,109.0,96.0,137.0,0.0
2020-06-01,3895.0,TORONTO,37,36,659.0,473.0,714.0,2.0
2020-06-01,4913.0,SOUTH WEST,1,1,0.0,7.0,0.0,0.0
2020-06-01,5183.0,Huron Perth,1,5,1.0,0.0,4.0,0.0
2020-06-02,2226.0,ALGOMA,0,1,0.0,0.0,0.0,0.0
2020-06-02,2227.0,BRANT,1,2,28.0,29.0,23.0,0.0
2020-06-02,2230.0,DURHAM,3,12,24.0,7.0,129.0,0.0
2020-06-02,2233.0,GREY-BRUCE,0,4,0.0,1.0,0.0,0.0
2020-06-02,2234.0,HALDIMAND-NORFOLK,2,3,0.0,3.0,0.0,0.0
2020-06-02,2235.0,HALIBURTON KAWARTHA PR,0,4,0.0,1.0,29.0,0.0
2020-06-02,2236.0,HALTON,2,9,2.0,0.0,0.0,0.0
2020-06-02,2237.0,HAMILTON,0,14,0.0,0.0,6.0,0.0
2020-06-02,2238.0,HASTINGS PRINCE EDWARD,0,5,5.0,3.0,3.0,0.0
2020-06-02,2240.0,CHATHAM-KENT,0,0,0.0,1.0,0.0,0.0
2020-06-02,2241.0,KINGSTON FRONTENAC L & A,0,1,0.0,0.0,0.0,0.0
2020-06-02,2242.0,LAMBTON,1,3,9.0,14.0,8.0,0.0
2020-06-02,2243.0,"LEEDS,GRENVILLE,LANARK",3,2,1.0,4.0,36.0,0.0
2020-06-02,2244.0,MIDDLESEX-LONDON,4,6,4.0,3.0,8.0,1.0
2020-06-02,2246.0,NIAGARA,2,9,2.0,0.0,19.0,0.0
2020-06-02,2247.0,NORTH BAY-PARRY SOUND,0,2,0.0,0.0,0.0,0.0
2020-06-02,2249.0,NORTHWESTERN,0,0,0.0,0.0,0.0,0.0
2020-06-02,2251.0,OTTAWA,8,8,34.0,68.0,212.0,3.0
2020-06-02,2253.0,PEEL,10,8,77.0,78.0,152.0,1.0
2020-06-02,2255.0,PETERBOROUGH,0,3,0.0,0.0,1.0,0.0
2020-06-02,2256.0,PORCUPINE,0,3,0.0,0.0,0.0,0.0
2020-06-02,2257.0,RENFREW,0,2,0.0,0.0,0.0,0.0
2020-06-02,2258.0,EASTERN ONTARIO,1,5,0.0,1.0,11.0,0.0
2020-06-02,2260.0,SIMCOE-MUSKOKA,1,5,0.0,1.0,24.0,0.0
2020-06-02,2261.0,SUDBURY,0,8,0.0,0.0,1.0,0.0
2020-06-02,2262.0,THUNDER BAY,0,1,0.0,0.0,0.0,0.0
2020-06-02,2263.0,TIMISKAMING,0,2,0.0,0.0,0.0,0.0
2020-06-02,2265.0,WATERLOO,6,12,61.0,90.0,78.0,0.0
2020-06-02,2266.0,WELLINGTON-DUFFERIN-GUELPH,0,8,0.0,0.0,18.0,0.0
2020-06-02,2268.0,WINDSOR-ESSEX,4,9,22.0,3.0,44.0,0.0
2020-06-02,2270.0,YORK REGION,7,10,105.0,73.0,140.0,0.0
2020-06-02,3895.0,TORONTO,37,36,611.0,479.0,715.0,2.0
2020-06-02,4913.0,SOUTH WEST,1,1,0.0,7.0,0.0,0.0
2020-06-02,5183.0,Huron Perth,1,5,1.0,0.0,4.0,0.0
2020-06-03,2226.0,ALGOMA,0,1,0.0,0.0,0.0,0.0
2020-06-03,2227.0,BRANT,1,2,28.0,29.0,23.0,0.0
2020-06-03,2230.0,DURHAM,3,12,24.0,7.0,129.0,0.0
2020-06-03,2233.0,GREY-BRUCE,0,4,0.0,1.0,0.0,0.0
2020-06-03,2234.0,HALDIMAND-NORFOLK,2,3,0.0,3.0,0.0,0.0
2020-06-03,2235.0,HALIBURTON KAWARTHA PR,0,4,0.0,1.0,29.0,0.0
2020-06-03,2236.0,HALTON,0,11,1.0,0.0,0.0,0.0
2020-06-03,2237.0,HAMILTON,0,14,0.0,0.0,6.0,0.0
2020-06-03,2238.0,HASTINGS PRINCE EDWARD,0,5,5.0,3.0,3.0,0.0
2020-06-03,2240.0,CHATHAM-KENT,0,0,0.0,1.0,0.0,0.0
2020-06-03,2241.0,KINGSTON FRONTENAC L & A,0,1,0.0,0.0,0.0,0.0
2020-06-03,2242.0,LAMBTON,1,3,9.0,7.0,9.0,0.0
2020-06-03,2243.0,"LEEDS,GRENVILLE,LANARK",2,3,1.0,3.0,36.0,0.0
2020-06-03,2244.0,MIDDLESEX-LONDON,4,6,2.0,3.0,9.0,1.0
2020-06-03,2246.0,NIAGARA,3,8,3.0,0.0,21.0,0.0
2020-06-03,2247.0,NORTH BAY-PARRY SOUND,0,2,0.0,0.0,0.0,0.0
2020-06-03,2249.0,NORTHWESTERN,0,0,0.0,0.0,0.0,0.0
2020-06-03,2251.0,OTTAWA,8,8,32.0,68.0,213.0,3.0
2020-06-03,2253.0,PEEL,8,10,76.0,73.0,152.0,1.0
2020-06-03,2255.0,PETERBOROUGH,0,3,0.0,0.0,1.0,0.0
2020-06-03,2256.0,PORCUPINE,0,3,0.0,0.0,0.0,0.0
2020-06-03,2257.0,RENFREW,0,2,0.0,0.0,0.0,0.0
2020-06-03,2258.0,EASTERN ONTARIO,1,5,0.0,1.0,11.0,0.0
2020-06-03,2260.0,SIMCOE-MUSKOKA,1,5,0.0,1.0,24.0,0.0
2020-06-03,2261.0,SUDBURY,0,8,0.0,0.0,1.0,0.0
2020-06-03,2262.0,THUNDER BAY,0,1,0.0,0.0,0.0,0.0
2020-06-03,2263.0,TIMISKAMING,0,2,0.0,0.0,0.0,0.0
2020-06-03,2265.0,WATERLOO,4,14,59.0,89.0,78.0,0.0
2020-06-03,2266.0,WELLINGTON-DUFFERIN-GUELPH,0,8,0.0,0.0,18.0,0.0
2020-06-03,2268.0,WINDSOR-ESSEX,4,9,22.0,3.0,44.0,0.0
2020-06-03,2270.0,YORK REGION,7,10,105.0,73.0,140.0,0.0
2020-06-03,3895.0,TORONTO,39,34,603.0,432.0,728.0,2.0
2020-06-03,4913.0,SOUTH WEST,1,1,0.0,7.0,0.0,0.0
2020-06-03,5183.0,Huron Perth,0,6,0.0,0.0,4.0,0.0
2020-06-04,2226.0,ALGOMA,0,1,0.0,0.0,0.0,0.0
2020-06-04,2227.0,BRANT,1,2,28.0,29.0,23.0,0.0
2020-06-04,2230.0,DURHAM,3,12,24.0,7.0,129.0,0.0
2020-06-04,2233.0,GREY-BRUCE,0,4,0.0,1.0,0.0,0.0
2020-06-04,2234.0,HALDIMAND-NORFOLK,3,3,0.0,4.0,0.0,0.0
2020-06-04,2235.0,HALIBURTON KAWARTHA PR,0,4,0.0,1.0,29.0,0.0
2020-06-04,2236.0,HALTON,0,11,1.0,0.0,0.0,0.0
2020-06-04,2237.0,HAMILTON,0,14,0.0,0.0,6.0,0.0
2020-06-04,2238.0,HASTINGS PRINCE EDWARD,0,5,5.0,3.0,3.0,0.0
2020-06-04,2240.0,CHATHAM-KENT,0,0,0.0,1.0,0.0,0.0
2020-06-04,2241.0,KINGSTON FRONTENAC L & A,0,1,0.0,0.0,0.0,0.0
2020-06-04,2242.0,LAMBTON,1,3,9.0,7.0,9.0,0.0
2020-06-04,2243.0,"LEEDS,GRENVILLE,LANARK",2,3,1.0,3.0,36.0,0.0
2020-06-04,2244.0,MIDDLESEX-LONDON,3,7,1.0,3.0,9.0,1.0
2020-06-04,2246.0,NIAGARA,2,9,2.0,0.0,21.0,0.0
2020-06-04,2247.0,NORTH BAY-PARRY SOUND,0,2,0.0,0.0,0.0,0.0
2020-06-04,2249.0,NORTHWESTERN,0,0,0.0,0.0,0.0,0.0
2020-06-04,2251.0,OTTAWA,9,7,30.0,59.0,214.0,3.0
2020-06-04,2253.0,PEEL,7,11,68.0,72.0,163.0,1.0
2020-06-04,2255.0,PETERBOROUGH,0,3,0.0,0.0,1.0,0.0
2020-06-04,2256.0,PORCUPINE,0,3,0.0,0.0,0.0,0.0
2020-06-04,2257.0,RENFREW,0,2,0.0,0.0,0.0,0.0
2020-06-04,2258.0,EASTERN ONTARIO,1,5,0.0,1.0,11.0,0.0
2020-06-04,2260.0,SIMCOE-MUSKOKA,1,5,0.0,1.0,24.0,0.0
2020-06-04,2261.0,SUDBURY,0,8,0.0,0.0,1.0,0.0
2020-06-04,2262.0,THUNDER BAY,0,1,0.0,0.0,0.0,0.0
2020-06-04,2263.0,TIMISKAMING,0,2,0.0,0.0,0.0,0.0
2020-06-04,2265.0,WATERLOO,3,15,59.0,88.0,78.0,0.0
2020-06-04,2266.0,WELLINGTON-DUFFERIN-GUELPH,0,8,0.0,0.0,18.0,0.0
2020-06-04,2268.0,WINDSOR-ESSEX,3,10,22.0,2.0,44.0,0.0
2020-06-04,2270.0,YORK REGION,7,10,101.0,70.0,140.0,0.0
2020-06-04,3895.0,TORONTO,38,35,618.0,373.0,729.0,2.0
2020-06-04,4913.0,SOUTH WEST,1,1,0.0,7.0,0.0,0.0
2020-06-04,5183.0,Huron Perth,0,6,0.0,0.0,4.0,0.0
2020-06-05,2226.0,ALGOMA,0,1,0.0,0.0,0.0,0.0
2020-06-05,2227.0,BRANT,1,2,28.0,29.0,23.0,0.0
2020-06-05,2230.0,DURHAM,3,12,24.0,7.0,129.0,0.0
2020-06-05,2233.0,GREY-BRUCE,0,4,0.0,1.0,0.0,0.0
2020-06-05,2234.0,HALDIMAND-NORFOLK,3,3,0.0,4.0,0.0,0.0
2020-06-05,2235.0,HALIBURTON KAWARTHA PR,0,4,0.0,1.0,29.0,0.0
2020-06-05,2236.0,HALTON,0,11,1.0,0.0,0.0,0.0
2020-06-05,2237.0,HAMILTON,0,13,0.0,1.0,6.0,0.0
2020-06-05,2238.0,HASTINGS PRINCE EDWARD,0,5,5.0,3.0,3.0,0.0
2020-06-05,2240.0,CHATHAM-KENT,0,0,0.0,1.0,0.0,0.0
2020-06-05,2241.0,KINGSTON FRONTENAC L & A,0,1,0.0,0.0,0.0,0.0
2020-06-05,2242.0,LAMBTON,1,3,9.0,7.0,9.0,0.0
2020-06-05,2243.0,"LEEDS,GRENVILLE,LANARK",2,3,1.0,3.0,36.0,0.0
2020-06-05,2244.0,MIDDLESEX-LONDON,2,8,1.0,3.0,9.0,1.0
2020-06-05,2246.0,NIAGARA,2,9,2.0,0.0,21.0,0.0
2020-06-05,2247.0,NORTH BAY-PARRY SOUND,0,2,0.0,0.0,0.0,0.0
2020-06-05,2249.0,NORTHWESTERN,0,0,0.0,0.0,0.0,0.0
2020-06-05,2251.0,OTTAWA,9,7,29.0,61.0,215.0,3.0
2020-06-05,2253.0,PEEL,6,12,67.0,67.0,164.0,1.0
2020-06-05,2255.0,PETERBOROUGH,0,3,0.0,0.0,1.0,0.0
2020-06-05,2256.0,PORCUPINE,0,3,0.0,0.0,0.0,0.0
2020-06-05,2257.0,RENFREW,0,2,0.0,0.0,0.0,0.0
2020-06-05,2258.0,EASTERN ONTARIO,1,5,0.0,1.0,11.0,0.0
2020-06-05,2260.0,SIMCOE-MUSKOKA,1,5,0.0,2.0,24.0,0.0
2020-06-05,2261.0,SUDBURY,0,8,0.0,0.0,1.0,0.0
2020-06-05,2262.0,THUNDER BAY,0,1,0.0,0.0,0.0,0.0
2020-06-05,2263.0,TIMISKAMING,0,2,0.0,0.0,0.0,0.0
2020-06-05,2265.0,WATERLOO,2,16,61.0,36.0,78.0,0.0
2020-06-05,2266.0,WELLINGTON-DUFFERIN-GUELPH,0,8,0.0,0.0,18.0,0.0
2020-06-05,2268.0,WINDSOR-ESSEX,3,10,22.0,2.0,44.0,0.0
2020-06-05,2270.0,YORK REGION,7,10,112.0,80.0,144.0,0.0
2020-06-05,3895.0,TORONTO,39,34,561.0,369.0,748.0,2.0
2020-06-05,4913.0,SOUTH WEST,1,1,0.0,7.0,0.0,0.0
2020-06-05,5183.0,Huron Perth,0,6,0.0,0.0,4.0,0.0
2020-06-06,2226.0,ALGOMA,0,1,0.0,0.0,0.0,0.0
2020-06-06,2227.0,BRANT,1,2,28.0,29.0,23.0,0.0
2020-06-06,2230.0,DURHAM,3,12,24.0,7.0,129.0,0.0
2020-06-06,2233.0,GREY-BRUCE,0,4,0.0,1.0,0.0,0.0
2020-06-06,2234.0,HALDIMAND-NORFOLK,3,3,0.0,4.0,0.0,0.0
2020-06-06,2235.0,HALIBURTON KAWARTHA PR,0,4,0.0,1.0,29.0,0.0
2020-06-06,2236.0,HALTON,0,11,1.0,0.0,0.0,0.0
2020-06-06,2237.0,HAMILTON,0,13,0.0,1.0,6.0,0.0
2020-06-06,2238.0,HASTINGS PRINCE EDWARD,0,5,5.0,3.0,3.0,0.0
2020-06-06,2240.0,CHATHAM-KENT,0,0,0.0,1.0,0.0,0.0
2020-06-06,2241.0,KINGSTON FRONTENAC L & A,0,1,0.0,0.0,0.0,0.0
2020-06-06,2242.0,LAMBTON,1,3,9.0,7.0,9.0,0.0
2020-06-06,2243.0,"LEEDS,GRENVILLE,LANARK",2,3,1.0,3.0,36.0,0.0
2020-06-06,2244.0,MIDDLESEX-LONDON,2,8,1.0,3.0,9.0,1.0
2020-06-06,2246.0,NIAGARA,2,9,2.0,0.0,21.0,0.0
2020-06-06,2247.0,NORTH BAY-PARRY SOUND,0,2,0.0,0.0,0.0,0.0
2020-06-06,2249.0,NORTHWESTERN,0,0,0.0,0.0,0.0,0.0
2020-06-06,2251.0,OTTAWA,8,8,31.0,59.0,215.0,3.0
2020-06-06,2253.0,PEEL,6,12,67.0,67.0,164.0,1.0
2020-06-06,2255.0,PETERBOROUGH,0,3,0.0,0.0,1.0,0.0
2020-06-06,2256.0,PORCUPINE,0,3,0.0,0.0,0.0,0.0
2020-06-06,2257.0,RENFREW,0,2,0.0,0.0,0.0,0.0
2020-06-06,2258.0,EASTERN ONTARIO,1,5,0.0,1.0,11.0,0.0
2020-06-06,2260.0,SIMCOE-MUSKOKA,1,5,0.0,2.0,24.0,0.0
2020-06-06,2261.0,SUDBURY,0,8,0.0,0.0,1.0,0.0
2020-06-06,2262.0,THUNDER BAY,0,1,0.0,0.0,0.0,0.0
2020-06-06,2263.0,TIMISKAMING,0,2,0.0,0.0,0.0,0.0
2020-06-06,2265.0,WATERLOO,2,16,61.0,36.0,78.0,0.0
2020-06-06,2266.0,WELLINGTON-DUFFERIN-GUELPH,0,8,0.0,0.0,18.0,0.0
2020-06-06,2268.0,WINDSOR-ESSEX,2,11,21.0,2.0,44.0,0.0
2020-06-06,2270.0,YORK REGION,7,10,104.0,74.0,144.0,0.0
2020-06-06,3895.0,TORONTO,35,38,529.0,356.0,750.0,2.0
2020-06-06,4913.0,SOUTH WEST,1,1,0.0,7.0,0.0,0.0
2020-06-06,5183.0,Huron Perth,0,6,0.0,0.0,4.0,0.0
2020-06-07,2226.0,ALGOMA,0,1,0.0,0.0,0.0,0.0
2020-06-07,2227.0,BRANT,1,2,28.0,29.0,23.0,0.0
2020-06-07,2230.0,DURHAM,3,12,24.0,7.0,129.0,0.0
2020-06-07,2233.0,GREY-BRUCE,0,4,0.0,1.0,0.0,0.0
2020-06-07,2234.0,HALDIMAND-NORFOLK,3,3,0.0,4.0,0.0,0.0
2020-06-07,2235.0,HALIBURTON KAWARTHA PR,0,4,0.0,1.0,29.0,0.0
2020-06-07,2236.0,HALTON,0,11,1.0,0.0,0.0,0.0
2020-06-07,2237.0,HAMILTON,0,13,0.0,1.0,6.0,0.0
2020-06-07,2238.0,HASTINGS PRINCE EDWARD,0,5,5.0,3.0,3.0,0.0
2020-06-07,2240.0,CHATHAM-KENT,0,0,0.0,1.0,0.0,0.0
2020-06-07,2241.0,KINGSTON FRONTENAC L & A,0,1,0.0,0.0,0.0,0.0
2020-06-07,2242.0,LAMBTON,1,3,9.0,7.0,9.0,0.0
2020-06-07,2243.0,"LEEDS,GRENVILLE,LANARK",2,3,1.0,3.0,36.0,0.0
2020-06-07,2244.0,MIDDLESEX-LONDON,2,8,1.0,3.0,9.0,1.0
2020-06-07,2246.0,NIAGARA,2,9,2.0,0.0,21.0,0.0
2020-06-07,2247.0,NORTH BAY-PARRY SOUND,0,2,0.0,0.0,0.0,0.0
2020-06-07,2249.0,NORTHWESTERN,0,0,0.0,0.0,0.0,0.0
2020-06-07,2251.0,OTTAWA,8,8,31.0,59.0,215.0,3.0
2020-06-07,2253.0,PEEL,7,12,67.0,68.0,164.0,1.0
2020-06-07,2255.0,PETERBOROUGH,0,3,0.0,0.0,1.0,0.0
2020-06-07,2256.0,PORCUPINE,0,3,0.0,0.0,0.0,0.0
2020-06-07,2257.0,RENFREW,0,2,0.0,0.0,0.0,0.0
2020-06-07,2258.0,EASTERN ONTARIO,1,5,0.0,1.0,11.0,0.0
2020-06-07,2260.0,SIMCOE-MUSKOKA,1,5,0.0,2.0,24.0,0.0
2020-06-07,2261.0,SUDBURY,0,8,0.0,0.0,1.0,0.0
2020-06-07,2262.0,THUNDER BAY,0,1,0.0,0.0,0.0,0.0
2020-06-07,2263.0,TIMISKAMING,0,2,0.0,0.0,0.0,0.0
2020-06-07,2265.0,WATERLOO,2,16,61.0,36.0,78.0,0.0
2020-06-07,2266.0,WELLINGTON-DUFFERIN-GUELPH,0,8,0.0,0.0,18.0,0.0
2020-06-07,2268.0,WINDSOR-ESSEX,2,11,21.0,2.0,44.0,0.0
2020-06-07,2270.0,YORK REGION,7,10,104.0,74.0,144.0,0.0
2020-06-07,3895.0,TORONTO,35,38,529.0,356.0,751.0,2.0
2020-06-07,4913.0,SOUTH WEST,1,1,0.0,7.0,0.0,0.0
2020-06-07,5183.0,Huron Perth,0,6,0.0,0.0,4.0,0.0
2020-06-08,2226.0,ALGOMA,0,1,0.0,0.0,0.0,0.0
2020-06-08,2227.0,BRANT,1,2,28.0,29.0,23.0,0.0
2020-06-08,2230.0,DURHAM,3,12,24.0,7.0,129.0,0.0
2020-06-08,2233.0,GREY-BRUCE,0,4,0.0,1.0,0.0,0.0
2020-06-08,2234.0,HALDIMAND-NORFOLK,3,3,0.0,4.0,0.0,0.0
2020-06-08,2235.0,HALIBURTON KAWARTHA PR,0,4,0.0,1.0,29.0,0.0
2020-06-08,2236.0,HALTON,0,11,1.0,0.0,0.0,0.0
2020-06-08,2237.0,HAMILTON,0,13,0.0,1.0,6.0,0.0
2020-06-08,2238.0,HASTINGS PRINCE EDWARD,0,5,5.0,3.0,3.0,0.0
2020-06-08,2240.0,CHATHAM-KENT,0,0,0.0,1.0,0.0,0.0
2020-06-08,2241.0,KINGSTON FRONTENAC L & A,0,1,0.0,0.0,0.0,0.0
2020-06-08,2242.0,LAMBTON,1,3,8.0,9.0,10.0,0.0
2020-06-08,2243.0,"LEEDS,GRENVILLE,LANARK",2,3,1.0,3.0,36.0,0.0
2020-06-08,2244.0,MIDDLESEX-LONDON,2,8,1.0,3.0,9.0,1.0
2020-06-08,2246.0,NIAGARA,2,9,2.0,1.0,21.0,0.0
2020-06-08,2247.0,NORTH BAY-PARRY SOUND,0,2,0.0,0.0,0.0,0.0
2020-06-08,2249.0,NORTHWESTERN,0,0,0.0,0.0,0.0,0.0
2020-06-08,2251.0,OTTAWA,8,8,28.0,59.0,216.0,3.0
2020-06-08,2253.0,PEEL,7,12,66.0,64.0,169.0,1.0
2020-06-08,2255.0,PETERBOROUGH,0,3,0.0,0.0,1.0,0.0
2020-06-08,2256.0,PORCUPINE,0,3,0.0,0.0,0.0,0.0
2020-06-08,2257.0,RENFREW,0,2,0.0,0.0,0.0,0.0
2020-06-08,2258.0,EASTERN ONTARIO,1,5,0.0,1.0,11.0,0.0
2020-06-08,2260.0,SIMCOE-MUSKOKA,1,5,0.0,2.0,24.0,0.0
2020-06-08,2261.0,SUDBURY,0,8,0.0,0.0,1.0,0.0
2020-06-08,2262.0,THUNDER BAY,0,1,0.0,0.0,0.0,0.0
2020-06-08,2263.0,TIMISKAMING,0,2,0.0,0.0,0.0,0.0
2020-06-08,2265.0,WATERLOO,2,16,61.0,36.0,78.0,0.0
2020-06-08,2266.0,WELLINGTON-DUFFERIN-GUELPH,0,8,0.0,0.0,18.0,0.0
2020-06-08,2268.0,WINDSOR-ESSEX,1,12,2.0,2.0,44.0,0.0
2020-06-08,2270.0,YORK REGION,5,12,98.0,66.0,145.0,0.0
2020-06-08,3895.0,TORONTO,33,40,491.0,343.0,761.0,2.0
2020-06-08,4913.0,SOUTH WEST,1,1,0.0,7.0,0.0,0.0
2020-06-08,5183.0,Huron Perth,0,6,0.0,0.0,4.0,0.0
2020-06-09,2226.0,ALGOMA,0,1,0.0,0.0,0.0,0.0
2020-06-09,2227.0,BRANT,1,2,28.0,29.0,23.0,0.0
2020-06-09,2230.0,DURHAM,3,12,22.0,8.0,130.0,0.0
2020-06-09,2233.0,GREY-BRUCE,0,4,0.0,1.0,0.0,0.0
2020-06-09,2234.0,HALDIMAND-NORFOLK,2,4,0.0,2.0,0.0,0.0
2020-06-09,2235.0,HALIBURTON KAWARTHA PR,0,4,2.0,0.0,29.0,0.0
2020-06-09,2236.0,HALTON,0,11,1.0,0.0,0.0,0.0
2020-06-09,2237.0,HAMILTON,0,13,0.0,1.0,6.0,0.0
2020-06-09,2238.0,HASTINGS PRINCE EDWARD,0,5,5.0,3.0,3.0,0.0
2020-06-09,2240.0,CHATHAM-KENT,0,0,0.0,1.0,0.0,0.0
2020-06-09,2241.0,KINGSTON FRONTENAC L & A,0,1,0.0,0.0,0.0,0.0
2020-06-09,2242.0,LAMBTON,1,3,3.0,5.0,10.0,0.0
2020-06-09,2243.0,"LEEDS,GRENVILLE,LANARK",2,3,1.0,3.0,36.0,0.0
2020-06-09,2244.0,MIDDLESEX-LONDON,1,9,1.0,2.0,9.0,1.0
2020-06-09,2246.0,NIAGARA,2,9,2.0,1.0,21.0,0.0
2020-06-09,2247.0,NORTH BAY-PARRY SOUND,0,2,0.0,0.0,0.0,0.0
2020-06-09,2249.0,NORTHWESTERN,0,0,0.0,0.0,0.0,0.0
2020-06-09,2251.0,OTTAWA,7,9,27.0,61.0,217.0,3.0
2020-06-09,2253.0,PEEL,6,13,61.0,56.0,170.0,1.0
2020-06-09,2255.0,PETERBOROUGH,0,3,0.0,0.0,1.0,0.0
2020-06-09,2256.0,PORCUPINE,0,3,0.0,0.0,0.0,0.0
2020-06-09,2257.0,RENFREW,0,2,0.0,0.0,0.0,0.0
2020-06-09,2258.0,EASTERN ONTARIO,1,5,0.0,1.0,11.0,0.0
2020-06-09,2260.0,SIMCOE-MUSKOKA,2,5,0.0,3.0,24.0,0.0
2020-06-09,2261.0,SUDBURY,0,8,0.0,0.0,1.0,0.0
2020-06-09,2262.0,THUNDER BAY,0,1,0.0,0.0,0.0,0.0
2020-06-09,2263.0,TIMISKAMING,0,2,0.0,0.0,0.0,0.0
2020-06-09,2265.0,WATERLOO,2,16,61.0,36.0,78.0,0.0
2020-06-09,2266.0,WELLINGTON-DUFFERIN-GUELPH,0,8,0.0,0.0,18.0,0.0
2020-06-09,2268.0,WINDSOR-ESSEX,2,11,2.0,4.0,44.0,0.0
2020-06-09,2270.0,YORK REGION,3,14,98.0,64.0,145.0,0.0
2020-06-09,3895.0,TORONTO,32,41,463.0,342.0,786.0,2.0
2020-06-09,4913.0,SOUTH WEST,1,1,0.0,7.0,0.0,0.0
2020-06-09,5183.0,Huron Perth,0,6,0.0,0.0,4.0,0.0
2020-06-10,2226.0,ALGOMA,0,1,0.0,0.0,0.0,0.0
2020-06-10,2227.0,BRANT,1,2,28.0,29.0,23.0,0.0
2020-06-10,2230.0,DURHAM,3,12,22.0,7.0,130.0,0.0
